Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,,,,,,,,,,
f091e258-21d3-56de-a416-c9e71c4fa00a,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-147301/302-B3 PLATFORM - ZONE 10A/10B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB3-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
16bb9d3e-7001-5fc9-9e4e-c04ffba36c12,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-147301/302-B3 PLATFORM - ZONE 10A/10B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB3-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
77a76d5f-4ee1-5a59-b098-f3d5243d1c54,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-147301/302-B3 PLATFORM - ZONE 10A/10B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB3-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
9678278d-09ed-5dad-b655-471b10af32ab,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-147301/302-B3 PLATFORM - ZONE 10A/10B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB3-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
9d1f3d91-26c8-50f3-b66d-8b08653689e8,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B6 Platform,CRL-KRD-MEC-AES-DRG-141603/604/605/606 Zone 8,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB6-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
74f83ec9-8be4-5d51-b5ab-379da8e8855b,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B6 Platform,CRL-KRD-MEC-AES-DRG-141603/604/605/606 Zone 8,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB6-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
6f2cd4ed-7034-5393-aff4-267f3274a259,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Beresford Square,B6 Platform,CRL-KRD-MEC-AES-DRG-141603/604/605/606 Zone 8,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB6-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
2aeb5498-93f6-501a-a6f9-2bc6c996ad02,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Beresford Square,B6 Platform,CRL-KRD-MEC-AES-DRG-141603/604/605/606 Zone 8,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB6-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
306895af-1e15-50c0-b90d-5a81252ac98a,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Beresford Square,B6 Platform,CRL-KRD-MEC-AES-DRG-141603/604/605/606 Zone 8,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB6-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
6f1eef81-1d2a-5fd7-a741-4ae901e64c36,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Beresford Square,B6 Platform,CRL-KRD-MEC-AES-DRG-141603/604/605/606 Zone 8,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB6-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
3868875b-0975-58e7-84b1-6bd5bebe5f69,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B6 Platform,CRL-KRD-MEC-AES-DRG-141603/604/605/606 Zone 8,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB6-ASS-FCU-007),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
fe4421da-168e-5aa2-b56b-7351a6e53d93,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B6 Platform,CRL-KRD-MEC-AES-DRG-141603/604/605/606 Zone 8,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB6-ASS-FCU-008),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
5223e04d-d81d-5eb7-a246-f67563a64ddd,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Beresford Square,B6 Platform,CRL-KRD-MEC-AES-DRG-141603/604/605/606 Zone 8,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB6-ASS-FCU-009),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
81db337e-b2a5-5617-b500-667ade52d553,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Beresford Square,B6 Platform,CRL-KRD-MEC-AES-DRG-141603/604/605/606 Zone 8,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB6-ASS-FCU-010),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
83a3ed3b-0929-5c75-86c4-bdd803d9ab43,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Beresford Square,B6 Platform,CRL-KRD-MEC-AES-DRG-141603/604/605/606 Zone 8,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB6-ASS-FCU-011),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
8b2cc938-1682-5ace-97d8-c73a50aed7c6,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Beresford Square,B6 Platform,CRL-KRD-MEC-AES-DRG-141603/604/605/606 Zone 8,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB6-ASS-FCU-012),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
5347d649-2bb0-537f-ae46-51db7ae17743,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142902 - Zone 3 CALLOUTSHEET 1,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
fa322b47-8027-5cd4-97a5-188e32eb6432,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142902 - Zone 3 CALLOUTSHEET 1,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
35cc86a2-86d5-50a8-98f1-2815a2840ec4,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142902 - Zone 3 CALLOUTSHEET 1,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
7a737f51-d3e2-5fc9-bf2c-21e46e068e5a,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142902 - Zone 3 CALLOUTSHEET 1,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
7b5679ca-cfa6-57a9-a3d4-1de991725ed0,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142902 - Zone 3 CALLOUTSHEET 1,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
6f89a035-f3b2-5a85-9882-96c34bdd4cf3,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142902 - Zone 3 CALLOUTSHEET 1,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
a1b3ec32-d632-51e8-bed4-644d5cc98f93,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142902 - Zone 3 CALLOUTSHEET 1,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-007),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
8b491b08-cc2a-55b4-a20f-b3111476a830,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142902 - Zone 3 CALLOUTSHEET 1,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-008),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
28856f83-1cc2-5c4d-8f28-92b3ae6c0af2,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142903 - Zone 3 CALLOUTSHEET 2,FCU,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
e582b3f8-b57c-51cf-9db7-a1317bed3b19,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142903 - Zone 3 CALLOUTSHEET 2,FCU,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
6304f548-2aa0-5ca8-a507-9a7c5df4778a,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142903 - Zone 3 CALLOUTSHEET 2,FCU,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
4abd0bd0-ce38-58f1-83b0-f7112e420610,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142903 - Zone 3 CALLOUTSHEET 2,FCU,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
6a8d9ccc-c523-549c-bc14-b0cbf6370e5e,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142904 - Zone 3 CALLOUTSHEET 3,FCU,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
f00f6b74-770e-5d0d-a2b8-a881c212535d,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142904 - Zone 3 CALLOUTSHEET 3,FCU,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
97f2cdb5-bc86-5725-97b1-61e574228355,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142904 - Zone 3 CALLOUTSHEET 3,FCU,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-007),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
42a38a65-6d1a-5925-9741-b78f5549be03,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L2,CRL-KRD-MEC-AES-DRG-142904 - Zone 3 CALLOUTSHEET 3,FCU,CRL-ITR-005 - Fan Coil Units (KRD-MEL2-ASS-FCU-008),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
c3fb1b93-b7ef-5e3b-9447-0a46bc744cdb,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L1,CRL-KRD-MEC-AES-DRG-142801 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL1-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
4a050cda-388d-5616-8b8f-3683220abf8d,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L1,CRL-KRD-MEC-AES-DRG-142801 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL1-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
e049cfaf-dd2f-5215-a6c1-95452f02f3ed,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L1,CRL-KRD-MEC-AES-DRG-142801 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL1-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
1896fdc1-f9d2-5c80-9b91-ad1959f1bfbd,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L1,CRL-KRD-MEC-AES-DRG-142801 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL1-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
8e3cdfe8-d718-54d3-b373-f12c56453e3f,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L1,CRL-KRD-MEC-AES-DRG-142801 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL1-ASS-FCU-007),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
63474d7b-3f42-5875-b0d7-c0ac4951aea6,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L1,CRL-KRD-MEC-AES-DRG-142801 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL1-ASS-FCU-008),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
f607c6d9-ffa0-5a40-b212-d916b2029d40,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L1,CRL-KRD-MEC-AES-DRG-142801 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL1-ASS-FCU-009),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
a5392bdc-8e08-5cce-8913-e009f796404d,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L1,CRL-KRD-MEC-AES-DRG-142801 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL1-ASS-FCU-010),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
4ca10797-82dc-5e5a-ac5b-1b791e6533dc,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L1,CRL-KRD-MEC-AES-DRG-142801 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD - MEL1-ASS-FAN-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
dbc71cac-15a1-568b-8ac8-95b267843bb6,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L1,CRL-KRD-MEC-AES-DRG-142801 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL1-ASS-FAN-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
b316a55e-f2e2-5a0e-92a6-1b16d34f8f57,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L0,CRL-KRD-MEC-AES-DRG-142001/002/003 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL0-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
f27815d8-69fe-57f0-a90a-8104141a6da1,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L0,CRL-KRD-MEC-AES-DRG-142001/002/003 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL0-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
1daaa83f-305c-5986-9ff3-74c01e519f2a,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L0,CRL-KRD-MEC-AES-DRG-142001/002/003 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL0-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
63dc4c29-a8f7-5301-8d68-8c3744f4b2b0,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L0,CRL-KRD-MEC-AES-DRG-142001/002/003 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL0-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
e621cb5b-cfb9-5e40-868d-e424f853a4ce,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L0,CRL-KRD-MEC-AES-DRG-142001/002/003 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL0-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
8056d7c4-4416-5d7c-babb-8ded3b7cdae8,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L0,CRL-KRD-MEC-AES-DRG-142001/002/003 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL0-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
bb2711a2-bbdd-5d49-ba1e-35627deb3029,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L0,CRL-KRD-MEC-AES-DRG-142001/002/003 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL0-ASS-FCU-007),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
c68dff5f-7e92-50e5-b743-3b6cefd207d0,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,L0,CRL-KRD-MEC-AES-DRG-142001/002/003 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEL0-ASS-FCU-008),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
f75c6173-d326-5a1b-bd61-9a2e2c244816,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B1,CRL-KRD-MEC-AES-DRG-142101/102/103 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB1-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
ab52661d-607b-51f4-ac95-aae2dfec8dfd,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B1,CRL-KRD-MEC-AES-DRG-142101/102/103 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB1-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
4c34713c-778f-5c88-a0e5-81e0fb04cada,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B1,CRL-KRD-MEC-AES-DRG-142101/102/103 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB1-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
52dc4948-9c2f-53a1-8064-232c8137ecb6,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B1,CRL-KRD-MEC-AES-DRG-142101/102/103 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB1-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
ae6ce798-3d03-531f-b054-f0f1885d1b58,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B1,CRL-KRD-MEC-AES-DRG-142101/102/103 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB1-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
304331ac-fc9a-57cc-9a32-2cc9b25bd4c2,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B1,CRL-KRD-MEC-AES-DRG-142101/102/103 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB1-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
70594809-5059-52e5-9690-8df620bd207f,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B2,CRL-KRD-MEC-AES-DRG-142201/202/203 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB2-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
4f74b3de-aca5-5506-87fa-31c5ace529d9,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B2,CRL-KRD-MEC-AES-DRG-142201/202/203 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB2-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
daaf6e96-caed-5479-a2ff-36e71ec0283d,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B2,CRL-KRD-MEC-AES-DRG-142201/202/203 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB2-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
c8a3940a-eabe-5b25-802b-3803b8de0ad0,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B2,CRL-KRD-MEC-AES-DRG-142201/202/203 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB2-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
41c78569-6ed5-507b-8a5c-930869844044,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B2,CRL-KRD-MEC-AES-DRG-142201/202/203 - Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB2-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
9c3a805a-5fbf-5902-9fc4-76100a9e7cfb,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B4,CRL-KRD-MEC-AES-DRG-142401/402/403,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB4-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
cd0ab640-5fcd-5af4-8ea9-8b4b01d5bd47,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B4,CRL-KRD-MEC-AES-DRG-142401/402/403,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB4-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
09c851a0-c4a6-5a59-8ede-6e140ee981d2,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B4,CRL-KRD-MEC-AES-DRG-142401/402/403,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB4-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
f66c8c8d-6041-5d82-819f-380577f02200,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B4,CRL-KRD-MEC-AES-DRG-142401/402/403,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB4-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
8c7767f7-c549-5f28-a88c-cc5b4bd3b887,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B4,CRL-KRD-MEC-AES-DRG-142401/402/403,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB4-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
89cf898b-a6c0-55b5-85ff-bf87a610c2b9,,checkpoint-status,work-in-progress,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B4,CRL-KRD-MEC-AES-DRG-142401/402/403,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB4-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
88b6189a-acec-5dd3-bf77-94a13a6ef935,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B6 Platform,CRL-KRD-MEC-AES-DRG-142602- Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB6-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
da161aaa-7a13-54cc-b12c-75285cedf2ce,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B6 Platform,CRL-KRD-MEC-AES-DRG-142602- Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB6-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
48909a41-54a4-5e97-8395-d5128d7152ac,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B6 Platform,CRL-KRD-MEC-AES-DRG-142602- Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB6-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
ab8b515c-2747-569b-82c4-3b85c4dc159f,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B6 Platform,CRL-KRD-MEC-AES-DRG-142602- Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB6-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
66163181-ea66-52c3-bd2c-e82b16a31549,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B6 Platform,CRL-KRD-MEC-AES-DRG-142602- Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB6-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
fdc98d2b-aea9-5e4f-8735-4e4b75a0b750,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B6 Platform,CRL-KRD-MEC-AES-DRG-142602- Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB6-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
09e613da-026f-5885-b9c6-e066c760f949,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B6 Platform,CRL-KRD-MEC-AES-DRG-142602- Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB6-ASS-FCU-007),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
89c39c9f-2234-55b2-b548-e23969530876,,checkpoint-status,pass,,,TRUE,TRUE,Karangahape Station,Mercury Lane,B6 Platform,CRL-KRD-MEC-AES-DRG-142602- Zone 3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-MEB6-ASS-FCU-008),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
