Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
AE-ITCX-015 - Mandatory testing (Apartments - L2-L11),,,,,,,,
,Scope,,,Appselec - Site QA,Apartments,,,
,Rows,,,,,,,
,,Level 2 - Apartment 201,dynamic,Appselec - Site QA,Apartments,Level 2,Apartment 201,AE-ITCX-015 - Mandatory testing
,,Level 2 - Apartment 205,dynamic,Appselec - Site QA,Apartments,Level 2,Apartment 205,AE-ITCX-015 - Mandatory testing
,,Level 2 - Multishare Area,dynamic,Appselec - Site QA,Apartments,Level 2,Multishare Area,AE-ITCX-015 - Mandatory testing
,,Level 5 - Multishare Area,dynamic,Appselec - Site QA,Apartments,Level 5,Multishare Area,AE-ITCX-015 - Mandatory testing
,,Level 6 - Apartment 606,dynamic,Appselec - Site QA,Apartments,Level 6,Apartment 606,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 701,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 701,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 705,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 705,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 706,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 706,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 707,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 707,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 708,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 708,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 709,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 709,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 710,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 710,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 711,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 711,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 712.1,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 712.1,AE-ITCX-015 - Mandatory testing
