type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Ground Checklist,,,,,,Ground Checklist
checkpoint,Ductwork,,,,,,
checkpoint,VAV ,,,,,,
checkpoint,FCU,,,,,,
checkpoint,Risers,,,,,,
,,,,,,,
checklist-flat,Office Floors Checklist,,,,,,Office Floors Checklist
checkpoint,Ductwork,,,,,,
checkpoint,VAV,,,,,,
checkpoint,FCU,,,,,,
checkpoint,Risers (Chilled),,,,,,
checkpoint,Risers (Hot),,,,,,
checkpoint,Floor Pipe,,,,,,
checkpoint,Fire Dampers,,,,,,
checkpoint,Control Dampers / VCD,,,,,,
checkpoint,Cushion Boxes,,,,,,
,,,,,,,
checklist-flat,Plant Room Checklist,,,,,,Plant Room Checklist
checkpoint,Ductwork,,,,,,
checkpoint,Fans,,,,,,
checkpoint,Pipework,,,,,,
checkpoint,Coils,,,,,,
checkpoint,Valves,,,,,,
checkpoint,Pumps,,,,,,
checkpoint,AHU,,,,,,
