Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Stage 1,,,,,
,Scope,,,,
,Rows,,,,
,,B1,dynamic,B1,
,,Lower Ground,dynamic,Lower Ground,
,,Upper Ground,dynamic,Upper Ground,
,,Level 1,dynamic,Level 1,
,,Level 2,dynamic,Level 2,
,,Level 3,dynamic,Level 3,
,Columns,,,,
,,Set Out,,Set Out,
,,Fan,,Fan,
,,Electrical,,Electrical,
,,Fan Insulation,,Fan Insulation,
,,Controls.,,Controls.,
,,Labelling.,,Labelling.,
,,Installation,,Installation,
,,Ductwork.,,Ductwork.,
,,Refrigeration Lines,,Refrigeration Lines,
,,Drain Line,,Drain Line,
,,,,,
Stage 2,,,,,
,Scope,,,,
,Rows,,,,
,,Lower Ground,dynamic,Lower Ground,
,,Upper Ground,dynamic,Upper Ground,
,,Level 1,dynamic,Level 1,
,,Level 2,dynamic,Level 2,
,,Level 3,dynamic,Level 3,
,Columns,,,,
,,Set Out,,Set Out,
,,Fan,,Fan,
,,Electrical,,Electrical,
,,Fan Insulation,,Fan Insulation,
,,Controls.,,Controls.,
,,Labelling.,,Labelling.,
,,Installation,,Installation,
,,Ductwork.,,Ductwork.,
,,Refrigeration Lines,,Refrigeration Lines,
,,Drain Line,,Drain Line,
