Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Lightning Protection & Earthing - Grid 104,dynamic,lightning protection and earthing,grid 104
,,Lightning Protection & Earthing - Grid 104/105,dynamic,grid 104/105,lightning protection and earthing
,,Lightning Protection & Earthing - Grid 105/106,dynamic,grid 105/106,lightning protection and earthing
,,Lightning Protection & Earthing - Test Sheets (Lightning Protection),grouping,lightning protection & earthing - test sheets (lightning protection),
,,Test Sheets (Lightning Protection),,test sheets (lightning protection),lightning protection and earthing
,,Generator Cable Upgrade - Cable Installation,dynamic,generator cable upgrade,cable installation
,,Generator Cable Upgrade - Cable Termination,dynamic,generator cable upgrade,cable termination
,,JBA Hall,dynamic,jba hall,
,,Truck Dock,dynamic,truck dock,
,,Lifts,dynamic,lifts,
,,Ground Mezzanine,dynamic,ground mezzanine,
,,Level 1,dynamic,level 1,
,,Roof,dynamic,roof,
,,Sub Boards,dynamic,sub boards,
,,Distribution Boards,dynamic,distribution boards,
,,Inspection and Test Plan,dynamic,Inspection and Test Plan,
,Columns,,,,
,,Photos,,photos,
,,Earth Pit,,earth pit,
,,Wricon Terminal Plates,,wricon terminal plates,
,,Test Sheets (Lightning Protection),,test sheets (lightning protection),
,,Test Sheets (Generator),,test sheets (generator),
,,Cable Support,,cable support,
,,First Fix,,first fix,
,,Second Fix,,second fix,
,,Switchboard Preliven QA,,switchboard preliven qa,
,,Switchboard Live QA,,switchboard live qa,
,,Inspection and Test Plan,,Inspection and Test Plan,
