Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Overall Progress,,,,,,,,
,Scope,,,Site QA,,,,
,Rows,,,,,,,
,,Switchboard,dynamic,Site QA,Switchboard,,,
,,Variable Speed Drives,dynamic,Site QA,Variable Speed Drives,,,
,,Ventilation Fans,dynamic,Site QA,Ventilation Fans,,,
,,ERV / HRV Unit,dynamic,Site QA,ERV / HRV Unit,,,
,,VRF / Split AC Unit - Admin - Ground Floor,dynamic,Site QA,VRF / Split AC Unit,Admin,Ground Floor,
,,VRF / Split AC Unit - Labs - Ground Floor (1),dynamic,Site QA,VRF / Split AC Unit,Labs,Ground Floor (1),
,,VRF / Split AC Unit - Labs - Ground Floor (2),dynamic,Site QA,VRF / Split AC Unit,Labs,Ground Floor (2),
,,VRF / Split AC Unit - Labs - Ground Floor (3),dynamic,Site QA,VRF / Split AC Unit,Labs,Ground Floor (3),
,,VRF / Split AC Unit - Café - Ground Floor,dynamic,Site QA,VRF / Split AC Unit,Café,Ground Floor,
,,VRF / Split AC Unit - Science - Level 1 (1),dynamic,Site QA,VRF / Split AC Unit,Science,Level 1 (1),
,,VRF / Split AC Unit - Science - Level 1 (2),dynamic,Site QA,VRF / Split AC Unit,Science,Level 1 (2),
,,VRF / Split AC Unit - Science - Level 1 (3),dynamic,Site QA,VRF / Split AC Unit,Science,Level 1 (3),
,,VRF / Split AC Unit - Science - Level 1 (4),dynamic,Site QA,VRF / Split AC Unit,Science,Level 1 (4),
,,VRF / Split AC Unit - Science - Level 1 (5),dynamic,Site QA,VRF / Split AC Unit,Science,Level 1 (5),
,,VRF / Split AC Unit - Level 2 - Level 2 (1),dynamic,Site QA,VRF / Split AC Unit,Level 2,Level 2 (1),
,,VRF / Split AC Unit - Solar Inverter - Basement,dynamic,Site QA,VRF / Split AC Unit,Solar Inverter,Basement,
,,VRF / Split AC Unit - Comms Room - Ground Floor,dynamic,Site QA,VRF / Split AC Unit,Comms Room,Ground Floor,
,,VRF / Split AC Unit - Fire Damper,dynamic,Site QA,VRF / Split AC Unit,Fire Damper,,
,,VRF / Split AC Unit - Seismic - Basement,dynamic,Site QA,VRF / Split AC Unit,Seismic,Basement,
,,VRF / Split AC Unit - Seismic - Ground - Duct,dynamic,Site QA,VRF / Split AC Unit,Seismic,Ground,Duct
,,VRF / Split AC Unit - Seismic - Ground - Equipment,dynamic,Site QA,VRF / Split AC Unit,Seismic,Ground,Equipment
,,VRF / Split AC Unit - Seismic - Level 1 - Duct,dynamic,Site QA,VRF / Split AC Unit,Seismic,Level 1,Duct
,,VRF / Split AC Unit - Seismic - Level 1 - Roof,dynamic,Site QA,VRF / Split AC Unit,Seismic,Level 1,Roof
,,VRF / Split AC Unit - Seismic - Level 1 - Equipment,dynamic,Site QA,VRF / Split AC Unit,Seismic,Level 1,Equipment
,,VRF / Split AC Unit - Green star,dynamic,Site QA,VRF / Split AC Unit,Green star,,
,Columns,,,,,,,
,,MSSB Checklist,,MSSB Checklist,,,,
,,Fire Damper Checklist,,Fire Damper Checklist,,,,
,,Ventilation Fans Checklist,,Ventilation Fans Checklist,,,,
,,AC Condensor Checklist,,AC Condensor Checklist,,,,
,,Branch Box Checklist,,Branch Box Checklist,,,,
,,FCU-AC Checklist,,FCU-AC Checklist,,,,
,,ERV / HRV Checklist,,ERV / HRV Checklist,,,,
,,VSD Checklist,,VSD Checklist,,,,
,,Seismic Checklist,,Seismic Checklist,,,,
,,Greenstar Checklist,,Greenstar Checklist,,,,
