"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a190a10e-7187-4860-b97f-9d9863a192bc","","folder-normal","","","step","TRUE","FALSE","Site QA"
"99772679-74d4-40fc-a11f-1dc21e8c0138","","folder-normal","","","step","TRUE","FALSE","Site QA","Switchboard"
"ce8e3530-7847-444d-a5c9-ecd6bca3c516","","checklist-sectioned","","MSSB Checklist","checklist","FALSE","FALSE","Site QA","Switchboard","MSSB-B-01"
"99dcc04a-328d-40d3-8bf2-9b67f3b3c209","","checklist-sectioned","","MSSB Checklist","checklist","FALSE","FALSE","Site QA","Switchboard","MSSB-B-02"
"ffa21273-f75d-49f5-9110-2a0a4ddac278","","checklist-sectioned","","MSSB Checklist","checklist","FALSE","FALSE","Site QA","Switchboard","MSSB-G-01"
"e4bcc1ec-764b-4393-9960-e2ea52c0cf91","","checklist-sectioned","","MSSB Checklist","checklist","FALSE","FALSE","Site QA","Switchboard","MSSB-G-02"
"3558d4a6-3875-4b00-870b-ac67a6c1385e","","checklist-sectioned","","MSSB Checklist","checklist","FALSE","FALSE","Site QA","Switchboard","MSSB-G-03"
"71f817a2-fcc2-43ec-ac50-7e63998aa7ab","","checklist-sectioned","","MSSB Checklist","checklist","FALSE","FALSE","Site QA","Switchboard","MSSB-L1-01"
"e71eadb0-8b21-49d2-87f9-64aa0800caea","","checklist-sectioned","","MSSB Checklist","checklist","FALSE","FALSE","Site QA","Switchboard","MSSB-L1-02"
"67a4e319-b415-4933-a56d-f70a8850e631","","checklist-sectioned","","MSSB Checklist","checklist","FALSE","FALSE","Site QA","Switchboard","MSSB-RF-01"
"55ca46c1-cb9f-41ca-b222-2c11ef602662","","checklist-sectioned","","MSSB Checklist","checklist","FALSE","FALSE","Site QA","Switchboard","MSSB-RF-02"
"8feace73-ea19-4643-a452-7c7405ee838c","","folder-normal","","","step","TRUE","FALSE","Site QA","Variable Speed Drives"
"77bec8e2-d979-410c-820f-4dfaac8033d5","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-CPSF-1"
"5bbc7f0b-78ef-46a2-bc02-593ea1669fd6","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-CPEF-1"
"c5d517e3-cd30-449f-940d-ea99c3b4b099","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-KSF-1"
"ce176575-f176-4e16-8afc-f73d0846b26a","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-KEF-01"
"cc9519f2-00a0-4dd5-bffe-077e95764ab5","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-EF-B-02 (DEU-01)"
"a4b70b0c-4d36-452a-a26e-b92da0f69a27","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-EF-R1"
"d564c551-018f-4fd2-8566-7f9d75603fb3","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-EF-R2"
"92c06110-fdc5-421b-9833-f6acb8fbd7a8","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-EF-R3"
"874fa62b-1dbe-4dbe-b759-e1f1800455e2","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-EF-R4"
"bfde1423-2e69-42d1-824b-38cfa7aec482","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-EF-R5"
"285eb318-4833-4d70-b82c-9c1470db41dd","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-EF-R6"
"60e828df-d5dc-4bec-a34e-a5ae968acf64","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-EF-R8"
"ea55b8b6-d85b-4e27-85e1-af437b7e64ee","","checklist-sectioned","","VSD Checklist","checklist","FALSE","FALSE","Site QA","Variable Speed Drives","VSD-FCEF-01"
"ac52933b-a2d2-487a-8ddb-a19b7d791d05","","folder-normal","","","step","TRUE","FALSE","Site QA","Ventilation Fans"
"36d31ffb-d067-4633-89cc-47e99bb24952","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","EF-B-01"
"b1aab23c-070b-4ff7-9caf-4c7ac3886688","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","EF-B-03"
"d335eec3-5597-4d30-8180-87bf3676886d","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","EF-B-04"
"90d14048-d790-4557-9968-0b62c0c3f836","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","EF-B-05"
"b2b3b2d1-b69a-48a4-aa3c-e6538c92bd61","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","TEF-G-1"
"38dd0bff-70ef-458a-acdf-20cc54032568","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","EF-G-01"
"f7dbdb4c-b024-42a1-9a53-cd4ec02af387","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","EF-G-02"
"1b5ab71c-d579-478c-b640-644aca67fc2f","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","EF-G-03"
"01051908-0199-4b2b-ae18-79230aaf958b","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","TEF-R2"
"9a1e35b0-c8c0-4a71-a723-a643f1b90829","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","EF-R7"
"977de5c9-d4f5-4c91-94ea-6bf6857512e6","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","SAF-R1"
"f6fa0401-5ddc-4eb7-a5af-d52e6206aaca","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","TEF-R1"
"85f76f0b-ff2a-42fa-a920-93afda078798","","checklist-sectioned","","Ventilation Fans Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Fans","TEF-R3"
"58077d2d-569e-49d0-a73e-f223d7cf2fdf","","folder-normal","","","step","TRUE","FALSE","Site QA","ERV / HRV Unit"
"4b261380-0428-4a72-ab13-1dae1f29de2b","","checklist-sectioned","","ERV / HRV Checklist","checklist","FALSE","FALSE","Site QA","ERV / HRV Unit","HRU-G.01"
"9dd917a7-7f96-4130-bdf2-f7611a6a6554","","checklist-sectioned","","ERV / HRV Checklist","checklist","FALSE","FALSE","Site QA","ERV / HRV Unit","HRU-G.02"
"909abf78-741f-4465-b49e-2bf5ec6eccca","","checklist-sectioned","","ERV / HRV Checklist","checklist","FALSE","FALSE","Site QA","ERV / HRV Unit","HRU-G.03"
"27061029-e20f-4246-8285-0dc89e436f57","","checklist-sectioned","","ERV / HRV Checklist","checklist","FALSE","FALSE","Site QA","ERV / HRV Unit","HRU-G.04"
