"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1d1e6a92-4c79-4cfd-b6a1-eea37e486c63","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"320e6e77-1cd7-4e50-97b7-0763c598e6c1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B"
"1288f73d-af33-474c-9d1d-c76834ed5bb1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Lower Ground"
"a6ecec03-b91a-4fc3-bfca-7d236c26ca48","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","50"
"185f302c-919e-4d76-a8f9-5e37d9d81971","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","51","Ceilings"
"5853836c-175c-4d1a-b525-b8720904c404","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","51","Speedpanel"
"aae6e9f2-b4a4-4b0f-9204-05f4a9bcd608","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 4","52"
"9e1de60c-3811-48bd-819f-5dacb12508d3","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","52","Wall Set Out."
"e3a90352-4731-4c3d-b80d-92f5cbd3b230","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","52","Wall Framing."
"52eb4fa6-67d1-479e-9aae-481f18ccfff7","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","52","Wall Sheeting."
"c8e5e3c8-0ca7-41b8-a716-4d80c20b3eb6","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","52","Wall Finishing."
"e3e082de-bbde-4be8-bd8b-885ad2b325d0","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","52","Ceilings"
"3ca88f35-d2bb-4538-a313-abba2a57d569","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","52","Speedpanel"
"85b1ad2d-ce01-4fa5-98db-6a55c66abfe0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 4","53"
"bdced799-0ce4-4fe9-aaa4-2dcb3aa37f07","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","53","Wall Set Out."
"b8936cc7-9625-4f3b-a265-ce4c69118f10","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","53","Wall Framing."
"252a1351-7f3a-4743-bf4f-28990e12b5ae","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","53","Wall Sheeting."
"749c14d8-70f8-47f4-a2f0-41ae77418990","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","53","Wall Finishing."
"e797925b-d018-4742-8151-5f7caedf8c80","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","53","Ceilings"
"1e401840-3c3f-4b0e-bd9c-19b540767e2e","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","53","Speedpanel"
"cb868b63-5f64-4e6f-95d3-9c2e779ea116","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 4","55"
"4a3b8250-17ae-41fb-864f-1d65516a693a","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","55","Wall Set Out."
"ffbf35df-7770-4e50-aa77-e4ee83e23a05","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","55","Wall Framing."
"14c66bad-5974-4507-b7b0-b6f3e4ed6619","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","55","Wall Sheeting."
"99d16c45-65d9-4666-adb2-0b774e295b74","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","55","Wall Finishing."
"9fcc4b5e-d61a-4eca-8ce3-027f7dfd5abf","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","55","Ceilings"
"80c37130-058c-4990-a2d4-d36300553e44","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","55","Speedpanel"
"5475d5d5-d2b1-4579-adc8-e4328eec3525","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 4","56"
"f7e8564f-5c3a-4770-a0be-4b7d46bb2d13","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","56","Wall Set Out."
"c1a78050-0aff-4464-a191-8360cc0729c9","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","56","Wall Framing."
"9b6bcbba-422c-4e11-b95e-4a1728a7c946","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","56","Wall Sheeting."
"604b77c2-0eea-4075-a6d3-7e25d46f5f8f","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","56","Wall Finishing."
"548f650d-6cdc-419f-9324-dbe214226e6f","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","56","Ceilings"
"370326da-0505-4bcf-8fe8-dfea361e8fad","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","56","Speedpanel"
"abeed650-c439-4b36-b795-29dfdd2e4187","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 4","58"
"6c8eb65a-8b3c-417e-8291-29a98fe3041b","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","58","Wall Set Out."
"0ed7c643-5cc0-400b-a8e2-9071fee62eae","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","58","Wall Framing."
"5a5eab94-8f28-4fb3-9b16-7f14ada9f619","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","58","Wall Sheeting."
"10664273-125a-4841-9931-94028d2c3814","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","58","Wall Finishing."
"39ec5f74-43e3-492e-ac53-3dfc381687d5","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","58","Ceilings"
"929a0898-f237-4326-85ac-4316239749c4","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","58","Speedpanel"
"6f8eb97d-eeb2-4051-87eb-ed975daa2d01","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 4","59"
"773c4b95-c6fd-478f-898b-b537f40caaa0","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","59","Wall Set Out."
"ef2f484d-3ccd-4545-9662-ac197e439ab6","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","59","Wall Framing."
"54f3b385-2fef-4149-97ed-6de3113aac4b","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","59","Wall Sheeting."
"f101a54d-d41c-41df-a590-fd04d85a5107","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","59","Wall Finishing."
"eb7d351a-8649-4e94-a1dc-a6d746f18ce7","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","59","Ceilings"
"82a1752f-9d56-47a0-a35c-c8bc2776e151","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","59","Speedpanel"
"68df2c3b-ea97-420d-8792-26ba91395055","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 4","60"
"fd247676-2a7c-44b9-a775-935950010587","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","60","Wall Set Out."
"6101a6d0-cb9c-4742-bf6b-b0004c388e0f","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","60","Wall Framing."
"a8ef67c8-e4af-4833-8abc-6ae5ef6dd3af","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","60","Wall Sheeting."
"45414242-dafc-4970-b688-5e4bd7f17eec","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","60","Wall Finishing."
"020f3df0-df80-4f1a-a2b8-d39289cdcee2","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","60","Ceilings"
"0908cbfa-0593-404b-b93b-b83fec04efdc","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","60","Speedpanel"
"be96c35a-34a6-4f94-8bc7-9ad50ac2536e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 4","61"
"921f1215-fd1d-4457-9a64-c36151436dae","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","61","Wall Set Out."
"8d987f09-962b-4b09-9499-4969e5851696","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","61","Wall Framing."
"960177c7-5f16-4c58-92bf-7a31edbcb1e0","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","61","Wall Sheeting."
"1ca408e9-8dbd-4f18-b5af-50ef621c7bbf","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","61","Wall Finishing."
"ca1cc36c-13f2-4c6c-84d9-fff97e59c642","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","61","Ceilings"
"ef2372eb-d9fa-4d60-ab6e-50008c37b0bf","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","61","Speedpanel"
"7d7c732d-3188-435a-adb8-14554abfcc04","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Level 5"
"a4e21dc0-9e20-4316-98d4-52682f4e186d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 5","50"
"cf28ee9c-719c-49ae-b6f6-9216676e685f","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","50","Wall Set Out."
"2add1d76-594d-4d6d-beb1-bab66babd7e3","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","50","Wall Framing."
"a4250949-3d44-446d-8b3e-be82b6af8f42","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","50","Wall Sheeting."
"ab2386e6-364d-478c-90e8-68c8e9ab1f03","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","50","Wall Finishing."
"3dbaf1c4-7f7a-4a4e-81a7-4390014f0baf","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","50","Ceilings"
"9f234e98-7ee7-446a-8e12-ba0e3c3a599b","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","50","Speedpanel"
"aec8c140-1b5f-4433-8a02-7537d3297725","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 5","51"
"97936c82-0af5-40e3-9f2a-f50feb034575","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","51","Wall Set Out."
"d2c727eb-341e-43f8-b31e-f8ffedd31783","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","51","Wall Framing."
"63977110-ada5-4183-80e2-a569d8a715c5","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","51","Wall Sheeting."
"95ccb9ea-c82f-4463-a3bf-fac0bb7281a4","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","51","Wall Finishing."
"e2c8067f-cf4d-4a1f-b4b5-451bb3b6a3d7","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","51","Ceilings"
"c36b8906-e062-4566-8cfc-cfcc2594d55d","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","51","Speedpanel"
"b4514c2f-b545-4db5-9ffd-d16940f29d3e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 5","52"
"eb504687-8ff3-4cda-9d70-47d74a650175","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","52","Wall Set Out."
"559e17e2-333c-4b83-a63c-7cfa9e12a3ef","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","52","Wall Framing."
"03af0897-d681-4af9-a85f-b24e7a1e7070","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","52","Wall Sheeting."
"7a9ba0d7-e5c6-4216-ac0a-66e7b86154f0","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","52","Wall Finishing."
"d294d4dc-370c-4299-80e6-527b770dff36","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","52","Ceilings"
"a2b7bca8-4793-4148-aa0a-d33bd02cd3c0","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","52","Speedpanel"
"e10195e6-e0d5-4e9b-a903-a6f68d493170","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 5","53"
"deb694f8-c868-41e9-9942-9c0102899bba","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","53","Wall Set Out."
"a35ace4f-47bf-4a8e-8df7-44a410e331e0","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","53","Wall Framing."
"b7724c5c-775b-4038-9bd8-960b04637617","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","53","Wall Sheeting."
"c4212c4e-fd03-4e28-9872-6e2c7f4d8ee3","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","53","Wall Finishing."
"d8dec585-4b1c-4170-906e-47a37e968229","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","53","Ceilings"
"fa7a996d-ab61-45a1-ac6f-fb84fc3957be","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","53","Speedpanel"
"8162b7e5-2d77-435d-9d14-8ba2671b7b4c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 5","55"
"8f765369-d327-459e-97dc-cd75ec71890b","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","55","Wall Set Out."
"2bdbe492-5015-4514-8546-d0d447feefb8","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","55","Wall Framing."
"d669957e-bad4-4610-b8d0-470e2994663d","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","55","Wall Sheeting."
"465ccbac-7fbd-4d37-b00d-e9ea3c6f5b2e","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","55","Wall Finishing."
"077a1976-79c7-4511-adfc-8b8cdf6b792b","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","55","Ceilings"
"fa370e45-be2a-4dd7-90c9-de3a2fd53f90","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","55","Speedpanel"
"a233a252-c008-4178-9a6a-1dba7c7ae3ab","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Level 5","56"
"9713bd15-7bac-4fa2-8d68-0b9984ee9836","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","56","Wall Set Out."
"eb028aac-f95a-49f4-a178-c8b06285ab2a","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","56","Wall Framing."
"b242b1a1-ad09-4912-bc61-06ab5da68cad","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","56","Wall Sheeting."
"39c59d5b-240f-4409-8e2c-a1a283a2b657","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","56","Wall Finishing."
"dc134573-4ee6-4ed3-8ee0-0183947e5290","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","56","Ceilings"
"3d39962d-876c-4b7f-a275-37787883d3e2","","checklist-flat","work-in-progress","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","56","Speedpanel"
"57e65bbc-0362-41ee-9bd2-afe09d64ba61","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 5","58"
"b657199d-dccc-4ed0-b678-e020f1254a52","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","58","Wall Set Out."
"cadaf41f-3be9-4b3a-a0d7-d02a4a8d6985","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","58","Wall Framing."
"083993d4-906e-418a-95a9-78ab3bbf4413","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","58","Wall Sheeting."
"e2ed70b5-9208-4cef-ac74-39301244789f","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","58","Wall Finishing."
"7acd057e-2946-4f5d-ba30-0186b6627c0c","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","58","Ceilings"
"2c3f30a0-7e1c-44fb-81d7-4f2ab2d31f69","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","58","Speedpanel"
"3204d9ed-edb2-41ca-9161-6e51b620bf1a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 5","59"
"6df68ad8-ac13-4dc2-a0c8-d975fd33d2b8","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","59","Wall Set Out."
"3ed0aad9-f1db-47a9-88e5-4074353e063c","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","59","Wall Framing."
"1d0ade30-576c-446d-8854-318f8a078973","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","59","Wall Sheeting."
"b5992bfd-771e-480e-9df3-8f071c60c233","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","59","Wall Finishing."
"f1e56ccf-a0bc-4de9-bcd6-f498c93c6236","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","59","Ceilings"
"ae23d715-4f8c-48fa-815d-f9fca893b82c","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","59","Speedpanel"
"88729b88-c944-4e95-9624-ce5bac6f85ea","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 5","60"
"b867f5e1-9585-41d1-b923-f0eb9b97e764","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","60","Wall Set Out."
"74d41dd6-7fd3-459f-a3c3-8a089f7244a6","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","60","Wall Framing."
"9a9f1312-81e8-43ed-afb2-2947eafc7f16","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","60","Wall Sheeting."
"27d9fa9a-6906-4c5e-8a75-3506b7497fdf","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","60","Wall Finishing."
"d07ea0d2-cf29-4d9a-b0a0-d350af759fef","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","60","Ceilings"
"253e8ace-3f2f-4a5c-ba06-e0800c0d058e","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","60","Speedpanel"
"782b35fd-5f8d-4987-a63d-eefa48f0b405","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 5","61"
"313b125f-71a9-41a3-997f-4439b7788021","","checklist-flat","not-started","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","61","Wall Set Out."
"f16725dc-9723-4d54-861f-1dbcd0d42885","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","61","Wall Framing."
"8d41e6d7-bf95-48fc-a74c-42c8c8e8c3b6","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","61","Wall Sheeting."
"90e7ba0c-9db8-4b88-b6e8-d602912ecf66","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","61","Wall Finishing."
"f7b98745-fe4f-4841-8c90-b6f8bb2ee6f6","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","61","Ceilings"
"1242f524-e89c-42b1-b766-d32c84330b80","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","61","Speedpanel"
"037bcd19-d1ce-4043-9071-c09f234b1b61","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Level 6"
"83993f6c-7eff-4886-a158-86866f0d12ec","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Level 6","50"
"c1030562-2b1a-4209-b173-35de3ce08996","","checklist-flat","work-in-progress","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","50","Wall Set Out."
"4ff81136-06d2-4e42-897b-0613bd5f4c3f","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","50","Wall Framing."
"e17ebc19-5fbe-416f-b128-ee2e4772ecef","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","50","Wall Sheeting."
"360d2bb4-83da-42a3-a7e3-7879baa8b295","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","50","Wall Finishing."
"3c961493-c31f-496a-9063-022b107f9e27","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","50","Ceilings"
"cf2914ea-52ae-434c-9984-211855e4a863","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","50","Speedpanel"
"3562f6d7-fc12-426f-9092-530d8fb235b3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Level 6","51"
"9e67df02-4c04-45f6-8064-8ac3bd5026e7","","checklist-flat","pass","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","51","Wall Set Out."
"7dd11472-5f8b-478a-a648-ba772864f8b3","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","51","Wall Framing."
"cdbf1453-1a56-47e4-9a34-15b79799d20b","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","51","Wall Sheeting."
"f9f66bac-4d45-43c3-a27e-34c0f90c76c5","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","51","Wall Finishing."
"10628646-950d-4c29-a915-ff7f9d029724","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","51","Ceilings"
"3673ebc2-a93a-43ce-a4cd-025aa18c1a6d","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","51","Speedpanel"
"83349eac-34b9-4d5e-8423-97f87f8a982c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Level 6","52"
"ec3b95bb-20be-4547-92b6-0640e007034a","","checklist-flat","work-in-progress","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","52","Wall Set Out."
"c7edd37b-06e1-4c29-b673-c838d7c4477f","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","52","Wall Framing."
"04b188cb-707a-4e69-9b07-f884250c8428","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","52","Wall Sheeting."
"e9ceac25-81ba-4a1c-9ae7-f514287c8c81","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","52","Wall Finishing."
"fb1bc988-bde3-4f7b-a1d0-0d9b7f9cfbaf","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","52","Ceilings"
"4c444e76-df97-40e5-888f-5d5c98d9a393","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","52","Speedpanel"
"c99d2ad4-811f-4407-b703-a64e6f72b407","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Level 6","53"
"1347625d-a2f3-476b-826e-6754e65f3c6e","","checklist-flat","work-in-progress","Wall Set Out","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","53","Wall Set Out."
"38df3a73-8f74-449f-98a3-6d8c2d067347","","checklist-flat","not-started","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","53","Wall Framing."
"bdd5bb77-9c3e-4c6b-9b3f-26ad2c53350c","","checklist-flat","not-started","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","53","Wall Sheeting."
"9e7f207b-4faa-465b-aaaa-77d1f87b0390","","checklist-flat","not-started","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","53","Wall Finishing."
