"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,,"site qa"
,"Rows"
,,"Building B - Lower Ground","dynamic","building b","site qa","lower ground"
,,"Building B - Ground","dynamic","building b","ground","site qa"
,,"Building B - Level 1","dynamic","level 1","building b","site qa"
,,"Building B - Level 2","dynamic","building b","level 2","site qa"
,,"Building B - Level 3","dynamic","building b","site qa","level 3"
,,"Building B - Level 4","dynamic","level 4","building b","site qa"
,,"Building B - Level 5","dynamic","level 5","building b","site qa"
,,"Building B - Level 6","dynamic","building b","level 6","site qa"
,,"Building B - Level 7","dynamic","building b","site qa","level 7"
,,"Building B - Level 8","dynamic","level 8","building b","site qa"
,,"Building B - Level 9","dynamic","level 9","building b","site qa"
,,"Building B - Level 10","dynamic","building b","level 10","site qa"
,,"Building B - Level 11","dynamic","level 11","building b","site qa"
,,"Building B - Level 12","dynamic","level 12","building b","site qa"
,,"Building B - Level 13","dynamic","building b","site qa","level 13"
,,"Building D - Ground","dynamic","building d","ground","site qa"
,,"Building D - Level 1","dynamic","building d","level 1","site qa"
,,"Building D - Level 2","dynamic","building d","level 2","site qa"
,,"Building D - Level 3","dynamic","building d","site qa","level 3"
,,"Building D - Level 4","dynamic","building d","level 4","site qa"
,,"Building D - Level 5","dynamic","building d","level 5","site qa"
,,"Building E - Ground","dynamic","building e","ground","site qa"
,,"Building E - Level 1","dynamic","building e","level 1","site qa"
,,"Building E - Level 2","dynamic","building e","level 2","site qa"
,,"Building E - Level 3","dynamic","building e","site qa","level 3"
,,"Building E - Level 4","dynamic","level 4","building e","site qa"
,,"Building E - Level 5","dynamic","building e","level 5","site qa"
,"Columns"
,,"Wall Set Out",,"wall set out."
,,"Wall Framing",,"wall framing."
,,"Wall Sheeting",,"wall sheeting."
,,"Wall Finishing",,"wall finishing."
,,"Plaster Walls Set Out",,"plaster walls set out"
,,"Plaster Walls Framing",,"plaster walls framing"
,,"Plaster Walls Sheeting",,"plaster walls sheeting"
,,"Plaster Walls Finishing",,"plaster walls finishing"
,,"Ceilings",,"ceilings"
,,"Ceilings (grid/sheeting)",,"ceilings (grid/sheeting)"
,,"Speedpanel",,"speedpanel"
,,"Soffit Lining",,"soffit lining"

