Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Learning Precinct Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Block LH - North,dynamic,block lh,learning precinct,north
,,Block LH - East,dynamic,block lh,learning precinct,east
,,Block LH - South,dynamic,block lh,south,learning precinct
,,Block LH - West,dynamic,west,block lh,learning precinct
,,Block LH2 - North,dynamic,learning precinct,block lh2,north
,,Block LH2 - East,dynamic,learning precinct,east,block lh2
,,Block LH2 - South,dynamic,south,learning precinct,block lh2
,,Block LH2 - West,dynamic,west,learning precinct,block lh2
,,Block LH3 - North,dynamic,block lh3,learning precinct,north
,,Block LH3 - East,dynamic,block lh3,learning precinct,east
,,Block LH3 - South,dynamic,block lh3,south,learning precinct
,,Block LH3 - West,dynamic,block lh3,west,learning precinct
,,Block LH4 - North,dynamic,block lh4,learning precinct,north
,,Block LH4 - East,dynamic,block lh4,learning precinct,east
,,Block LH4 - South,dynamic,block lh4,south,learning precinct
,,Block LH4 - West,dynamic,west,block lh4,learning precinct
,Columns,,,,,
,,Opening Wraped & Prepared,,Opening Wraped & Prepared Correctly,,
,,Window Controls install - Window Control Systems,,Window Controls install - Window Control Systems,,
,,Window Controls commissioned - Window Control Systems,,Window Controls commissioned - Window Control Systems,,
,,Installed/Fixed As Per Shop Drawings,,Installed / Fixed As Per Shop Drawings,,
,,External Flashings/Weather Seals As Per Shop Drawing,,External Flashings / Weather Seals As Per Shop Drawing,,
,,Thermal Heart Suite - External Flashings/Weather Seals,,External Flashings / Weather Seals As Per Shop Drawing (provide photo reference),,
,,Airseals Completed,,Airseals Completed (photo),,
,,Thermal Heart Suite - Airseals Completed,,Airseals Completed,,
,,Glass - Frame Glazed,,Glass - Frame Glazed,,
,,Glass - Glazing Rubbered & Complete,,Glass - Glazing Rubbered and Complete,,
,,Thermal Heart Suite - Site Glazing Completed,,Site Glazing Completed,,
,,Trade Clean & Sign off,,Trade Clean & Sign off,,
,,Thermal Heart Suite - Trade Clean,,Trade Clean,,
,,Wights - Sign Off,,Wights - Sign Off,,
,,,,,,
Curtural Hub Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Block E - North,dynamic,curtural hub,block e,north
,,Block E - North East,dynamic,north east,curtural hub,block e
,,Block E - North West,dynamic,north west,curtural hub,block e
,,Block E - North East,dynamic,north east,curtural hub,block e
,,Block E - South West,dynamic,curtural hub,block e,south west
,,Block E - West,dynamic,west,curtural hub,block e
,,Block E - South,dynamic,south,curtural hub,block e
,,Block E2 - North,dynamic,curtural hub,block e2,north
,,Block E2 - North East,dynamic,north east,curtural hub,block e2
,,Block E2 - East,dynamic,curtural hub,block e2,east
,,Block E2 - South,dynamic,south,curtural hub,block e2
,,Block E2 - South West,dynamic,curtural hub,block e2,south west
,,Whares - North West,dynamic,whares,north west,curtural hub
,,Whares - South East,dynamic,whares,south east,curtural hub
,,Whares - South West,dynamic,whares,curtural hub,south west
,,Whares - West,dynamic,whares,west,curtural hub
,,Block F - North East,dynamic,north east,curtural hub,block f
,,Block F - South West,dynamic,curtural hub,south west,block f
,Columns,,,,,
,,Opening Wraped & Prepared,,Opening Wraped & Prepared Correctly,,
,,Window Controls install - Window Control Systems,,Window Controls install - Window Control Systems,,
,,Window Controls commissioned - Window Control Systems,,Window Controls commissioned - Window Control Systems,,
,,Installed/Fixed As Per Shop Drawings,,Installed / Fixed As Per Shop Drawings,,
,,External Flashings/Weather Seals As Per Shop Drawing,,External Flashings / Weather Seals As Per Shop Drawing,,
,,Thermal Heart Suite - External Flashings/Weather Seals,,External Flashings / Weather Seals As Per Shop Drawing (provide photo reference),,
,,Airseals Completed,,Airseals Completed (photo),,
,,Thermal Heart Suite - Airseals Completed,,Airseals Completed,,
,,Glass - Frame Glazed,,Glass - Frame Glazed,,
,,Glass - Glazing Rubbered & Complete,,Glass - Glazing Rubbered and Complete,,
,,Thermal Heart Suite - Site Glazing Completed,,Site Glazing Completed,,
,,Trade Clean & Sign off,,Trade Clean & Sign off,,
,,Thermal Heart Suite - Trade Clean,,Trade Clean,,
,,Wights - Sign Off,,Wights - Sign Off,,
,,,,,,
Gym Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Block G2 - North East,dynamic,block g2,north east,gym
,,Block G2 - South East,dynamic,block g2,south east,gym
,,Block G2 - South West,dynamic,block g2,gym,south west
,,Block G2 - North West,dynamic,block g2,north west,gym
,,Block G3 - North East,dynamic,block g3,north east,gym
,,Block G3 - North West,dynamic,north west,block g3,gym
,Columns,,,,,
,,Opening Wraped & Prepared,,Opening Wraped & Prepared Correctly,,
,,Installed/Fixed As Per Shop Drawings,,Installed / Fixed As Per Shop Drawings,,
,,External Flashings/Weather Seals As Per Shop Drawing,,External Flashings / Weather Seals As Per Shop Drawing,,
,,Airseals Completed,,Airseals Completed (photo),,
,,Glass - Frame Glazed,,Glass - Frame Glazed,,
,,Glass - Glazing Rubbered & Complete,,Glass - Glazing Rubbered and Complete,,
,,Trade Clean & Sign off,,Trade Clean & Sign off,,
,,Wights - Sign Off,,Wights - Sign Off,,
,,,,,,
,,,,,,
Support Hub Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Block L2 - North West,dynamic,support hub,north west,block l2
,,Block L2 - North East,dynamic,support hub,north east,block l2
,,Block L2 - South West,dynamic,support hub,south west,block l2
,,Block L2 - South East,dynamic,support hub,south east,block l2
,,Block D - North West,dynamic,support hub,north west,block d
,,Block D - North East,dynamic,support hub,block d,north east
,Columns,,,,,
,,Opening Wraped & Prepared,,Opening Wraped & Prepared Correctly,,
,,Installed/Fixed As Per Shop Drawings,,Installed / Fixed As Per Shop Drawings,,
,,External Flashings/Weather Seals As Per Shop Drawing,,External Flashings / Weather Seals As Per Shop Drawing,,
,,Airseals Completed,,Airseals Completed (photo),,
,,Glass - Frame Glazed,,Glass - Frame Glazed,,
,,Glass - Glazing Rubbered & Complete,,Glass - Glazing Rubbered and Complete,,
,,Trade Clean & Sign off,,Trade Clean & Sign off,,
,,Wights - Sign Off,,Wights - Sign Off,,
