type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Planter Boxes,,,,,,,
section,Details,,,,,,,
checkpoint,Check substrate – Ensure the surface is clean and free from all loose particles.,,,,,,,
checkpoint,Caulk to junctions.,,,,,,,
checkpoint,Apply the first coat of 250GC.,,,,,,,
checkpoint,Apply the second coat of 250GC.,,,,,,,
