type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,ST - S - Concrete Reinforcing,,,,,,ST - S - Concrete Reinforcing
checkpoint,Size and type correct to specification,,,,,,
checkpoint,Reinforcing spacing and location correct,,,,,,
checkpoint,Specified covers checked/correct,,,,,,
checkpoint,Splice laps checked/correct,,,,,,
checkpoint,"All couplers installed correctly (if reid bar couplers have been used, has epconC8 epoxy been used as specified)",,,,,,
bool,Appointment with the engineers confirmed (Enter date & time of the appointment),,,,,,
bool,Reidbar – coupler and flange nut installations are inspected by the MV Engineer,,,,,,
checkpoint,IMBMS couplers testing carried out for Village Podiums in the form of tensile testing in accordance with NZS3101.1.2006 and results acceptable,,,,,,
checkpoint,"All starter bars are installed correctly (location, size and spacing )",,,,,,
checkpoint,Any additional items installed/ completed (trimmer bars etc) and excess reinforcing removed,,,,,,
checkpoint,Welding certificates sited and attached,,,,,,
checkpoint,"Mill certificate reviewed, attached and approved",,,,,,
checkpoint,Reinforcing installed correctly to specification and ready for concrete to be placed,,,,,,
,,,,,,,
checklist-flat,FC - S - Flashing installation ,,,,,,FC - S - Flashing installation 
checkpoint,Head flashing installed with sealant at windows and doors (STO system),,,,,,
checkpoint,Rainshield installed between joinery and lintel (brick),,,,,,
checkpoint,DPC and WANZ bar installed at the bottom of the joinery (see fixing) as per manufacturer's spec,,,,,,
checkpoint,Aluminium window jamb side flashings are installed,,,,,,
checkpoint,All flashing installed at windows and doors to specification & within tolerance in respective area(s) ,,,,,,
,,,,,,,
checklist-flat,FC - R - Lintels,,,,,,FC - R - Lintels
checkpoint,Relevant inspections completed and attached and any observations recorded and closed out,,,,,,
checkpoint,"Trades QA received, attached, reviewed and approved",,,,,,
holdpoint,Raise remedial / Request Signoff,,,,,,
checkpoint,Lintels completed and acceptable ,,,,,,
