"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7be0779c-bd66-46c5-8bc3-a45b6538c932","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"64ed8e06-a1c3-4636-aafa-c946288f1b74","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Level 1"
"5802c2cc-483d-43cb-b6c9-73461021ae07","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1","West Elevation"
"694d5af1-b55d-4f3d-8b65-2dae57171d30","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels"
"4e2dc822-4861-436b-9864-dcf0030dfd48","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-WW01"
"439c1948-62a6-4522-9446-d9ea121e0878","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-WW01","Panel Completion"
"dbaa9d11-4696-430e-a819-40c4e82517a8","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL009","Panel Completion"
"8e70e221-e3ed-54aa-9ea8-5973b5a9497d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-BL009","Panel Completion","Panel has been installed correctly and is free from defects"
"79b05caa-a626-4f30-8b21-4872464344cb","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL010"
"09bc319b-0e9d-4485-b337-c2e2f05360af","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL010","Panel Completion"
"731e9952-d7d8-5fdb-8701-1c762b2a369e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-BL010","Panel Completion","Panel has been installed correctly and is free from defects"
"252b3511-24d8-408f-90d3-2f3b5492c22e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL011"
"c8f6328f-f3b2-497d-81c4-3683db145601","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL011","Panel Completion"
"56336787-f3d0-5433-86ba-a13bd58aad6c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-BL011","Panel Completion","Panel has been installed correctly and is free from defects"
"1a95500a-240b-4758-9d38-81a99bc7e5ea","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL012"
"6eac2a8c-5f93-447a-a3d3-106c0268ef74","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL012","Panel Completion"
"8fcea0ce-926a-545c-b661-add14b55ac9d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-BL012","Panel Completion","Panel has been installed correctly and is free from defects"
"852c62ce-d0b4-453b-90d6-daf08535e5ad","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL013"
"2a497f1d-d85f-421a-81ad-4df3e9680ef6","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL013","Panel Completion"
"f5ff47a6-8c4c-5d06-8e6d-26d68ec5abfc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-BL013","Panel Completion","Panel has been installed correctly and is free from defects"
"6953e0ad-749d-4810-a0fd-af3adbaf4ecc","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL014"
"b5a75fa4-137e-4c8a-ac3a-1519904938d3","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL014","Panel Completion"
"655f7bf5-9eb0-53e3-a520-1511a93030f6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-BL014","Panel Completion","Panel has been installed correctly and is free from defects"
"84318e5d-296e-4044-ad64-de12af236c0a","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL015"
"cb591d7a-0452-4fbd-9c03-0dad29044c98","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL015","Panel Completion"
"5625abd6-795b-5f58-908e-82675e61ed2b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-BL015","Panel Completion","Panel has been installed correctly and is free from defects"
"fc8972b0-e7ca-42a8-a4d7-949cffa46900","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL016"
"1a96bfdb-c1c3-4383-a977-45d3525ad5c7","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-BL016","Panel Completion"
"04e210ea-3229-5e44-a4b2-229d213de7d0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-BL016","Panel Completion","Panel has been installed correctly and is free from defects"
"b6774a14-0f15-4428-8a93-8ee6c9a84c63","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-WW017"
"c62e34af-2eb9-4129-ba5e-a3e9c04755ed","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-WW017","Panel Completion"
"1b95ca07-4ab7-5b49-9b8a-0ece2a8725a8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-WW017","Panel Completion","Panel has been installed correctly and is free from defects"
"ddfd13ca-d223-4c5a-a581-b1ca76ff47a5","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-WW018"
"cbc50aa1-0be8-4e5d-9875-6fee908afeac","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-WW018","Panel Completion"
"79a448c8-3dfa-56bf-b0c4-d4161bb85a88","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-WW018","Panel Completion","Panel has been installed correctly and is free from defects"
"aad9a3dc-b2e0-462e-8415-cb8ad750a7c9","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-WW019"
"17d34f1d-18d9-4d07-82c5-d3381867c107","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-WW019","Panel Completion"
"f98dca89-e283-5e64-8f85-3d12145ede5c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-WW019","Panel Completion","Panel has been installed correctly and is free from defects"
"7f9d28b2-9ff0-407c-b1cf-e21ff7d05225","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-WW020"
"58fb14a6-340f-4157-9d77-ba8b8829aae1","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-WW020","Panel Completion"
"1f6101b8-2f6f-5aae-af69-dc0a1ab9c1b9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-WW020","Panel Completion","Panel has been installed correctly and is free from defects"
"fe0f9abf-a66f-459a-ad13-0fda5aeee263","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-WW021"
"3630dffe-f259-4860-a61a-331328042cad","","checklist-flat","pass","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-WW021","Panel Completion"
"79740ad8-182b-58cc-8a5c-286e00aa8bc4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-WW021","Panel Completion","Panel has been installed correctly and is free from defects"
"b079144d-b81a-4622-a8bc-281e72a3160b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-SD092"
"59b210d6-b1cb-4d5f-bfd5-55b20c490228","","checklist-flat","not-started","zSYS - Panel Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","L1-SD092","Panel Completion"
"4a2987de-5537-5286-ba9c-fd364463a201","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","L1-SD092","Panel Completion","Panel has been installed correctly and is free from defects"
"518b0f26-0caf-42ff-92b1-53368971fc26","","checklist-sectioned","not-started","Panel - Elevation Completion Checklist","checklist","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off"
"997fb3e8-2916-5ec6-8a3a-671da38031cf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls"
"fcda356d-6e03-51ef-8857-75b4073cdaf4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls","Grids and RL's in place"
"a99352a4-90b3-5b1b-ac0e-865890229147","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls","Structural tolerance check"
"c6667ba6-0ee1-5fe3-b48a-9785a83b6a17","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls","Window position / alignment"
"e249576a-02ef-5efe-894d-999fc200d0f8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls","Door position and alignment"
"09086e84-dec0-54b5-b3ed-a9c19a452e2c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls","Swing door square and functional"
"59ce5bb8-5f03-5551-9ee6-8b3dbd5e9727","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls","Swing door hardware installed"
"31fadf1a-227c-56e6-81a1-5f37a41d4912","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls","Sliding doors operational"
"f06539b7-8964-5011-ac4d-f29f108e39a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls","Sliding door hardware"
"67bee3ed-1618-5dcd-94eb-5ad24e430a81","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls","No damages / scratches"
"9d09f178-72f5-5974-adaf-7d95c0b9eaa3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls","Window wall installed to grid and RL achieved"
"50e47c89-e5d0-5f7c-b13c-f3e6c896ff63","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls","Head bead installed"
"eafc0489-076f-57a2-ba84-542b5169f093","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Window Walls","Window wall panel square and set"
"b2576a58-a91c-5cc8-9343-d781d60482c6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Balustrades"
"bc054648-5d56-5859-a4ed-d13be0bb0f8e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Balustrades","Sub Frame/Stanchion/Bracket complete and caulked"
"e902ef6c-9f48-5f7c-82bf-33af4475fa5c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Balustrades","Screws and fixings in place"
"3755f559-dc77-5313-a532-173885ed23ca","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Sliding Doors"
"b35f8bab-807a-5317-8ab6-fcbed0083b00","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Sliding Doors","Sliding doors installed correctly and operational"
"178cfc0f-cabb-5585-825a-c0c9ba6778a2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Final Sign Off"
"1e21875e-4f65-53a6-8e00-a09b89657fb7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Final Sign Off","All panels have been inspected and installed correctly."
"fad12532-7a34-5576-ae26-da45285e5d5b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Panels","Elevation - Final Sign Off","Final Sign Off","All variations/modification have been closed out"
"48c8e1cc-f6c9-4f81-9759-8262839ba2ae","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding"
"78400a09-a8fd-4383-b370-2f2cb31ba001","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB001"
"16604975-fb31-4059-bccb-5e000cd07170","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB001","Cladding Completion"
"32cf6c2e-b5c8-51f2-b4de-285e141311cd","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB001","Cladding Completion","Cladding has been installed correctly and is free from defects"
"0b5cc358-af33-4e07-a822-0c0ac687a0ff","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB002"
"195448f5-1f58-459f-ae54-86df05c73a18","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB002","Cladding Completion"
"4991ce3a-5d66-5aee-84e8-b44fda1215d5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB002","Cladding Completion","Cladding has been installed correctly and is free from defects"
"29c74ab6-783a-40ca-97ec-fa886c6658c9","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB003"
"b7fb6399-7ec7-4dc8-aac9-4eee2616e655","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB003","Cladding Completion"
"da96a038-0272-57c6-aa1a-28b4783b2acf","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB003","Cladding Completion","Cladding has been installed correctly and is free from defects"
"302dd4ff-c2d8-43dc-a2c3-b7396bd5b21e","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB004"
"fbf42c03-0f46-46c8-a9c0-a341bafb7bdb","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB004","Cladding Completion"
"ba4f7dcf-242c-586a-bde0-97a6961386d9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB004","Cladding Completion","Cladding has been installed correctly and is free from defects"
"1938756c-e9e4-4e8a-ae32-e8b7f7b7fc1b","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB005"
"67ae7043-0266-4741-9538-76070cd5743c","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB005","Cladding Completion"
"b12f6aca-7ae2-50a2-938e-165187f77e8c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB005","Cladding Completion","Cladding has been installed correctly and is free from defects"
"083a101b-82c7-4a60-b5fc-c203803d4cfc","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB006"
"cc2d54de-7d5b-4339-a335-f331d1aec13b","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB006","Cladding Completion"
"86628324-1460-5c06-a9c1-702e83f941b0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB006","Cladding Completion","Cladding has been installed correctly and is free from defects"
"5253a07a-cb86-40c1-9c93-188fa62e6ad4","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB007"
"6e896423-f615-4407-8e6f-082e2b820c81","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB007","Cladding Completion"
"c2b845cb-2a1f-5d0b-ada9-0a3c07c30138","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB007","Cladding Completion","Cladding has been installed correctly and is free from defects"
"51b39dc8-0a61-4138-934b-07f7ec8c5efc","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB008"
"4586c94b-f7b5-4b45-8da6-d175dd36dd01","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB008","Cladding Completion"
"435e5d56-ce9b-59f6-965a-0ec9ab4a658b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB008","Cladding Completion","Cladding has been installed correctly and is free from defects"
"a89546c3-4538-4358-8500-2acd19f9b040","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB009"
"17c0f190-7b1d-430f-8503-95cfdb42dc67","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB009","Cladding Completion"
"a3703d04-adac-572d-b5b7-a1cb86b31ca4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB009","Cladding Completion","Cladding has been installed correctly and is free from defects"
"fa6233af-3e2b-49eb-8a2b-c4fe41b88467","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB010"
"470da83d-b1c1-49ae-bebb-2e31d55bdd0c","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB010","Cladding Completion"
"37735478-ea99-5b7a-8f62-adbb5d58261d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB010","Cladding Completion","Cladding has been installed correctly and is free from defects"
"cf1df370-bd2e-4b63-90d6-262bc6f84ff0","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB011"
"55a8bc93-9959-4080-87cf-48d87d267423","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB011","Cladding Completion"
"28d785fc-74c8-5180-abb4-9ca2a9de822d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB011","Cladding Completion","Cladding has been installed correctly and is free from defects"
"0b3f639d-5a4e-4b54-8b29-b7ccde8d4046","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB012"
"1d86e90f-e034-4355-88b1-036494aa47b1","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB012","Cladding Completion"
"64e0bfc5-c6b9-5eba-a2de-eb61e471903e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB012","Cladding Completion","Cladding has been installed correctly and is free from defects"
"e8fc1ad0-7947-4d01-afa1-f69f2296afbe","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB013"
"0370c20d-4b8a-4b0b-95c4-5fad64b2eb79","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB013","Cladding Completion"
"b707eb88-e9f4-5e78-8f2b-5e2a0f7a1010","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Level 1","West Elevation","Cladding","L1-RB013","Cladding Completion","Cladding has been installed correctly and is free from defects"
"b7c8e03a-caa3-472c-bb2d-c44ba8ab4e4c","","folder-normal","not-applicable","","step","TRUE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB014"
"e7d23200-a266-4ac8-aa57-08a32800e6e8","","checklist-flat","not-applicable","zSYS - Cladding Completion Checklist (old version)","checklist-flat","FALSE","FALSE","Site QA","Level 1","West Elevation","Cladding","L1-RB014","Cladding Completion"
