Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,
3e085427-7748-583f-a25c-63c376597583,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 1,Data Hall 8,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
14bec783-2469-584f-b072-cb986cc09a50,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 2,Data Hall 7,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
545229a3-d45b-5543-b1b6-4a330efec661,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 3,Data Hall 6,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
a0654106-d197-5477-b499-5fd4033455a6,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 4,Data Hall 5,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
3d9c7379-c256-5c84-bb71-03d45170beed,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 5,Data Hall 4,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
f89be640-dac7-5f4a-89e6-efe7badcf055,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 6,Data Hall 3,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
e9314cc4-1775-5e0a-b189-64823c168d77,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 7,Data Hall 2,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
a7e56ee7-a4af-5d04-b7bb-f102f755b7a6,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 8,Data Hall 1,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
6f8958f0-6c28-5185-b050-4b38b7c544b1,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 9,Comms Room A,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
a47de8f4-cbc8-5a86-a63f-65a4e4a7ca5b,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 10,IT Switchrooms A2/B2,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
c8bdef33-e10d-5e0f-a514-e8ff90493d8d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 11,IT Switchrooms C2/D2,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
0206dde2-ce0c-536f-9f2a-20399cb3ffbe,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 12,Mech Switchroom A/B/C/D,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
c9ff2047-5692-53df-b407-926ff216299e,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 13,Mech Switchroom A1/B1,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
f19304c3-6ec7-5dd9-9f23-786c942d8432,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 14,Mech Switchroom C1/D1,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
11114a22-1592-5488-92cc-a07f3b96eec5,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Sprinkler Zone 15,Comms Room B,Wet Fire,Pre Action - Sprinkler,Pressure Testing,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted.
