"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"64cdf63b-8dcd-41b2-893b-76737829f774","","fail","","folder","TRUE","FALSE","Area 1"
"65cb4231-9be6-4944-a2ff-40074be0b6ab","","work-in-progress","","folder","TRUE","FALSE","Area 1","ITP 0001 - Clearing & Grubbing"
"6e7ed13e-3bf6-4ea7-8adc-b9989c844e25","Child Lot Verification(56d7886b-6e10-4248-98f1-bede86a9a53c): checkpoint-group has incorrect meta.stepType checklist-flat","fail","d70d7743283b20e9b70071d52f5025ce0dff6cdee56fc46d537a0582ead570dc","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-062 - Stormwater Drainage - Pit 568 to Pit 567 - Zone 7 East Mickleham to Debonair (Westbound)"
"7fa80175-b214-4f41-8415-ea382624b1fd","Child Lot Verification(ba6420ff-fe8b-4356-a358-6e962eeb2fba): checkpoint-group has incorrect meta.stepType checklist-flat","fail","d6c6f7a98818f8f9149662e4445487e67600be3ca7d92517a76a9452af5e2f96","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-063 - Stormwater Drainage - Pit 567 to Pit 587a - Zone 7 East Mickleham to Debonair (Westbound)"
"830c3b48-93bf-4f2a-8122-4908ebf226af","Child Lot Verification(7a47d863-8767-41f8-ac26-72cd955dbd0c): checkpoint-group has incorrect meta.stepType checklist-flat","fail","d70d7743283b20e9b70071d52f5025ce0dff6cdee56fc46d537a0582ead570dc","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-064 - Stormwater Drainage - Pit 567 to Pit 567a - Zone 7 East Mickleham to Debonair (Westbound)"
"7c2307ca-f0ee-4f09-963c-fb2596d39fa9","Child Lot Verification(b5a59510-a558-43ea-97e0-0613c82f1d83): checkpoint-group has incorrect meta.stepType checklist-flat","fail","d70d7743283b20e9b70071d52f5025ce0dff6cdee56fc46d537a0582ead570dc","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-065 - Stormwater Drainage - Pit 567a to Pit 567b - Zone 7 East Mickleham to Debonair (Westbound)"
"a14f2942-630a-46f7-a6ee-1d66d8acbb10","Child Lot Verification(671ff3e3-2d7a-41d7-a8cc-50174f564758): checkpoint-group has incorrect meta.stepType checklist-flat","fail","d70d7743283b20e9b70071d52f5025ce0dff6cdee56fc46d537a0582ead570dc","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-066 - Stormwater Drainage - Pit 567b to Pit 567c - Zone 7 East Mickleham to Debonair (Westbound)"
"49f72592-74b2-4561-99b6-efaf55813e42","Child Lot Verification(9935ff9a-28b5-4ea9-8bbd-ae74969c4bd5): checkpoint-group has incorrect meta.stepType checklist-flat","fail","d70d7743283b20e9b70071d52f5025ce0dff6cdee56fc46d537a0582ead570dc","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-067 - Stormwater Drainage - Pit 567b to Pit 566a - Zone 7 East Mickleham to Debonair (Westbound)"
"3e6afd72-7bee-4a3f-ac65-61a7d5a2ec1d","Child Lot Verification(b3a2a498-97db-4737-90bb-36f3b61c39bc): checkpoint-group has incorrect meta.stepType checklist-flat","fail","d70d7743283b20e9b70071d52f5025ce0dff6cdee56fc46d537a0582ead570dc","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-068 - Stormwater Drainage - Pit 566a to Pit 565 - Zone 7 East Mickleham to Debonair (Westbound)"
"533402ef-f82e-4ef5-95de-bfd11a47b962","Child Lot Verification(ee1bb082-51bc-42a4-ae21-8b9433e53df5): checkpoint-group has incorrect meta.stepType checklist-flat","pass","d70d7743283b20e9b70071d52f5025ce0dff6cdee56fc46d537a0582ead570dc","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-069 - Stormwater Drainage - Pit 565 to Pit 564 - Zone 7 East Mickleham to Debonair (Westbound)"
"a83578c6-534a-4145-9bf8-bbf280739959","Child Lot Verification(454f77b7-7dba-4ee6-8211-92c80dfde000): checkpoint-group has incorrect meta.stepType checklist-flat","fail","d70d7743283b20e9b70071d52f5025ce0dff6cdee56fc46d537a0582ead570dc","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-070 - Stormwater Drainage - Pit 564 to Pit 563 - Zone 7 East Mickleham to Debonair (Westbound)"
"fd48c004-124b-42e4-beba-4ae266551d28","Child Lot Verification(052c9c66-580b-46fe-8a59-2a42a2e9dbbf): checkpoint-group has incorrect meta.stepType checklist-flat","pass","d70d7743283b20e9b70071d52f5025ce0dff6cdee56fc46d537a0582ead570dc","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-071 - Stormwater Drainage - Pit 563 to Pit 562 - Zone 7 East Mickleham to Debonair (Westbound)"
"ce86f475-7ba2-4c61-a16a-47cad24b87fd","Child Lot Verification(2f80b805-c48a-4d7d-a913-582484bce327): checkpoint-group has incorrect meta.stepType checklist-flat","pass","d70d7743283b20e9b70071d52f5025ce0dff6cdee56fc46d537a0582ead570dc","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-072 - Stormwater Drainage - Pit 562 to Pit 561 - Zone 7 East Mickleham to Debonair (Westbound)"
"986952c4-d4a7-4db2-b5c2-73345775c530","Child Lot Verification(454b38c7-f4ec-4d40-b279-9039030b4eb7): checkpoint-group has incorrect meta.stepType checklist-flat","pass","78bee75b4d6e169f0b3e22a24c4bf41bb64a55aff86a51a8ef8a8d4f4ccc1e6c","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-073 - Mickleham Intersection (Pit 994- pit 995)"
"9c9449e9-15d1-4a68-ab7f-d6fedb496085","Child Lot Verification(ffe81f9b-09ad-4016-b76f-6c80a662ed34): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-074 - Stormwater Drainage - Pit 557A to Pit 556 - Zone 7 East Debonair to Vantage (Westbound)"
"ce98aa16-2df5-43e1-8693-29c07c2bab34","Child Lot Verification(926772b5-6f32-47be-862e-872ea4dac6ed): checkpoint-group has incorrect meta.stepType checklist-flat","fail","257bf895a2443d1eabbe7a4ab4d1ae62cc59de68347c40f804fa0dd73647374e","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-075 - Stormwater Drainage - Pit 556 to Pit 556A - Zone 7 East Debonair to Vantage (Westbound)"
"5afafa2a-78ac-4f94-a2db-f6e58336c41f","Child Lot Verification(d3d40c6c-0986-4897-bc3f-7ae569fe47c2): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-076 - Stormwater Drainage - Pit 556A to Pit 555 - Zone 7 East Debonair to Vantage (Westbound)"
"e016c052-d175-4662-b11c-e6af65f55e47","Child Lot Verification(6aede666-2e5a-427a-b01b-afab4cb0f4dd): checkpoint-group has incorrect meta.stepType checklist-flat","fail","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-077 - Stormwater Drainage - Pit 555 to Pit 554 - Zone 7 East Debonair to Vantage (Westbound)"
"fabb5068-f1d2-4e7a-83c3-31be1b37660a","Child Lot Verification(95b37d6d-562b-4c38-bcf3-1a9216aa71b1): checkpoint-group has incorrect meta.stepType checklist-flat","fail","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-078 - Stormwater Drainage - Pit 554 to Pit 553 - Zone 7 East Debonair to Vantage (Westbound)"
"93a082a9-2ddc-4008-8a78-cd89186106ff","Child Lot Verification(04f9ba82-9550-4206-8470-bb4cad199150): checkpoint-group has incorrect meta.stepType checklist-flat","fail","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-079 - Stormwater Drainage - Pit 553 to Pit 552 - Zone 7 East Debonair to Vantage (Westbound)"
"beced918-886a-49a3-9b82-115b446508df","Child Lot Verification(20679bef-5691-43f0-ba90-d12a69b3fdc8): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-080 - Stormwater Drainage - Pit 552 to Pit 551 - Zone 7 East Debonair to Vantage (Westbound)"
"c5f2cf51-0509-4384-9b87-99bf7ef2a76e","Child Lot Verification(8e947044-cbf7-4528-b00b-cee4cc2c6d62): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-081 - Stormwater Drainage - Pit 551 to Pit 550 - Zone 7 East Debonair to Vantage (Westbound)"
"28972c9d-353a-45ff-bc76-5a3e7cf96e27","Child Lot Verification(2236d43d-34cd-44e4-845b-0fee5135d8ee): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-082 - Stormwater Drainage - Pit 550 to Pit 549 - Zone 7 East Debonair to Vantage (Westbound)"
"93f827c6-9866-4d26-9f43-c3bc9dad7a54","Child Lot Verification(016340d4-b30f-4fde-a63c-1a811ae7ecbf): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-083 - Stormwater Drainage - Pit 549 to Pit 548 - Zone 7 East Debonair to Vantage (Westbound)"
"c21785a5-2bbc-4c03-8e8e-f4340973b3f0","Child Lot Verification(67217aab-39cb-427e-b549-ea19dd3ca2d7): checkpoint-group has incorrect meta.stepType checklist-flat","fail","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-084 - Stormwater Drainage - Pit 548 to Pit 547 - Zone 7 East Debonair to Vantage (Westbound)"
"381f55a1-d0b7-49ab-89fe-70186ca416e5","Child Lot Verification(9e2a03af-963e-45bd-9721-d450518067f6): checkpoint-group has incorrect meta.stepType checklist-flat","fail","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-085 - Stormwater Drainage - Pit 547 to Pit 546 - Zone 7 East Debonair to Vantage (Westbound)"
"8c2f204b-43e9-4c1d-87ef-0b9e4100f55d","Child Lot Verification(04f44b8f-47dc-4eff-a7a7-278922b471f6): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-086 - Stormwater Drainage - Pit 546 to Pit 545 - Zone 7 East Debonair to Vantage (Westbound)"
"b28d832e-2735-465b-b8d9-7b8370fdecc6","Child Lot Verification(81db3ddd-1fd5-4447-a1b5-ed83224f8abd): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-087 - Stormwater Drainage - Pit 545 to Pit 545A - Zone 7 East Debonair to Vantage (Westbound)"
"367daabb-bbae-4675-ac9c-2ee09a1c0521","Child Lot Verification(55e22e03-7e55-49b2-9d87-37d7158b4cd2): checkpoint-group has incorrect meta.stepType checklist-flat","fail","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-088 - Stormwater Drainage - Pit 545A to Pit 544 - Zone 7 East Debonair to Vantage (Westbound)"
"61c49fcf-bc61-4030-8a11-66d515020198","Child Lot Verification(c291beab-cace-4e75-855a-910e31e23c13): checkpoint-group has incorrect meta.stepType checklist-flat","fail","e961c54687c315af00d6f385d2ce1cfaac1f87ef10f15a8328cd08d52a6b814c","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-089 - Mickleham North East ( Pit 992-993)"
"d83eae81-b7df-4017-b203-0331f2b5d3e2","Child Lot Verification(1fe809ef-7a26-4e85-80e1-fb08cca173ca): checkpoint-group has incorrect meta.stepType checklist-flat","fail","e961c54687c315af00d6f385d2ce1cfaac1f87ef10f15a8328cd08d52a6b814c","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-091 - Mickleham North East ( Pit 1088-1087)"
"f13067f5-a2d5-4e87-9820-ffe13fc13547","Child Lot Verification(4e06f27e-9e6b-4aff-b571-5336f790dbbf): checkpoint-group has incorrect meta.stepType checklist-flat","fail","d6c6f7a98818f8f9149662e4445487e67600be3ca7d92517a76a9452af5e2f96","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-092 - Mickleham North East ( Pit 1087-1086)"
"3ce34951-9af6-407b-a3d2-753bd24905ea","Child Lot Verification(9bbbfcc9-f907-4986-8554-4dea4845c782): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-093 - Stormwater Drainage - Pit 1210 to Pit 1165 - Zone 7 West Stage 1 (Westbound)"
"d406c953-7077-4b15-96b8-087f73525fdb","Child Lot Verification(c1e8f1ec-efab-45b1-a48f-fd913ed3e0b5): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-094 - Stormwater Drainage - Pit 1165 to Pit 1166 - Zone 7 West Stage 1 (Westbound)"
"a2b12d69-b526-49ea-b80b-4af42fbd93bf","Child Lot Verification(ee54e3b1-6485-403e-8d5e-25c5cadc60cc): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-095 - Stormwater Drainage - Pit 1166 to Pit 1167 - Zone 7 West Stage 1 (Westbound)"
"c30012ce-9060-476d-a6ee-f2c58e501657","Child Lot Verification(aaeda5bc-81e3-4a14-9941-8a3676b7c3ba): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-096 - Stormwater Drainage - Pit 1167 to Pit 1168 - Zone 7 West Stage 1 (Westbound)"
"13d7dd82-4af6-40f9-bd5e-28215ed40d48","Child Lot Verification(54ca8d88-d56b-46b2-a0a4-4a10dae59c3c): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-097 - Stormwater Drainage - Pit 1168 to Pit 1169 - Zone 7 West Stage 1 (Westbound)"
"5067b7ab-a9dd-437c-83b3-55d9aa40a12c","Child Lot Verification(f0be1217-4b32-4946-8e58-885fded44273): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-098 - Stormwater Drainage - Pit 1169 to Pit 1170 - Zone 7 West Stage 1 (Westbound)"
"a7417cd4-752c-4f0e-b55a-7dc30e058f0f","Child Lot Verification(2b4ca716-1023-4aa5-beb1-01af1298d2aa): checkpoint-group has incorrect meta.stepType checklist-flat","fail","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-099 - Stormwater Drainage - Pit 1170 to Pit 1171 - Zone 7 West Stage 1 (Westbound)"
"37219ea9-e6a3-4272-81ca-52817fa7126c","Child Lot Verification(f914e55f-8b5f-4e75-8787-b1092d6b5e3b): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-100 - Stormwater Drainage - Pit 1171 to Pit 1172 - Zone 7 West Stage 1 (Westbound)"
"594b00a8-b848-4f1a-832f-6d809852fd3a","Child Lot Verification(e78d7c42-6bb7-48f2-aefb-9df693f7430f): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-101 - Stormwater Drainage - Pit 1172 to Pit 1173 - Zone 7 West Stage 1 (Westbound)"
"5f53c0fb-9b2e-4670-a948-5227ca46e3f1","Child Lot Verification(24edad2e-e9a8-47a8-9b3d-40974c6e497c): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-102 - Stormwater Drainage - Pit 1173 to Pit 1174 - Zone 7 West Stage 1 (Westbound)"
"56475a47-8aeb-4084-b7b8-d7e9eb79004b","Child Lot Verification(6175737b-cdbb-4512-a756-c668228a2f4f): checkpoint-group has incorrect meta.stepType checklist-flat","fail","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-103 - Stormwater Drainage - Pit 1174 to Pit 1175 - Zone 7 West Stage 1 (Westbound)"
"347ba5ea-5fc8-4879-8bf0-2ac63fe27802","Child Lot Verification(ab0d8cdf-f4d7-4bc3-9429-4c411804a51b): checkpoint-group has incorrect meta.stepType checklist-flat","fail","257bf895a2443d1eabbe7a4ab4d1ae62cc59de68347c40f804fa0dd73647374e","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-104 - Stormwater Drainage - Pit 1175 to Pit 1176 - Zone 7 West Stage 1 (Westbound)"
"d84e8591-c5fd-4de7-a4f6-103bad917971","Child Lot Verification(769a7762-ff3d-45f7-8f09-4011ff2af1c9): checkpoint-group has incorrect meta.stepType checklist-flat","pass","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-105 - Mickleham South East ( Pit 998-688ac)"
"59d0dcd8-f2a2-4783-a355-416e6dc2e69b","Child Lot Verification(8ac96253-f3f6-4cd0-a151-49429af23ea0): checkpoint-group has incorrect meta.stepType checklist-flat","fail","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-106 - Mickleham South East ( Pit 688ac-688ad)"
"9ff98495-58c3-4cff-8872-6d8036b366cf","Child Lot Verification(5399569f-d6f4-4768-958d-5e992177f3d3): checkpoint-group has incorrect meta.stepType checklist-flat","fail","dd728fc7bb3875d032ca8150208524ddd839bd219dfb30aa793235bdcccc62ad","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-107 - Mickleham Intersection (NE) ( Pit 995-996)"
"0cbece09-478f-4f95-881d-283a354eef3f","Child Lot Verification(887ca901-75d5-49db-a3fb-9181af1c0d07): checkpoint-group has incorrect meta.stepType checklist-flat","fail","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-108 - Mickleham North ( Pit 1042-1043)"
"a79817d1-fe58-4c6f-b1de-af394695e2b3","Child Lot Verification(bf3be8b4-ff6a-4228-8a11-287f8c4efd22): checkpoint-group has incorrect meta.stepType checklist-flat","fail","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-109 - Mickleham South ( Pit 1180-1181)"
"cbe55731-fdce-4ff1-a46b-640a076dfe79","Child Lot Verification(fb74e62e-ac0a-48a5-bdcc-98ffe5bd4824): checkpoint-group has incorrect meta.stepType checklist-flat","pass","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-110 - Mickleham South ( Pit 1184-1185)"
"c99008ca-c7c6-4080-9cab-65bd56c93306","Child Lot Verification(df811052-4f58-46f7-85ae-6156dc5da4e2): checkpoint-group has incorrect meta.stepType checklist-flat","fail","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-111 - Mickleham South ( Pit 1186-1187)"
"cb8b1acf-d0dd-4800-8489-f320f0f5edae","Child Lot Verification(a92782c8-4da6-4041-9e07-c178821f5d39): checkpoint-group has incorrect meta.stepType checklist-flat","pass","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-112 - Mickleham South ( Pit 1188-1189)"
"04ed15ce-d5a5-449a-a18d-565aa7c5f421","Child Lot Verification(d36165e6-8c71-42c7-9bf8-85846cd8c6b7): checkpoint-group has incorrect meta.stepType checklist-flat","fail","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-113 - Mickleham Intersection (NE) ( Pit 994-1190)"
"c7bca1e7-82bf-4f20-a838-15d6f08be8da","Child Lot Verification(022570ae-205f-406e-8751-5180d61a429b): checkpoint-group has incorrect meta.stepType checklist-flat","fail","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-114 - Mickleham North (Pit 1117-1118)"
"f6502e47-7989-469c-9d2e-cb1ff344511b","Child Lot Verification(5df6acf0-f9da-417f-ac42-7930b8a4d8f3): checkpoint-group has incorrect meta.stepType checklist-flat","pass","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-115 - Zone 7 East - Mickleham to Debonair WB - Pit 561 to 560"
"8c61f9ee-e967-44e9-a60a-49fafc322f05","Child Lot Verification(e7188c06-4d5e-4a53-b5a9-60a245ba09b6): checkpoint-group has incorrect meta.stepType checklist-flat","fail","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-116 - Zone 7 East - Mickleham to Debonair WB - Pit 560 to 559"
"d506e05e-a552-40e6-84d5-e2479d18d681","Child Lot Verification(b5c55311-c5ed-4fec-bc99-a362482e0a4e): checkpoint-group has incorrect meta.stepType checklist-flat","pass","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-117 - Zone 7 East - Mickleham to Debonair WB - Pit 559 to 558"
"314313fa-c7ef-4156-936d-3358bb58de63","Child Lot Verification(8914d9c4-50dd-4f2f-b3a8-0647a73d987e): checkpoint-group has incorrect meta.stepType checklist-flat","fail","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-118 - Debonair Intersection WB - Pit 558 to 558b *Cancelled*"
"4a0d5c16-b2c6-4b48-8214-119ba7c30bee","Child Lot Verification(c6a097b8-eedd-464e-b109-97c0f1b80d6b): checkpoint-group has incorrect meta.stepType checklist-flat","fail","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-119 - Debonair Intersection WB - Pit 558b to 557a"
"bba35eba-3cc9-4e61-9ddc-e0317b4ea6cc","Child Lot Verification(630a34b4-f731-4dbb-ac5f-e89b8d9b680c): checkpoint-group has incorrect meta.stepType checklist-flat","pass","c5d250184f175ee3a71df8e8de24e6c50f1ab66a4ff3061b7c718afc8d9c36d1","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-120 - Zone 7 East - Mickleham to Debonair WB - Pit 558a to 558"
"2ab1ee7a-97f9-4aad-ad11-7a60a1cd86d3","Child Lot Verification(90fad255-44eb-44bf-80b4-b1d8532f3700): checkpoint-group has incorrect meta.stepType checklist-flat","pass","7a0f9f9e30a6a6b4850719bc7209c570acb956921f2bbdbbcfd622d24510c4d5","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-121 - Debonair Intersection WB - Pit 450 to 450a"
"09f8d6a7-8579-4798-bbd5-58acd7ca2a2d","","fail","b41987c8b9c253c105c87aab38e488cb2dc689d4d7c1b33666d11b5d059c734f","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-126 - Stormwater Drainage - Pit 1049 to Pit 688ab - Zone 7 Mickleham Rd North (Southbound)"
