Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,
98a6d39d-4d5d-4b0c-b375-496df700c788,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.01,Mandatory testing,CB2
846565b9-7a6b-4927-8d85-b2acc822b52a,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.01,Mandatory testing,CB3
aef67f88-910c-4dd9-a4a2-53eecf367b99,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.01,Mandatory testing,CB4
e5916608-a272-421a-bec3-f0882c6b835a,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.01,Mandatory testing,CB5
2056e221-ce74-4dc9-a4cc-743bffabc269,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.01,Mandatory testing,CB6
209d53a6-53a7-4abb-9faa-c341ae12d58a,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.02,Mandatory testing,CB1
0a4ed53f-db9e-44a8-a4e5-6e8caa129a0e,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.02,Mandatory testing,CB2
0d895f1b-c77b-40b6-a186-f92f3932f83e,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.02,Mandatory testing,CB3
a8d1af0c-595e-489d-be98-b781c5c743a2,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.02,Mandatory testing,CB4
5f6f20f7-14c4-4539-950f-25f683a5a432,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.02,Mandatory testing,CB5
db473107-3902-4e99-b152-9c81807b8e95,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.02,Mandatory testing,CB6
12135dc0-7c6a-45c9-908a-b7400bf3e18e,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.03,Mandatory testing,CB1
98254b88-e610-4a8c-abd2-a49fb937c782,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.03,Mandatory testing,CB2
35ece484-244a-411c-ad84-d6ae7b25b953,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.03,Mandatory testing,CB3
e13dd59e-57e7-484e-908f-39f02bcaf4d0,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.03,Mandatory testing,CB4
ea0490a0-5e02-4667-9c78-b8f0132e2a65,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.03,Mandatory testing,CB5
28677336-2b87-48d5-882c-7968989109b0,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 6,6.03,Mandatory testing,CB6
fd162a05-ae76-4143-8dbe-b13b68b64216,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.01,Mandatory testing,CB1
a1b66658-bf0b-448f-98db-a8ca90f0d621,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.01,Mandatory testing,CB2
f537a41b-4f77-4650-ade4-17040ff05622,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.01,Mandatory testing,CB3
0e4ca7fb-a2a3-4646-9cc5-4b34e9bf6f05,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.01,Mandatory testing,CB4
261a9f02-8a46-413b-83e8-7c494368eb35,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.01,Mandatory testing,CB5
31105301-0e0f-4c96-adc5-c91ba7b9575d,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.01,Mandatory testing,CB6
a5cf24e8-1a10-45ab-a63d-ad85d01bba2a,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.02,Mandatory testing,CB1
1f452fdc-8f66-44b4-8e36-6aed74466f50,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.02,Mandatory testing,CB2
9b11cdf5-c30b-479f-a2af-382f7719fbe7,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.02,Mandatory testing,CB3
69390445-42b6-45e9-bb94-c6b07cfb8e84,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.02,Mandatory testing,CB4
78e3a582-a8da-45ea-91fe-b62f30890774,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.02,Mandatory testing,CB5
c8fb3f1d-5310-4c80-be4b-a0e39ee09955,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.02,Mandatory testing,CB6
07bb694a-2e79-409f-8566-869572a77378,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.03,Mandatory testing,CB1
ffe5bdb1-58cd-44a9-b888-1b651d542d35,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.03,Mandatory testing,CB2
f1231ecf-b716-4db2-a78f-c84e33827ed4,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.03,Mandatory testing,CB3
c8ba8609-09f6-42f0-a978-62b4c0b6012c,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.03,Mandatory testing,CB4
9aa274f6-35a2-4a6f-80a0-2ad8c7044bbd,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.03,Mandatory testing,CB5
ceec7cdf-da7f-468f-80ce-f1f9cefc6961,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.03,Mandatory testing,CB6
08191d48-e850-480f-937d-ec3c9a2066a8,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.04,Mandatory testing,CB1
fcd7cc05-5eb2-423d-8757-4a67562ed877,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.04,Mandatory testing,CB2
a402f6a5-2e51-4e2a-8431-aace7f8567a4,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.04,Mandatory testing,CB3
ab5cb7b2-28c9-415b-bbd5-9641411f01bc,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.04,Mandatory testing,CB4
a4c078b7-1326-42af-96b4-1ed8cc6abbf0,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.04,Mandatory testing,CB5
9a12ca57-361f-4e99-aefc-36721b73dfe9,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.04,Mandatory testing,CB6
d19d6818-80c7-47d3-831a-5360cfdc4629,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.05,Mandatory testing,CB1
d03f49cf-b5c5-4955-92d8-dc74c5fcb7cc,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.05,Mandatory testing,CB2
fc6a1c5d-bd72-4cc3-abf8-f4f76dee7f55,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.05,Mandatory testing,CB3
cce142b4-d55a-436a-a241-9b7c2be77888,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.05,Mandatory testing,CB4
75c299bc-a91a-4ff4-b944-e1f71b60c99e,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.05,Mandatory testing,CB5
fa9575ab-51f1-44f6-b761-de5839c46056,,checklist-flat,not-started,d5220a2f28e1cfd384385c130c1f185a6668e4e8c88fc92ca01d6d927fd2dcc7,checklist-flat,FALSE,FALSE,Site QA,Apartments,Tower 1,Level 7,7.05,Mandatory testing,CB6
