Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
ae2faa49-4bb9-4317-b517-1c536f8783a3,,checklist-sectioned,not-started,Apartment Checklist,checklist,FALSE,FALSE,Site QA,Level 19,AC-L19-01,,,
2b7a7477-03ba-4245-9427-dea7cf399070,,checklist-sectioned,not-started,Apartment Checklist,checklist,FALSE,FALSE,Site QA,Level 19,AC-L19-02,,,
6375cae3-766d-48e8-b129-f5d37269b544,,checklist-sectioned,not-started,Apartment Checklist,checklist,FALSE,FALSE,Site QA,Level 19,AC-L19-03,,,
49adc6dd-d25d-40cf-9a42-d1f4af4d2ea8,,checklist-sectioned,not-started,Apartment Checklist,checklist,FALSE,FALSE,Site QA,Level 19,AC-L19-04,,,
23edc511-f74a-486d-9944-bbfba9fc5bdb,,checklist-sectioned,not-started,Apartment Checklist,checklist,FALSE,FALSE,Site QA,Level 19,AC-L19-05,,,
7627eced-fb64-4f58-884a-2f6a0e15ae3e,,checklist-sectioned,not-started,Apartment Checklist,checklist,FALSE,FALSE,Site QA,Level 19,AC-L19-07,,,
5a961249-69a4-44d4-b81b-34879de78bce,,checklist-sectioned,not-started,Apartment Checklist,checklist,FALSE,FALSE,Site QA,Level 19,AC-L19-07,,,
c872e36e-3d59-4af9-8792-7a5bacaaff0a,,checklist-sectioned,not-started,Apartment Checklist,checklist,FALSE,FALSE,Site QA,Level 19,AC-L19-08,,,
252c4633-ef57-49e2-a74f-50f01d60eab3,,checklist-sectioned,not-started,Apartment Checklist,checklist,FALSE,FALSE,Site QA,Level 19,BS-L19-1,,,
773d3569-24c4-4836-be3b-cdd13737791d,,checklist-sectioned,not-started,Apartment Checklist,checklist,FALSE,FALSE,Site QA,Level 19,BS-L19-2,,,
