resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,AC-L29-S1.1,,,,,,,,
Apartment Checklist,checklist,,,,Apartment,,,,,,,
Mechanical Electrical Checklist,checklist,,,,Mech Elec,,,,,,,
,step,,,AC-L29-S1.2,,,,,,,,
Apartment Checklist,checklist,,,,Apartment,,,,,,,
Mechanical Electrical Checklist,checklist,,,,Mech Elec,,,,,,,
,step,,,AC-L29-S2.1,,,,,,,,
Apartment Checklist,checklist,,,,Apartment,,,,,,,
Mechanical Electrical Checklist,checklist,,,,Mech Elec,,,,,,,
,step,,,AC-L29-S2.2,,,,,,,,
Apartment Checklist,checklist,,,,Apartment,,,,,,,
Mechanical Electrical Checklist,checklist,,,,Mech Elec,,,,,,,
,step,,,AC-L29-04,,,,,,,,
Apartment Checklist,checklist,,,,Apartment,,,,,,,
Mechanical Electrical Checklist,checklist,,,,Mech Elec,,,,,,,
,step,,,AC-L29-05,,,,,,,,
Apartment Checklist,checklist,,,,Apartment,,,,,,,
Mechanical Electrical Checklist,checklist,,,,Mech Elec,,,,,,,
,step,,,AC-L29-06,,,,,,,,
Apartment Checklist,checklist,,,,Apartment,,,,,,,
Mechanical Electrical Checklist,checklist,,,,Mech Elec,,,,,,,
,step,,,AC-L29-07,,,,,,,,
Apartment Checklist,checklist,,,,Apartment,,,,,,,
Mechanical Electrical Checklist,checklist,,,,Mech Elec,,,,,,,
,step,,,AC-L29-08,,,,,,,,
Apartment Checklist,checklist,,,,Apartment,,,,,,,
Mechanical Electrical Checklist,checklist,,,,Mech Elec,,,,,,,
,step,,,AC-L29-COR,,,,,,,,
Apartment Checklist,checklist,,,,Apartment,,,,,,,
Mechanical Electrical Checklist,checklist,,,,Mech Elec,,,,,,,
,step,,,BS-L29-1,,,,,,,,
Apartment Checklist,checklist,,,,Apartment,,,,,,,
Mechanical Electrical Checklist,checklist,,,,Mech Elec,,,,,,,
,step,,,BS-L29-2,,,,,,,,
Apartment Checklist,checklist,,,,Apartment,,,,,,,
Mechanical Electrical Checklist,checklist,,,,Mech Elec,,,,,,,
