Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Waterproofing Progress,,,,,,,,,
,Scope,,,Site QA,Waterproofing,,,,
,Rows,,,,,,,,
,,Ground Floor,grouping,Ground Floor,,,,,
,,Ground Floor - G.01 - Laundry,,Site QA,Waterproofing,Ground Floor,G.01,Laundry,
,,Ground Floor - G.01 - Bathroom 1,,Site QA,Waterproofing,Ground Floor,G.01,Bathroom 1,
,,Ground Floor - G.01 - Bathroom 2,,Site QA,Waterproofing,Ground Floor,G.01,Bathroom 2,
,,Ground Floor - G.02 - Laundry,,Site QA,Waterproofing,Ground Floor,G.02,Laundry,
,,Ground Floor - G.02 - Bathroom 1,,Site QA,Waterproofing,Ground Floor,G.02,Bathroom 1,
,,Ground Floor - G.02 - Bathroom 2,,Site QA,Waterproofing,Ground Floor,G.02,Bathroom 2,
,,Ground Floor - G.03 - Laundry,,Site QA,Waterproofing,Ground Floor,G.03,Laundry,
,,Ground Floor - G.03 - Bathroom 1,,Site QA,Waterproofing,Ground Floor,G.03,Bathroom 1,
,,Ground Floor - G.03 - Bathroom 2,,Site QA,Waterproofing,Ground Floor,G.03,Bathroom 2,
,,Ground Floor - G.04 - Laundry,,Site QA,Waterproofing,Ground Floor,G.04,Laundry,
,,Ground Floor - G.04 - Bathroom,,Site QA,Waterproofing,Ground Floor,G.04,Bathroom,
,,Ground Floor - G.05 - Laundry,,Site QA,Waterproofing,Ground Floor,G.05,Laundry,
,,Ground Floor - G.05 - Bathroom 1,,Site QA,Waterproofing,Ground Floor,G.05,Bathroom 1,
,,Ground Floor - G.05 - Bathroom 2,,Site QA,Waterproofing,Ground Floor,G.05,Bathroom 2,
,,Ground Floor - G.06 - Laundry,,Site QA,Waterproofing,Ground Floor,G.06,Laundry,
,,Ground Floor - G.06 - Bathroom 1,,Site QA,Waterproofing,Ground Floor,G.06,Bathroom 1,
,,Ground Floor - G.06 - Bathroom 2,,Site QA,Waterproofing,Ground Floor,G.06,Bathroom 2,
,,Ground Floor - G.07 - Laundry,,Site QA,Waterproofing,Ground Floor,G.07,Laundry,
,,Ground Floor - G.07 - Bathroom 1,,Site QA,Waterproofing,Ground Floor,G.07,Bathroom 1,
,,Ground Floor - G.07 - Bathroom 2,,Site QA,Waterproofing,Ground Floor,G.07,Bathroom 2,
,,Ground Floor - G.08 - Laundry,,Site QA,Waterproofing,Ground Floor,G.08,Laundry,
,,Ground Floor - G.08 - Bathroom 1,,Site QA,Waterproofing,Ground Floor,G.08,Bathroom 1,
,,Ground Floor - G.08 - Bathroom 2,,Site QA,Waterproofing,Ground Floor,G.08,Bathroom 2,
,,Ground Floor - G.09 - Laundry,,Site QA,Waterproofing,Ground Floor,G.09,Laundry,
,,Ground Floor - G.09 - Bathroom,,Site QA,Waterproofing,Ground Floor,G.09,Bathroom,
,,Ground Floor - G.10 - Laundry,,Site QA,Waterproofing,Ground Floor,G.10,Laundry,
,,Ground Floor - G.10 - Bathroom 1,,Site QA,Waterproofing,Ground Floor,G.10,Bathroom 1,
,,Ground Floor - G.10 - Bathroom 2,,Site QA,Waterproofing,Ground Floor,G.10,Bathroom 2,
,,Level 1,grouping,Level 1,,,,,
,,Level 1 - 1.01 - Laundry,,Site QA,Waterproofing,Level 1,1.01,Laundry,
,,Level 1 - 1.01 - Bathroom 1,,Site QA,Waterproofing,Level 1,1.01,Bathroom 1,
,,Level 1 - 1.01 - Bathroom 2,,Site QA,Waterproofing,Level 1,1.01,Bathroom 2,
,,Level 1 - 1.02 - Laundry,,Site QA,Waterproofing,Level 1,1.02,Laundry,
,,Level 1 - 1.02 - Bathroom 1,,Site QA,Waterproofing,Level 1,1.02,Bathroom 1,
,,Level 1 - 1.02 - Bathroom 2,,Site QA,Waterproofing,Level 1,1.02,Bathroom 2,
,,Level 1 - 1.03 - Laundry,,Site QA,Waterproofing,Level 1,1.03,Laundry,
,,Level 1 - 1.03 - Bathroom 1,,Site QA,Waterproofing,Level 1,1.03,Bathroom 1,
,,Level 1 - 1.03 - Bathroom 2,,Site QA,Waterproofing,Level 1,1.03,Bathroom 2,
,,Level 1 - 1.04 - Laundry,,Site QA,Waterproofing,Level 1,1.04,Laundry,
,,Level 1 - 1.04 - Bathroom,,Site QA,Waterproofing,Level 1,1.04,Bathroom,
,,Level 1 - 1.05 - Laundry,,Site QA,Waterproofing,Level 1,1.05,Laundry,
,,Level 1 - 1.05 - Bathroom 1,,Site QA,Waterproofing,Level 1,1.05,Bathroom 1,
,,Level 1 - 1.05 - Bathroom 2,,Site QA,Waterproofing,Level 1,1.05,Bathroom 2,
,,Level 1 - 1.06 - Laundry,,Site QA,Waterproofing,Level 1,1.06,Laundry,
,,Level 1 - 1.06 - Bathroom 1,,Site QA,Waterproofing,Level 1,1.06,Bathroom 1,
,,Level 1 - 1.06 - Bathroom 2,,Site QA,Waterproofing,Level 1,1.06,Bathroom 2,
