resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,Main Building ,,,,,,,,
,,,step,,,,GF,,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 1,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 2,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 3,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 4,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 5,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 6,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 7,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 8,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Café Stairs ,,,,,,
Stairs (add to previous if required),,,checklist,,,,,Aprt 01/02 Corridoor,,,,,,
,,,step,,,,Level 1,,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 101,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 102 ,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 103,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 104,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 105,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 106,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 107,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 108 ,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 109,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 110,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 111,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 112,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 113,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 114,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 115,,,,,,
Stairs (add to previous if required),,,checklist,,,,,Aprt 103/104 Corridoor,,,,,,
,,,step,,,,Level 2,,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 201,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 202,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 203,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 204,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 205 ,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 206,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 207,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 208,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 209,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 210,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 211,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 212,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 213,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 214,,,,,,
,,,step,,,,Level 3,,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 301,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 302,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 303,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 304,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 305,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 306,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 307,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 308,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 309,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 310,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 311,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 312,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 313 ,,,,,,
,,,step,,,,Level 4,,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 401,,,,,,
Vertical Safa Slat ,,,checklist,,,,,Aprt 402,,,,,,
Framed Baluster Checklist ,Full Hight Screens,,folder-with-checklists,,,,,Aprt 403,,,,,,
Framed Baluster Checklist ,,,checklist,,,,,Aprt 404,,,,,,
Framed Baluster Checklist ,Full Hight Screens,Vertical Safa Slat ,folder-with-checklists,,,,,Aprt 405,,,,,,
Framed Baluster Checklist ,Full Hight Screens,Vertical Safa Slat ,folder-with-checklists,,,,,Aprt 406,,,,,,
,,,step,,,Stairs and Handrails,,,,,,,,
,,,step,,,,Stair 1,,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 1,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 2,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 3,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 4,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 5,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 6,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 7,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 8 ,,,,,,
,,,step,,,,Stair 2,,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 1,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 2,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 3,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 4,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 5,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 6,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 7,,,,,,
Framed Baluster Checklist ,Stairs (add to previous if required),,folder-with-checklists,,,,,Flight 8 ,,,,,,
,,,step,,,Link Building,,,,,,,,
,,,step,,,,GF,,,,,,,
Stairs (add to previous if required),,,checklist,,,,,Ramp,,,,,,
,,,step,,,,Level 1,,,,,,,
Stairs (add to previous if required),,,checklist,,,,,Ramp ,,,,,,
