resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Common Area Fitoff Checklist [D],Sign Off,,,folder-with-checklists,,,,,,Common Area,,,,,
,,,,step,,,,,Level-10,,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1007,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1008,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1009,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1010,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1011,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1012,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1013,,,,,
Common Area Fitoff Checklist [D],Sign Off,,,folder-with-checklists,,,,,,Common Area,,,,,
,,,,step,,,,,Level-11,,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1107,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1108,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1109,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1110,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1111,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1112,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1113,,,,,
Common Area Fitoff Checklist [D],Sign Off,,,folder-with-checklists,,,,,,Common Area,,,,,
,,,,step,,,,,Level-12,,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1207,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1208,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1209,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1210,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1211,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1212,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1213,,,,,
Common Area Fitoff Checklist [D],Sign Off,,,folder-with-checklists,,,,,,Common Area,,,,,
,,,,step,,,,,Level-13,,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1307,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1308,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1309,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1310,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1311,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1312,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1313,,,,,
Common Area Fitoff Checklist [D],Sign Off,,,folder-with-checklists,,,,,,Common Area,,,,,
,,,,step,,,,,Level-14,,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1407,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1408,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1409,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1410,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1411,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1412,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1413,,,,,
Common Area Fitoff Checklist [D],Sign Off,,,folder-with-checklists,,,,,,Common Area,,,,,
,,,,step,,,,,Level-15,,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1507,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1508,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1509,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1510,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1511,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1512,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1513,,,,,
Common Area Fitoff Checklist [D],Sign Off,,,folder-with-checklists,,,,,,Common Area,,,,,
,,,,step,,,,,Level-16,,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1607,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1608,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1609,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1610,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1611,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1612,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1613,,,,,
Common Area Fitoff Checklist [D],Sign Off,,,folder-with-checklists,,,,,,Common Area,,,,,
,,,,step,,,,,Level-17,,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1707,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1708,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1709,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1710,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1711,,,,,
Common Area Fitoff Checklist [D],Sign Off,,,folder-with-checklists,,,,,,Common Area,,,,,
,,,,step,,,,,Level-18,,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1806,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1807,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1808,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1809,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1810,,,,,
Common Area Fitoff Checklist [D],Sign Off,,,folder-with-checklists,,,,,,Common Area,,,,,
,,,,step,,,,,Level-19,,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1901,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1902,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1903,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1904,,,,,
Apartment Fitoff Checklist [E],Sign Off,,,folder-with-checklists,,,,,,A1905,,,,,
Common Area Fitoff Checklist [D],Sign Off,,,folder-with-checklists,,,,,,Common Area,,,,,
