"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7ee5a296-2785-4ec5-b99c-88c34008ff42","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Feb 23","Weekly Labour 15/03/23 - 21/03/23"
"56dad084-ca65-4a14-bf75-9a6378847e9e","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Feb 23","Weekly Labour 22/03/23 - 28/03/23"
"29d3429b-3949-4dd7-ba1b-dff204f7b3ac","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Feb 23","Weekly Labour 29/3/23 - 4/4/23"
"b7130367-4ade-4951-93fd-1d85352a0337","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Feb 23","Weekly labour 5/04/23 - 11/04/23"
"5df3f621-5166-4003-bcff-9bac76817e64","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Feb 23","Weekly Labour 12/04/23 - 18/04/23"
"6ffd20a9-d56c-4f85-8ce0-950c74e51ab8","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Feb 23","Weekly Labour 19/04/23 - 25/04/23"
"f313be32-aeca-4f88-b99c-8f63a5f6feda","","folder-normal","not-started","","step","TRUE","FALSE","Weekly Labour Hire Control","Mar 23"
"cc2daf91-a999-4a5e-ba03-999a3fe79635","","checklist-flat","not-started","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Mar 23","Test"
"66d277aa-5914-48dd-a9cc-bac7d094d781","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Weekly Labour Hire Control","April 23"
"d65cff24-4778-4c57-bfa3-1d65783ff98e","","folder-normal","pass","","step","TRUE","FALSE","Weekly Labour Hire Control","May 23"
"6d721266-4a5f-49db-9912-11b2776a7c4e","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","May 23","Weekly Labour 23rd may"
"1181ff7e-6f6e-4d17-a9c5-f1f3ecc2cb09","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","May 23","Weekly Labour 24/05/23 - 30/05/23"
"2d63c44a-ed39-4744-b0ca-2d10bed8a4ec","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","May 23","Weekly Labour Hire Control 31/5/23 to 6/6/23"
"8f7e0b5d-751e-4c15-a467-f236c9a03a75","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","May 23","Weekly Labour Hire Control 7/6/23/ to13/6/23"
"1407ab6d-37cd-400a-bd4a-15cf2bdf4ee6","","folder-normal","pass","","step","TRUE","FALSE","Weekly Labour Hire Control","June"
"d4f499cb-d072-4368-9041-4e049bcd9763","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","June","Weekly Labour Hire Control7/6/23 to 13/7/23"
"7b946921-4fae-44ad-8789-1ad9410c2193","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","June","Weekly Labour Hire Control 14/6 to 20/6"
"3afaae2f-5303-44a4-912d-a14f67050e34","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","June","Weekly Labour Hire Control 21/6 to 27/6"
"d542a2a4-6d4c-4e76-9655-2dd47689d125","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","June","Weekly Labour Hire Control28/6 to 4/7"
"6b5a16b8-e1d3-41c5-9cc2-0c8a3c56ee47","","folder-normal","pass","","step","TRUE","FALSE","Weekly Labour Hire Control","July "
"510405ec-069e-46f8-a289-2145106deda4","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","July ","Weekly Labour Hire Control 5/7 to 11/7"
"4266c707-899b-42c4-a11e-4c760c5441db","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","July ","Weekly Labour Hire Control 12/7  to 18/7"
"fe5ecd0d-ab7d-4930-b6b9-5a550ae7b038","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","July ","Weekly Labour Hire Control18/7 to24/7"
"51e34b6a-f360-448a-85aa-12d062d5bf3d","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","July ","Weekly Labour Hire Control26/7to1/8"
"0875f692-3e8b-4c66-8abe-7e7980cc467a","","folder-normal","pass","","step","TRUE","FALSE","Weekly Labour Hire Control","August"
"3521a1fc-3f07-4810-8d00-c18af6e151a1","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","August","Weekly Labour Hire Control 2/8 to 8/8"
"5fca4494-9ac5-48e0-97e7-d8e2396dd21f","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","August","Weekly Labour Hire Control9/8 to 15/8"
"d2c2c7d1-61a2-4753-a34f-7fee6314e971","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","August","Weekly Labour Hire Control16/8 to 22/8"
"611f7259-4860-41b2-a4f9-b2338a18d91c","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","August","Weekly Labour Hire Control23/ to 29"
"2f763727-c31b-42fa-931d-16e78206a804","","folder-normal","pass","","step","TRUE","FALSE","Weekly Labour Hire Control","September "
"ccd9995e-14c3-4106-b567-b8bce8da885e","","checklist-flat","pass","Site Diary","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","September ","Site Diary"
"a98bf09f-1ed8-4ff0-8e8a-6c94e1834b16","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","September ","Weekly Labour Hire Control 5-9-2023"
"e8198847-667b-4e18-888b-939ef4750829","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","September ","Weekly Labour Hire Control 12-9-2023"
"543d274e-6155-4f90-850b-dee18b4682b1","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","September ","Weekly Labour Hire Control 19-9-2023"
"f12b1104-560f-46e9-a41c-57c1a68a8903","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","September ","Weekly Labour Hire Control 26-9-2023"
"a7b68bd7-1278-4724-8ee2-9b67b74b853c","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","September ","Weekly Labour Hire 3 Oct"
"fb17dadc-8a32-4479-844f-47c5e0c45c5f","","folder-normal","pass","","step","TRUE","FALSE","Weekly Labour Hire Control","October"
"0871ae03-ebb0-4cf5-bb31-c68e41ad867e","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","October","Weekly Labour Hire Control 10-10-2023"
"93fb0ae5-3833-4940-8409-98185ad0fddf","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","October","Weekly Labour Hire Control we 17/10/23"
"a6683e10-6ae8-4ff0-bc31-effaf8dc0ef8","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","October","Weekly Labour Hire Control we 24/10/2023"
"0f53f062-e968-47fa-9a4c-119a41a7e590","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","October","Weekly Labour Hire Control 31/10/23"
"6a210555-1d1c-4628-9ae0-a2dae28945f7","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","October","Weekly Labour Hire Control  07/11/23"
"9f3686d5-d437-4ccc-b5cc-c610daca1287","","folder-normal","work-in-progress","","step","TRUE","FALSE","Weekly Labour Hire Control","November 2023"
"0679c23c-3db5-49c4-93fa-e110e1c49d97","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","November 2023","Weekly Labour Hire Control 14/11/23"
"a8d62f18-6614-4393-8243-8888dfde9203","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","November 2023","Weekly Labour Hire Control 21/11/23"
"94152a2a-042b-44fc-b2f1-a42596642e07","","checklist-flat","pass","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","November 2023","Weekly Labour Hire Control 21/11 to 28/11"
"792a9b68-9036-46bd-ad5b-d89148fad0ab","","checklist-flat","work-in-progress","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","November 2023","Weekly Labour Hire Control29/11 to 5/12"
"1f4cb123-75bb-4a82-ba14-518d51ecfc2a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","General Incident Notification"
"a5f6ed53-4c78-4373-b42a-611af24ded8f","","checklist-flat","pass","Progress Claim Checklists","checklist-flat","FALSE","FALSE","Progress Claim Checklists 27/8 more gear Queen’s wharf "
