Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
T250,,,,,
,Scope,,,,
,Rows,,,,
,,High level,dynamic,High level,T250
,,Low Level,dynamic,Low Level,T250
,,Ground,dynamic,Ground,T250
,,Level 1,dynamic,Level 1,T250
,,Level 2,dynamic,Level 2,T250
,Columns,,,,
,,Acoustic Partition Walls,,Acoustic Partition Walls,
,,Soffit Installation,,Soffit Installation,
,,Speedpanel,,Speedpanel,
,,Ceiling Tile,,Ceiling Tile,
,,Acoustic Plasterboard Ceilings,,Acoustic Plasterboard Ceilings,
,,,,,
T500,,,,,
,Scope,,,,
,Rows,,,,
,,High level,dynamic,High level,T500
,,Substage,dynamic,Substage,T500
,,Level 1 Stage,dynamic,Level 1 Stage,T500
,,Level 2 Balcony,dynamic,Level 2 Balcony,T500
,,Level 3 Balcony,dynamic,Level 3 Balcony,T500
,,Stair 1,dynamic,Stair 1,T500
,,Stair 2,dynamic,Stair 2,T500
,,Stair 3,dynamic,Stair 3,T500
,,Stair 4,dynamic,Stair 4,T500
,Columns,,,,
,,Acoustic Partition Walls,,Acoustic Partition Walls,
,,Ceilings,,Ceilings,
,,Partition Walls,,Partition Walls,
,,Soffit Installation,,Soffit Installation,
,,Speedpanel,,Speedpanel,
,,Ceiling Tile,,Ceiling Tile,
,,Acoustic Plasterboard Ceilings,,Acoustic Plasterboard Ceilings,
,,,,,
Basement,,,,,
,Scope,,,,
,Rows,,,,
,,Zone 1,dynamic,Zone 1,Basement
,,Zone 2,dynamic,Zone 2,Basement
,Columns,,,,
,,Ceilings,,Ceilings,
,,Partition Walls,,Partition Walls,
,,Soffit Installation,,Soffit Installation,
,,Acoustic Partition Walls,,Acoustic Partition Walls,
,,Ceiling Tile,,Ceiling Tile,
,,,,,
Ground Floor,,,,,
,Scope,,,,
,Rows,,,,
,,Zone 1,dynamic,Zone 1,Ground Floor
,,Zone 2,dynamic,Zone 2,Ground Floor
,,Zone 3,dynamic,Zone 3,Ground Floor
,,Zone 5,dynamic,Zone 5,Ground Floor
,Columns,,,,
,,Acoustic Partition Walls,,Acoustic Partition Walls,
,,Acoustic Plasterboard Ceilings,,Acoustic Plasterboard Ceilings,
,,Ceiling Tile,,Ceiling Tile,
,,Ceilings,,Ceilings,
,,Partition Walls,,Partition Walls,
,,Soffit Installation,,Soffit Installation,
,,,,,
Level 1,,,,,
,Scope,,,,
,Rows,,,,
,,Zone 1,dynamic,Zone 1,Level 1
,,Zone 2,dynamic,Zone 2,Level 1
,,Zone 3,dynamic,Zone 3,Level 1
,,Zone 4,dynamic,Zone 4,Level 1
,Columns,,,,
,,Ceilings,,Ceilings,
,,Partition Walls,,Partition Walls,
,,Acoustic Partition Walls,,Acoustic Partition Walls,
,,Acoustic Plasterboard Ceilings,,Acoustic Plasterboard Ceilings,
,,Ceiling Tile,,Ceiling Tile,
,,,,,
Level 2,,,,,
,Scope,,,,
,Rows,,,,
,,Zone 1,dynamic,Zone 1,Level 2
,,Zone 2,dynamic,Zone 2,Level 2
,Columns,,,,
,,Acoustic Partition Walls,,Acoustic Partition Walls,
,,Ceilings,,Ceilings,
,,Partition Walls,,Partition Walls,
,,Soffit Installation,,Soffit Installation,
,,Speedpanel,,Speedpanel,
,,Ceiling Tile,,Ceiling Tile,
,,Acoustic Plasterboard Ceilings,,Acoustic Plasterboard Ceilings,
,,,,,
Level 3,,,,,
,Scope,,,,
,Rows,,,,
,,Zone 1,dynamic,Zone 1,Level 3
,,Zone 2,dynamic,Zone 2,Level 3
,,Zone 3,dynamic,Zone 3,Level 3
,,Stage 3B,dynamic,Stage 3B,Level 3
,Columns,,,,
,,Acoustic Partition Walls,,Acoustic Partition Walls,
,,Ceilings,,Ceilings,
,,Partition Walls,,Partition Walls,
,,Soffit Installation,,Soffit Installation,
,,Speedpanel,,Speedpanel,
,,Ceiling Tile,,Ceiling Tile,
,,Acoustic Plasterboard Ceilings,,Acoustic Plasterboard Ceilings,
