"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Penetrations"
,"Scope",,
,"Rows"
,,"Building A - Ground","dynamic","building a","penetrations","ground"
,,"Building A - Level 1","dynamic","building a","level 1","penetrations"
,,"Building A - Level 2","dynamic","building a","penetrations","level 2"
,,"Building B - Ground","dynamic","penetrations","building b","ground"
,,"Building B - Level 1","dynamic","level 1","penetrations","building b"
,,"Building B - Level 2","dynamic","penetrations","building b","level 2"
,,"Building C - Ground","dynamic","penetrations","ground","building c"
,,"Building C - Level 1","dynamic","level 1","penetrations","building c"
,,"Building C - Level 2","dynamic","penetrations","level 2","building c"
,,"Building D - Ground","dynamic","building d","penetrations","ground"
,,"Building D - Level 1","dynamic","building d","level 1","penetrations"
,,"Building D - Level 2","dynamic","building d","penetrations","level 2"
,,"Building E - Ground","dynamic","building e","penetrations","ground"
,,"Building E - Level 1","dynamic","building e","level 1","penetrations"
,,"Building E - Level 2","dynamic","building e","penetrations","level 2"
,,"Building F - Ground","dynamic","penetrations","building f","ground"
,,"Building F - Level 1","dynamic","level 1","penetrations","building f"
,,"Building F - Level 2","dynamic","penetrations","building f","level 2"
,,"Building F - Level 3","dynamic","penetrations","building f","level 3"
,"Columns"
,,"Set out as per penetration drawing",,"set out as per penetration drawing"

"Fire Collars"
,"Scope",,
,"Rows"
,,"Building A - Ground","dynamic","building a","fire collars","ground"
,,"Building A - Level 1","dynamic","building a","level 1","fire collars"
,,"Building A - Level 2","dynamic","building a","fire collars","level 2"
,,"Building B - Ground","dynamic","fire collars","building b","ground"
,,"Building B - Level 1","dynamic","level 1","fire collars","building b"
,,"Building B - Level 2","dynamic","fire collars","building b","level 2"
,,"Building C - Ground","dynamic","fire collars","ground","building c"
,,"Building C - Level 1","dynamic","level 1","fire collars","building c"
,,"Building C - Level 2","dynamic","fire collars","level 2","building c"
,,"Building D - Ground","dynamic","building d","fire collars","ground"
,,"Building D - Level 1","dynamic","building d","level 1","fire collars"
,,"Building D - Level 2","dynamic","building d","fire collars","level 2"
,,"Building E - Ground","dynamic","building e","fire collars","ground"
,,"Building E - Level 1","dynamic","building e","level 1","fire collars"
,,"Building E - Level 2","dynamic","building e","fire collars","level 2"
,,"Building F - Ground","dynamic","fire collars","building f","ground"
,,"Building F - Level 1","dynamic","level 1","fire collars","building f"
,,"Building F - Level 2","dynamic","fire collars","building f","level 2"
,,"Building F - Level 3","dynamic","fire collars","building f","level 3"
,"Columns"
,,"Fire Collar installed",,"fire collar installed"
,,"Cast in Drains c/w",,"cast in drains c/w"
,,"Cast in Drains c/w Polilag as per current drawing",,"cast in drains c/w polilag as per current drawing"

"Rough In"
,"Scope",,
,"Rows"
,,"Building A - Ground","dynamic","building a","ground","rough in"
,,"Building A - Level 1","dynamic","building a","level 1","rough in"
,,"Building A - Level 2","dynamic","building a","level 2","rough in"
,,"Building B - Ground","dynamic","building b","ground","rough in"
,,"Building B - Level 1","dynamic","level 1","building b","rough in"
,,"Building B - Level 2","dynamic","building b","level 2","rough in"
,,"Building C - Ground","dynamic","ground","rough in","building c"
,,"Building C - Level 1","dynamic","level 1","rough in","building c"
,,"Building C - Level 2","dynamic","level 2","rough in","building c"
,,"Building D - Ground","dynamic","building d","ground","rough in"
,,"Building D - Level 1","dynamic","building d","level 1","rough in"
,,"Building D - Level 2","dynamic","building d","level 2","rough in"
,,"Building E - Ground","dynamic","building e","ground","rough in"
,,"Building E - Level 1","dynamic","building e","level 1","rough in"
,,"Building E - Level 2","dynamic","building e","level 2","rough in"
,,"Building F - Ground","dynamic","building f","ground","rough in"
,,"Building F - Level 1","dynamic","level 1","building f","rough in"
,,"Building F - Level 2","dynamic","building f","level 2","rough in"
,,"Building F - Level 3","dynamic","building f","rough in","level 3"
,"Columns"
,,"High Level Rough In",,"high level rough in"
,,"Wall Set Out",,"wall set out"
,,"Wall Rough In",,"wall rough in"
,,"Waste Rollovers",,"waste rollovers"
,,"Test Water",,"test water"

"Corridor"
,"Scope",,
,"Rows"
,,"Building A - Ground","dynamic","building a","corridor","ground"
,,"Building A - Level 1","dynamic","building a","level 1","corridor"
,,"Building A - Level 2","dynamic","building a","corridor","level 2"
,,"Building B - Ground","dynamic","corridor","building b","ground"
,,"Building B - Level 1","dynamic","level 1","corridor","building b"
,,"Building B - Level 2","dynamic","corridor","building b","level 2"
,,"Building C - Ground","dynamic","corridor","ground","building c"
,,"Building C - Level 1","dynamic","level 1","corridor","building c"
,,"Building C - Level 2","dynamic","corridor","level 2","building c"
,,"Building D - Ground","dynamic","building d","corridor","ground"
,,"Building D - Level 1","dynamic","building d","level 1","corridor"
,,"Building D - Level 2","dynamic","building d","corridor","level 2"
,,"Building E - Ground","dynamic","building e","corridor","ground"
,,"Building E - Level 1","dynamic","building e","level 1","corridor"
,,"Building E - Level 2","dynamic","building e","corridor","level 2"
,,"Building F - Ground","dynamic","corridor","building f","ground"
,,"Building F - Level 1","dynamic","level 1","corridor","building f"
,,"Building F - Level 2","dynamic","corridor","building f","level 2"
,,"Building F - Level 3","dynamic","corridor","building f","level 3"
,"Columns"
,,"Rainwater",,"rainwater"
,,"Hot Water",,"hot water"
,,"Hot Water Lagged",,"hot water lagged"
,,"Cold Water",,"cold water"
,,"Test Hot Water",,"test hot water"
,,"Test Cold Water",,"test cold water"
,,"Test Rain Water",,"test rain water"
,,"Fire Caulking (Corridor to Apt)",,"fire caulking (corridor to apt)"
,,"Cold Water Meter Manifold",,"cold water meter manifold"

"Fit Off"
,"Scope",,
,"Rows"
,,"Building A - Ground","dynamic","building a","ground","fit off"
,,"Building A - Level 1","dynamic","building a","level 1","fit off"
,,"Building A - Level 2","dynamic","building a","level 2","fit off"
,,"Building B - Ground","dynamic","building b","ground","fit off"
,,"Building B - Level 1","dynamic","level 1","building b","fit off"
,,"Building B - Level 2","dynamic","building b","level 2","fit off"
,,"Building C - Ground","dynamic","ground","fit off","building c"
,,"Building C - Level 1","dynamic","level 1","fit off","building c"
,,"Building C - Level 2","dynamic","level 2","fit off","building c"
,,"Building D - Ground","dynamic","building d","ground","fit off"
,,"Building D - Level 1","dynamic","building d","level 1","fit off"
,,"Building D - Level 2","dynamic","building d","level 2","fit off"
,,"Building E - Ground","dynamic","building e","ground","fit off"
,,"Building E - Level 1","dynamic","building e","level 1","fit off"
,,"Building E - Level 2","dynamic","building e","level 2","fit off"
,,"Building F - Ground","dynamic","building f","ground","fit off"
,,"Building F - Level 1","dynamic","level 1","building f","fit off"
,,"Building F - Level 2","dynamic","building f","level 2","fit off"
,,"Building F - Level 3","dynamic","building f","fit off","level 3"
,"Columns"
,,"Laundry Trough",,"laundry trough"
,,"Laundry Trough Mixer",,"laundry trough mixer"
,,"Laundry Trough Mini Stops",,"laundry trough mini stops"
,,"Laundry Trough Waste",,"laundry trough waste"
,,"Kitchen Mini Stops",,"kitchen mini stops"
,,"Kitchen Sink Waste",,"kitchen sink waste"
,,"Kitchen Sink Mixer",,"kitchen sink mixer"
,,"Kitchen Dishwasher",,"kitchen dishwasher"
,,"Bathroom Shower Mixer",,"bathroom shower mixer"
,,"Bathroom Shower Rail/Rose",,"bathroom shower rail/rose"
,,"Bathroom Basin",,"bathroom basin"
,,"Bathroom Basin Mixer",,"bathroom basin mixer"
,,"Bathroom Bottle Trap",,"bathroom bottle trap"
,,"Bathroom Toilet",,"bathroom toilet"

"Commissioning"
,"Scope",,
,"Rows"
,,"Building A - Ground","dynamic","building a","commissioning","ground"
,,"Building A - Level 1","dynamic","building a","level 1","commissioning"
,,"Building A - Level 2","dynamic","building a","commissioning","level 2"
,,"Building B - Ground","dynamic","commissioning","building b","ground"
,,"Building B - Level 1","dynamic","level 1","commissioning","building b"
,,"Building B - Level 2","dynamic","commissioning","building b","level 2"
,,"Building C - Ground","dynamic","commissioning","ground","building c"
,,"Building C - Level 1","dynamic","level 1","commissioning","building c"
,,"Building C - Level 2","dynamic","commissioning","level 2","building c"
,,"Building D - Ground","dynamic","building d","commissioning","ground"
,,"Building D - Level 1","dynamic","building d","level 1","commissioning"
,,"Building D - Level 2","dynamic","building d","commissioning","level 2"
,,"Building E - Ground","dynamic","building e","commissioning","ground"
,,"Building E - Level 1","dynamic","building e","level 1","commissioning"
,,"Building E - Level 2","dynamic","building e","commissioning","level 2"
,,"Building F - Ground","dynamic","commissioning","building f","ground"
,,"Building F - Level 1","dynamic","level 1","commissioning","building f"
,,"Building F - Level 2","dynamic","commissioning","building f","level 2"
,,"Building F - Level 3","dynamic","commissioning","building f","level 3"
,"Columns"
,,"Bulk Hot Water",,"bulk hot water"
,,"Test Hot Water Temperature",,"test hot water temperature"
,,"Test Waste for leaks",,"test waste for leaks"
,,"Run Cycle on Dishwasher",,"run cycle on dishwasher"

