Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Basement 1,dynamic,Basement 1,Site QA,
,,Ground,dynamic,Ground,Site QA,
,,Level 1,dynamic,Level 1,Site QA,
,,Level 2,dynamic,Level 2,Site QA,
,,Level 3,dynamic,Level 3,Site QA,
,,Level 4,dynamic,Level 4,Site QA,
,,West Tower - Level 5,dynamic,Level 5,West Tower,Site QA
,,West Tower - Level 6,dynamic,Level 6,West Tower,Site QA
,,West Tower - Level 7,dynamic,Level 7,West Tower,Site QA
,,West Tower - Level 8,dynamic,Level 8,West Tower,Site QA
,,West Tower - Level 9,dynamic,Level 9,West Tower,Site QA
,,West Tower - Level 10,dynamic,Level 10,West Tower,Site QA
,,West Tower - Level 11,dynamic,Level 11,West Tower,Site QA
,,West Tower - Level 12,dynamic,Level 12,West Tower,Site QA
,,West Tower - Level 13,dynamic,Level 13,West Tower,Site QA
,,West Tower - Level 14,dynamic,Level 14,West Tower,Site QA
,,West Tower - Level 15,dynamic,Level 15,West Tower,Site QA
,,West Tower - Level 16,dynamic,Level 16,West Tower,Site QA
,,West Tower - Level 17,dynamic,Level 17,West Tower,Site QA
,,West Tower - Level 18,dynamic,Level 18,West Tower,Site QA
,,West Tower - Level 19,dynamic,Level 19,West Tower,Site QA
,,West Tower - Level 20,dynamic,Level 20,West Tower,Site QA
,,West Tower - Level 21,dynamic,Level 21,West Tower,Site QA
,,West Tower - Level 22,dynamic,Level 22,West Tower,Site QA
,,West Tower - Level 23,dynamic,Level 23,West Tower,Site QA
,,West Tower - Level 24,dynamic,Level 24,West Tower,Site QA
,,West Tower - Level 25,dynamic,Level 25,West Tower,Site QA
,,West Tower - Level 26,dynamic,Level 26,West Tower,Site QA
,,West Tower - Level 27,dynamic,Level 27,West Tower,Site QA
,,East Tower - Level 5,dynamic,Level 5,East Tower,Site QA
,,East Tower - Level 6,dynamic,Level 6,East Tower,Site QA
,,East Tower - Level 7,dynamic,Level 7,East Tower,Site QA
,,East Tower - Level 8,dynamic,Level 8,East Tower,Site QA
,,East Tower - Level 9,dynamic,Level 9,East Tower,Site QA
,,East Tower - Level 10,dynamic,Level 10,East Tower,Site QA
,,East Tower - Level 11,dynamic,Level 11,East Tower,Site QA
,,East Tower - Level 12,dynamic,Level 12,East Tower,Site QA
,,East Tower - Level 13,dynamic,Level 13,East Tower,Site QA
,,East Tower - Level 14,dynamic,Level 14,East Tower,Site QA
,,East Tower - Level 15,dynamic,Level 15,East Tower,Site QA
,,East Tower - Level 16,dynamic,Level 16,East Tower,Site QA
,,East Tower - Level 17,dynamic,Level 17,East Tower,Site QA
,,East Tower - Level 18,dynamic,Level 18,East Tower,Site QA
,,East Tower - Level 19,dynamic,Level 19,East Tower,Site QA
,,East Tower - Level 20,dynamic,Level 20,East Tower,Site QA
,,East Tower - Level 21,dynamic,Level 21,East Tower,Site QA
,,East Tower - Level 22,dynamic,Level 22,East Tower,Site QA
,,East Tower - Level 23,dynamic,Level 23,East Tower,Site QA
,,East Tower - Level 24,dynamic,Level 24,East Tower,Site QA
,,East Tower - Level 25,dynamic,Level 25,East Tower,Site QA
,,East Tower - Level 26,dynamic,Level 26,East Tower,Site QA
,,East Tower - Level 27,dynamic,Level 27,East Tower,Site QA
,Columns,,,,,
,,QA,,Site QA,,
