"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d8a67f9f-6c12-415e-9401-1530e726c35b","","pass","","folder","TRUE","FALSE","LEVEL 28 Matacryl "
"b2bb4587-995a-4a32-8f80-69e000604867","","pass","Equus Matacryl System Sequence","checklist","FALSE","FALSE","LEVEL 28 Matacryl ","Equus Matacryl System Sequence"
"be381c00-c116-4cfc-99c8-5544a9d9cd19","","work-in-progress","","folder","TRUE","FALSE","LEVEL 3 Membranes"
"f0cb75ec-a369-44cf-a49e-9d4166128cb0","","work-in-progress","Equus Two Layer System on Concrete Sequence","checklist","FALSE","FALSE","LEVEL 3 Membranes","Equus Two Layer System on Concrete Sequence"
"c76c5c52-9bad-4eaa-b3e3-aff41d48f684","","work-in-progress","","folder","TRUE","FALSE","LEVEL 28 Membranes"
"1460475a-d456-4393-8888-bf94a8e9dbd0","","work-in-progress","Equus Two Layer System on Concrete Sequence","checklist","FALSE","FALSE","LEVEL 28 Membranes","Equus Two Layer System on Concrete Sequence"
"5b23ae53-7c3c-40b1-acf8-52239bcbde7e","","work-in-progress","","folder","TRUE","FALSE","Roof Level  Membranes"
"42361496-304d-4d04-a5dd-8e96ab33736a","","work-in-progress","Equus Two Layer System on Concrete Sequence","checklist","FALSE","FALSE","Roof Level  Membranes","Equus Two Layer System on Concrete Sequence"
"b4188042-ac6d-4dcd-aa2f-eae75b63f2c8","","no-status-not-started","","folder","TRUE","FALSE","Window works LEVELS Ground - 3"
"5c997c31-175c-4735-a95c-be11ea9a0745","","no-status-not-started","","folder","TRUE","FALSE","Window works LEVELS Ground - 3","Liquiflash window works"
"0ddddd95-0241-4ae9-9429-1a199a37a1c2","","pass","","folder","TRUE","FALSE","Level 42 Hot Water room matacryl"
"157818e6-2575-44af-974a-48263f3c908c","","pass","Equus Matacryl System Sequence","checklist","FALSE","FALSE","Level 42 Hot Water room matacryl","Equus Matacryl System Sequence"
