"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"40ee9d3a-a5fb-4b67-bb44-6b73d7f1ed76","","no-status-not-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"6c89f5f0-1445-4359-94c9-e030249810e4","","no-status-not-started","","folder","FALSE","FALSE","Health & Safety"
"c7624c9a-63e8-45e9-b367-9cf17f79516e","","no-status-not-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"065151bb-d4bd-4cf4-b47f-72f02760c050","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"decf6bb4-f598-47d4-9c99-447194830bf5","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"caac2785-4d52-4fb1-bdc5-99d7b76737c8","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"a8e15d01-3929-45d7-922f-f14880081079","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"6370b855-2596-49b6-a7c5-6ed2900a5d4e","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"fe00003b-9643-4575-8961-e2e45f84eb8f","","pass","","folder","TRUE","FALSE","QA"
"bb75858f-09c5-4ce3-a91d-357478901e9b","","pass","QA - Flashings","checklist","FALSE","FALSE","QA","Flashings"
"2c2f4215-184c-41a9-b2ac-227d2e2f71d9","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"c9b54cb3-c7f3-48b8-88f2-319d27fde7de","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"31b2379d-6afb-43ed-83d7-f881392786ad","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"b104f1e4-8711-4122-b99e-c900e2c1aa7b","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"87f0501d-b093-4322-888a-3ecbcda2e3d9","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"d645b28f-8564-47e6-bc37-08e26c0e42c0","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"0f230695-4d6e-491d-8f56-599be3fc5811","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"d55bc6e9-6420-4f81-bbc5-6c6ebb3326c1","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"d517f46d-3917-4e48-847d-5f2f526be25e","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
