"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"eaf58dd6-c2de-4c71-8564-72e589eac679","","no-status-not-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"9afd65f5-548f-40f3-b888-005a47cd7ae6","","no-status-not-started","","folder","FALSE","FALSE","Health & Safety"
"eb31a299-f525-4b29-ab54-c5429295d876","","no-status-not-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"5e3d23cc-17f0-4ba2-a93a-ebeae85438c6","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"ee712c8b-4518-4b41-9b8e-754544bbdf57","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"2e29b05e-fb8d-42dd-9425-9b7894006084","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"7df10a05-3ea7-4355-b669-60042dba98ed","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"083280f8-194a-442f-9156-29633c775149","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"fc33c61f-de51-44ee-9a82-dfe6ef2bbf2e","","no-status-not-started","","folder","TRUE","FALSE","QA"
"c4400ddd-b08c-4612-862a-5de1e28e6513","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"5ef89767-6573-40ed-8bae-ef1e89d85ee4","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"816bb4a6-2174-4370-8bbb-62ff9c82102b","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"5550a89a-48f4-43b0-a49d-40ec8c1a523a","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"2203f816-239a-4a9c-a580-c72f01fe40db","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"7204337a-f9ed-4b07-a14d-92cc6fb2e801","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"69d57df3-315d-4984-812b-8b1d3a11dbbc","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"a977f817-9628-4457-bec8-caab2f13f3d3","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"0faac8e2-2cef-4878-8c70-87370d771fa1","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
