"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"14d24e81-64af-4a8d-870a-ecd07121f524","","no-status-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"a98db921-adff-40b1-a99b-bd2e78c77e43","","no-status-started","","folder","FALSE","FALSE","Health & Safety"
"8d6fbac9-ead3-4a73-be09-de92e21e8930","","no-status-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"38be11b0-1ccc-4dc3-8c0a-a867da4918ad","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"9116504c-2e8b-4ab5-b385-5945ac252ae6","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"719b70c6-be66-4268-8a4a-ee87af5cba9d","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"85e7b0cc-6ddc-4e56-b546-63adc352f2d7","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"9a2e94d9-9afa-412b-a84f-8a51fa9f5ed5","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"72d34e49-6953-4d87-9774-ccf24beda619","","no-status-not-started","","folder","TRUE","FALSE","QA"
"ef2c5431-136d-438b-9499-f1eae04a9980","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"f8f719ba-0de4-4f14-8028-f543bf2c0c39","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"572fab1f-9749-4d8e-b1c2-7c9c0e9bb16c","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"a1c25cf5-24d9-426c-9f04-8a796a6dd07a","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"9389d5a5-e865-435b-81ec-8e3a0c912723","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"d3d0057b-1be1-4978-9efd-59c3d7af9687","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"4fffd267-0245-4ea2-915c-df4bb682c24f","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"9b82f54e-95ed-4a86-9b16-c666df3de8ff","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"99f3474e-2ee3-43ea-b36b-50c165e100d3","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
