"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f28b5ec9-d0d7-4fe6-bf76-c259a91de598","","work-in-progress","","folder","FALSE","FALSE","Variations"
"f3be4ece-5e9c-41f1-8e95-e7b537a6c7a1","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","Roof reak inspection, damages and measurea"
"939ee9ad-e55c-4999-86d2-4765dc9a6e6b","","not-started","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","Trust waikato"
"a2fabb76-6939-4ade-9512-6118a96bb194","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","Trust waikato"
"68bdd606-05a6-428e-8b3b-fa2618adf3c1","","work-in-progress","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","19/06/24"
"9988d3f7-e2e0-4cec-b090-30efc0ea8ba2","","no-status-not-started","","folder","TRUE","FALSE","Mount Eng"
"383e3c5f-0db1-47a0-91c2-df3a34581ad2","","no-status-not-started","","folder","TRUE","FALSE","Mount Eng","Flashing "
"0fc138f4-a7b9-4409-abed-1488d80a38f8","","no-status-not-started","","folder","TRUE","FALSE","Paisley Avenue report 2"
"a1d3be04-9924-4f72-a1ab-f0197ee56670","","no-status-not-started","","folder","TRUE","FALSE","Paisley Avenue report 2","Report"
"9cfb0be7-eb56-4a95-b044-8b7ae0da81c4","","no-status-not-started","","folder","TRUE","FALSE","241 Ti Rakau Drive"
"eeafa259-abfd-4cc5-827a-e9c3dfc2bdb7","","work-in-progress","","folder","TRUE","FALSE","1a tapu Huapai"
"566b3bd5-4f79-46a0-b7fb-ed35af1bbf34","","work-in-progress","","folder","TRUE","FALSE","1a tapu Huapai","Roof1"
"4a019545-8629-4662-97db-a483f8197580","","work-in-progress","Daily Pre-Start Safety Briefing","checklist","FALSE","FALSE","1a tapu Huapai","Roof1","Daily Pre-Start Safety Briefing"
"2f4b293b-aa42-415c-8134-6f46930ed890","","work-in-progress","","folder","TRUE","FALSE","1a tapu Huapai","Roof2"
"c2454b2c-ff9c-48c6-b3c7-8650f0b06430","","work-in-progress","Daily Pre-Start Safety Briefing","checklist","FALSE","FALSE","1a tapu Huapai","Roof2","Daily Pre-Start Safety Briefing"
"8d52122a-4da3-4817-98da-d9b8c48d50c2","","work-in-progress","","folder","TRUE","FALSE","Hampton Downs "
"0f4282cd-9f04-4cfe-bd1b-d7b36a6b27d3","","work-in-progress","Final Defects/QA","checklist","FALSE","FALSE","Hampton Downs ","Final Defects/QA"
"16a20f6b-a313-4ce8-bdb8-85401ae34436","","work-in-progress","","folder","TRUE","FALSE","28 ulster place"
"9d271e63-7dc6-4f2c-9796-d1278204a01d","","work-in-progress","Daily Pre-Start Safety Briefing","checklist","FALSE","FALSE","28 ulster place","Task analyses "
"39b5b578-ccda-4040-82a3-936240d22bba","","pass","","folder","TRUE","FALSE","Counties power "
"5ac20322-3033-42ca-8326-8426af13abc9","","pass","Daily Pre-Start Safety Briefing","checklist","FALSE","FALSE","Counties power ","Daily Pre-Start Safety Briefing 31/10"
"20533e65-dc96-4b7b-83be-768ed350c0a9","","pass","Daily Pre-Start Safety Briefing","checklist","FALSE","FALSE","Andrew Simms Botany "
