"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9844a91b-e72a-4a71-8361-fb17b02e465e","","no-status-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"d97f2f00-869b-4b5a-94b5-f6444c998721","","no-status-not-started","","folder","FALSE","FALSE","Health & Safety"
"1dd841e6-3a7b-456b-94ed-ee8745baaca8","","no-status-not-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"ae041c61-feeb-439b-a688-ace8013fc699","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"a51b0aa5-8241-42f6-bcdb-bd5b73c6f941","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"9131143d-be85-456b-acb5-3f8397bd8377","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"e5ca20f9-fa9f-42bb-a8e3-5b760c3d9712","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"61920b78-af4e-40e3-9dfa-b5be1787f381","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"56f11145-dac6-4de2-9798-48d5d88ec93b","","no-status-not-started","","folder","TRUE","FALSE","QA"
"3b068ba0-e208-4d4f-ab4b-ab4a6cda4d47","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"f893a6e3-2a2d-4e54-9811-cca7a99e1f7e","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"dcb0cd54-c2b1-4a93-9aa7-e515dcb66214","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"22c179e7-c414-4c5f-93c7-cd50dc7f1346","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"84e080e1-e1a2-4937-90ef-3220a21bf990","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"9e974990-2b17-49c0-af40-f68ed8caf501","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"fcf34ebf-cde0-417f-8b70-a56f4a5c6b65","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"54fbb94d-40e6-4017-9a5c-059105a4fbf4","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"0d54ab7d-f600-4bc0-addd-e97eb06af519","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
