"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e4585587-a1f2-456c-a8eb-37daae5ce98f","","no-status-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"d78dcc00-b781-416f-8bb7-fd98cfcbf9e4","","work-in-progress","","folder","FALSE","FALSE","Health & Safety"
"5e8c62f8-4937-44a2-9dc1-a467b1da5bf6","","no-status-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"d4eba763-bd64-4de2-805f-f249978547a1","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"9cffe83e-9a49-4d06-98cc-2998629d10a1","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"7822aaa0-d28a-40d5-bf2f-9a1896c9d875","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"fbe93109-7a71-47f2-8b09-6790ed6e278d","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"39fc6ec9-c4a3-4599-b708-c5370b04365d","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"0abc7671-bb12-408a-bf64-499c0cfe1db6","","work-in-progress","H&S - Task Analysis","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis 26/02/2025"
"75bd32c4-8154-460b-8f5b-f24ac07c4310","","no-status-not-started","","folder","TRUE","FALSE","QA"
"b2e894d3-fdd0-4149-ba86-4de5a985bce1","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"193a2593-bbd1-4f1f-afbb-4c7f721ab9fd","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"3bf8ca73-15a1-4de2-bbd1-edeabd031a73","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"8cc1f788-97b0-4016-b1bd-21a789d1cb89","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"a5056ac0-01c8-4494-ad44-18faa1c9cd8a","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"15bcc4f2-023e-4f50-91cf-03a01ee6de28","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"77d46764-7290-4b3d-a8a0-948478daa007","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"4f82802e-bbe1-4ff1-8c69-85d88fefa0ae","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"34039b99-f6e4-4484-8877-7d93fe38d3df","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
