"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"29688907-cdcc-4283-a0c8-c395fa727d14","","no-status-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"b269807f-3fda-4596-be88-353fdd727707","","no-status-not-started","","folder","FALSE","FALSE","Health & Safety"
"5093bc9b-f6e5-4fee-9395-a54351a6c79c","","no-status-not-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"4febc521-f6c7-4549-9890-ec5c3cdf87ce","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"e24c44db-2f67-4bb0-a325-403fecd1f313","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"9fdcda6d-9fad-4a6b-8bcd-ca9b9b3ab959","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"f927ed18-fef0-4c52-8192-d0f4110fbca2","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"33ed2da2-39fe-4db2-87cc-54afea80b555","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"bca87958-973e-4c35-8400-331db93a5fa4","","no-status-not-started","","folder","TRUE","FALSE","QA"
"e13e3587-50a2-44c2-b5e4-00ad05a539d7","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"0dea17c5-68a8-43ed-812a-f1050cad6d24","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"490601bb-e03e-4585-82c5-3e164c634386","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"631c0fca-860c-46c5-884f-3f16c5a4b5ac","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"f70400b5-1ddf-420a-8297-a67232c8ba33","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"0b4b537c-2bb2-4ed2-bcb3-696be3d86c8a","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"2b40344f-9318-44a9-bd51-f34cf7caf556","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"96891ad4-5033-499d-8eaa-be0823b46d95","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"82dbbc83-74f3-4065-a414-d3176c96c663","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
