"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a02c4353-b515-4851-9016-d4920fa6ec55","","no-status-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"fb7fccd0-bdef-445e-867a-e724b0d16b10","","work-in-progress","","folder","FALSE","FALSE","Health & Safety"
"f8d368ba-6664-4dc4-be64-f94b12f004c5","","no-status-not-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"b5c13cc4-8988-43e0-bf16-2b2b34cb6aa6","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"5bb1fd4c-cd7f-4253-9d32-533fe34f3b02","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"9f50f4ac-7171-489b-8cb6-10b49c77fc12","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"b7f6daee-3ec3-4409-bcb8-183eb51091af","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"31d4608e-197e-419c-843b-8be1942480f1","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"695ad603-f121-4f49-8736-6a0470cce810","","work-in-progress","80bf1a3a761da83466809b52e37a98d666edb82060f60bcd505c5d65926fc18c","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis- Grosvenor demo"
"dea2ce55-0b1c-4a79-ba20-bd632c434842","","work-in-progress","80bf1a3a761da83466809b52e37a98d666edb82060f60bcd505c5d65926fc18c","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis"
"b6260a76-fdd8-47c9-8926-83a3716339e1","","no-status-not-started","","folder","TRUE","FALSE","QA"
"fe3ce765-9d91-4c0b-b007-a4e1b2f35901","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"ca1ebf0e-60a4-4d23-9d7d-8ba629e5427c","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"1cc21fba-72f6-4d0a-9a0d-a67282bfda64","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"d8db022f-3b24-4051-bb20-9f5c89f1dfb0","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"37bc7a88-5e29-4ead-a52f-8fa18c38d67c","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"b883b59e-1290-48ae-9de2-077809fc5112","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"71e2dc07-df7c-4e5a-bfe8-b207942a17aa","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"9b90454d-1874-4b33-81e2-4333ec797b44","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"70ecb213-c799-4c10-8307-5c44ea833409","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
