"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"112f36e6-1630-46bb-a629-9b2e0327ecd1","","no-status-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"20b32a7e-947d-4e10-9ebf-a9dcc239870b","","work-in-progress","","folder","FALSE","FALSE","Health & Safety"
"dbb72d26-8739-46b0-890e-676d9172975f","","no-status-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"25007bf2-b5db-4124-91ed-e5f36a96f64c","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"85ea5787-9cc1-486a-960b-6fd4fa35d0ff","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"7b6a2fc2-e327-49d5-8147-c7ded8748993","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"a63d81f5-4566-4cd6-b16c-a249afb4c26d","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"d58093c5-be05-4072-b5aa-e86c22eb0c5e","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"3404ff2e-d24b-483e-9da8-45bdae98d29b","","work-in-progress","80bf1a3a761da83466809b52e37a98d666edb82060f60bcd505c5d65926fc18c","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis 30-09-24"
"086c1b2b-47bd-4499-a5bd-ede6a665059c","","work-in-progress","80bf1a3a761da83466809b52e37a98d666edb82060f60bcd505c5d65926fc18c","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis 31/10/24"
"8cc7b2db-c719-4184-b4ea-74f1357c2a37","","work-in-progress","","folder","TRUE","FALSE","QA"
"9e56c04b-8f1f-4e5b-8b87-3f78ea5ceb00","","work-in-progress","QA - Coloursteel Cladding","checklist","FALSE","FALSE","QA","QA - Coloursteel Cladding"
"fb8c75f5-4db3-4263-8b36-3c6afaa6700a","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"33ccaa95-a228-4653-a337-e0861d3ee749","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"13421538-6e88-4833-8678-8ff27e053d11","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"2e13a4e5-cb74-41b3-86ec-16552e3c1820","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"282ad773-be7e-424f-9d54-0b32de2798b5","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"13d754fe-f3c7-4a15-b3b0-57b7a7dad460","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"6f2f8f81-a166-45a1-bc4d-d02b7542204d","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"8d5691c4-c18a-4a76-aa76-3683ce5a4e75","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"4160a78a-b457-4efb-913d-652aa20f3db9","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
