"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b52abaec-9dd3-41c2-ad09-e5e880b6edc0","","no-status-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"29e2ac5b-fcec-4347-abca-edc87ff7e03f","","work-in-progress","","folder","FALSE","FALSE","Health & Safety"
"7f0bd079-0740-4cef-8155-840998a26e83","","no-status-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"3982076e-bfe9-477e-960b-e0529baf0a0e","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"f9422e2d-a424-42d7-8761-6a2ffb56d4f3","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"9ddfd7f3-9c8e-4e5a-9e48-a4775b12b4cc","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"c8463339-8046-423d-80b5-f1543e3f048c","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"302e7103-c476-4e0b-abef-f2ad26ec4af7","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"041fc078-167e-472a-bd05-8be1aaf62509","","work-in-progress","80bf1a3a761da83466809b52e37a98d666edb82060f60bcd505c5d65926fc18c","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis 17/1/25"
"d276daa4-227a-404a-9218-69247dc60b64","","work-in-progress","H&S - Task Analysis","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis"
"46af312e-81ca-4ff9-ab25-5eab04083c63","","work-in-progress","","folder","TRUE","FALSE","QA"
"9f4ff411-5c36-44c7-9488-a3f7fb0e4df9","","work-in-progress","QA - Coloursteel Roofing Checklist","checklist","FALSE","FALSE","QA","Coloursteel Roofing"
"f4539894-fff5-460b-93ee-ba4ae59ac104","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"a405d6f0-37f0-4cf7-ae59-6e16cc4f406c","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"10a79a1c-69ba-47f2-90b6-127ba0560f3f","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"50b0f1be-ee4e-4c68-b2e2-e3e5a4c836b2","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"d5dc55bc-a862-438d-9345-4e7e8f98c765","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"6dfbac44-3bf0-4dc2-9b63-007a02a07826","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"b90af447-cb5e-4d18-881b-1b96e309515b","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"fdd0628f-0764-4939-982d-7137cf0d1229","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"beb6dcb5-059d-4d0d-acc3-fb4cf0bacc88","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
