"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8040705b-e462-4c5e-b633-873b9e72149a","","no-status-not-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"91514ccd-a37b-4c30-889f-2e7cb0fcab2d","","no-status-not-started","","folder","FALSE","FALSE","Health & Safety"
"7b53b9d2-2edb-4800-86a2-d7257e0bf5f6","","no-status-not-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"e089e76a-3435-4347-912b-5c789db719b3","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"4f2661e4-55ee-4f40-a67c-894c5d604d73","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"a5454cc5-6dcf-489a-a60e-abf06ec3c800","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"981ae7c7-4cc8-4fbc-8e69-915200330e07","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"d2f400b4-8dad-4094-b9b5-db6b5698a055","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"32e3e29f-2ed7-477e-a584-f0136e98f7ff","","work-in-progress","","folder","TRUE","FALSE","QA"
"3600a86d-06cd-4cc4-9ab1-e8a997c87884","","no-status-not-started","","folder","TRUE","FALSE","QA","Flafhing"
"3bcac9ed-fd2e-4648-bac2-a8bfdf87522f","","work-in-progress","Add Roof Report","checklist","FALSE","FALSE","QA","Roof Report"
"59186e20-4fde-409a-b73a-acecdc9e8de0","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"b25b5f18-4a7c-436a-9ebf-bc57204dde90","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"de18068e-76a4-4e45-9b57-7fe6eef3f7b5","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"faf4e355-7c2f-43d1-b763-e8ef92f074e2","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"56e1b772-4c2f-40c1-a33c-62b5cd9edbd3","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"23239e1f-b1e5-43b4-a210-782667e5dd2d","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"45c41ce5-b4d4-426c-8340-d8a4ce32b54f","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"9616a982-7054-42eb-9870-2b53d78834d6","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"4eaf246b-89e6-4ffb-9643-c1e56fcdee1e","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
