"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5078dbff-8fb5-4715-84a1-41c51680afa7","","no-status-not-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"78d5d88c-091d-434e-a36b-5d1ee7e6de94","","work-in-progress","","folder","FALSE","FALSE","Health & Safety"
"450ab658-5f9e-4785-8bee-1bfb8916013b","","no-status-not-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"b60635e0-5565-4b6a-bca1-d948e82dc7e1","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"ff080182-094c-4787-bacf-6bee950a4a1e","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"ca7ebb40-0d13-4ad3-aebd-6e03e74851bf","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"350de9d8-f410-46df-a1db-0c15acc827a9","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"4598ec33-8fa1-4074-a989-91c2f6ed36ca","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"f4756742-779d-427c-9020-cb933db9e285","","pass","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","H&S - Site Safety Inspection 17/06/24"
"dd73d61c-41b1-44fd-a1e3-86cee202dabd","","work-in-progress","3eb60bac729774bbad29a6e421eb33b5d82bc383dadace99f1ce878bc81c9e68","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis 17/06/24"
"3adfe5de-1dfa-4861-a175-ec511b0eacf5","","no-status-not-started","","folder","TRUE","FALSE","QA"
"5eb0137f-1ead-4292-9317-843c833158ff","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"98d015c2-eb3e-4d2f-9bfb-fe57a6401525","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"ba2a0ced-287e-44e6-9fd3-00eb85b35d86","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"3c68db5d-d876-41f9-b09d-7eeaba7a68e3","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"7f08216c-ba0b-4c28-a942-dd8507239540","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"afe8185c-b762-4f13-a40b-f9c079764267","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"a1c5aeff-5c31-465f-af74-451efa90ad82","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"46dd4a3c-39c5-4eda-82eb-2c817090e517","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"9bfb3bcb-75f5-467c-af03-4e90d5bef62d","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
