"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ba209ed3-06a6-4ee5-a2da-6e291ddc605b","","no-status-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"d249dd1d-71c4-45e9-8094-db653d0d82fe","","no-status-started","","folder","FALSE","FALSE","Health & Safety"
"6b0f2889-6a2e-4b95-a603-d74ef116db27","","no-status-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"9da2af95-97f4-489a-9714-bed943571b22","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"df9fa333-e23e-47e6-b2e8-abecb9f6283b","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"4f6a464f-6d11-4fdc-aaf6-00222ec6a8a0","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"b94ec61f-572a-4d81-98ac-0f8df87b0830","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"3b1115c5-a728-477d-aa93-0f10005f2b9f","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"5b389a61-ea8b-4559-8819-9b4e74a79e83","","no-status-not-started","","folder","TRUE","FALSE","QA"
"b6211276-d16a-48e7-adac-9b344f181ae5","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"6fef17e9-6a9c-411b-a10e-a735eb61d31b","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"a9db5ef6-7b22-4420-a7a4-2adfbf1bea6e","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"38f67795-83f3-4523-b15b-cdf6f4159c01","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"1345bf58-2afa-4d49-8943-a47cb9010b99","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"cda21392-3791-4c78-a1ec-3f252b0a23c2","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"ab7e6eb6-db26-400b-a759-256833e563bb","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"3cf7de95-57e1-4c03-a5e1-253800a89a5c","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"c85543bf-536c-4af4-9af3-f5b6b22a518f","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
