"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5f865196-0990-4761-be3b-f0511f6d8b40","","no-status-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"debe6c4d-81fd-4d5c-908f-3d854e06247f","","work-in-progress","","folder","FALSE","FALSE","Health & Safety"
"160df169-3a6d-4996-b992-a14929204da3","","no-status-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"689ed334-7e4f-457f-9c49-413bb222118a","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"df43875e-19c7-4409-bb55-0d80c815a974","","pass","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"9ffe43ba-47e0-4e96-8110-6ed971b55980","","pass","H&S - Toolbox Minutes","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Minutes 14/11/24"
"7ddb1b5c-ca85-4455-82b8-ffcb4dd05e59","","pass","H&S - Toolbox Minutes","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Minutes 27/11/24"
"27ea0042-26c7-4082-8ff0-e0928b5050ce","","pass","H&S - Toolbox Minutes","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Minutes 11/12/24"
"f12473a8-7d2f-4406-9c77-6e470e0c8c2b","","pass","H&S - Toolbox Minutes","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Minutes 05.02.25"
"4801b3ed-d7b9-4fa8-a569-1174b71e8047","","pass","H&S - Toolbox Minutes","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Minutes 25/02/2025"
"d93c3d77-2276-4088-a4fb-47f4ed5833b4","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"0160abc5-6719-4fd9-bbb9-c4f3dffd82ab","","pass","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","H&S - Site Safety Inspection 14/11/24"
"ca3c3daf-66c6-48b7-8b36-fc04d2208a5c","","pass","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","H&S - Site Safety Inspection 27/11/24"
"7cd0897b-4350-4706-91cd-f2ab000f2eee","","work-in-progress","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","H&S - Site Safety Inspection 29.01.25"
"836af13b-1cb4-410a-92e7-80b49da9c07a","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"d5a029b6-f902-4776-8a20-4390c02a848e","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"da6bf4d1-1f01-4902-a3d0-c56f0ad3d749","","work-in-progress","80bf1a3a761da83466809b52e37a98d666edb82060f60bcd505c5d65926fc18c","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis 14/11/24"
"f670d79e-219b-4852-9aad-708d622f4360","","work-in-progress","80bf1a3a761da83466809b52e37a98d666edb82060f60bcd505c5d65926fc18c","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis 27/11/24 11/12/24"
"dd1e82c8-c830-4e85-86fd-3c53a8e70f37","","work-in-progress","80bf1a3a761da83466809b52e37a98d666edb82060f60bcd505c5d65926fc18c","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis 05/02/2025"
