"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"286ede4a-bfe8-4354-b5fe-5e59e217614f","","no-status-not-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"a8fa414f-4425-4559-a431-663688dcc34e","","no-status-not-started","","folder","FALSE","FALSE","Health & Safety"
"5caeaa99-8c53-4f72-aa28-d697b1f0540e","","no-status-not-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"eddb3397-3547-4b28-a7e4-a427057c9159","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"992ff4ea-a2ff-43d3-b4c4-22a1122bf5b3","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"fe638f81-bbd5-4a37-aa93-bbe39334f83b","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"5d44281d-2aa5-4b85-bf22-e88c03ad5dd3","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"7916ad6d-f1e8-44a0-994c-78c101c2ef35","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"beb13616-ab62-41bf-99bb-c24592e846ad","","work-in-progress","","folder","TRUE","FALSE","QA"
"6c10d3d1-3b99-41f2-ae24-15461f81e29e","","work-in-progress","QA - Kingspan Roof Checklist","checklist","FALSE","FALSE","QA","Kingspan Roofing"
"45ff4d02-d420-4011-b95a-c7a7d76705ee","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"2bc695b5-c614-4e59-a748-68341bf19972","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"94634084-4324-4992-b848-f1d094ec1229","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"f29dbb6d-1c09-423f-86cf-f02ff7a47d0b","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"a8963fe2-529a-41b6-bec4-c026d340c6ec","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"750c027e-a081-4ac2-873b-5c62fec410b3","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"b750ce46-418f-419b-af7e-39b7e6966c4f","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"521a6f13-2e41-4428-a049-8a6da9c88121","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"84474100-dd28-422e-b39a-fe7c1c4780bf","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
