"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8087e01d-514b-47c1-badf-f5eb7fb8b695","","folder-normal","work-in-progress","","step","TRUE","FALSE","Footings Ground"
"3710f621-f3f5-42e7-ade2-3f1a1a0fa91d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Footings Ground","Grid 1"
"beb0cbc7-6c14-48ae-a5ab-189be8b5a952","","checklist-sectioned","work-in-progress","022008dc6d8b3dc39ccbc891c3c60c55f8ca9f7f2809adc7dd26f6b88d914951","checklist","FALSE","FALSE","Level 5 Slab","Grid 12","Precast Install - Flashing"
"3afa2dd7-477a-4eb9-a047-0743f9be565c","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 12","Precast Install - Flat Slabs"
"b2cebed3-76fd-4eef-9875-5d4e4350c803","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 12","Window door Opening / Framing"
"df984cfd-c3d7-4347-bdb5-a8e130da50d2","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 12","Framing to steel beam"
"eb9948bf-9212-4702-b8c3-991183f6540c","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 12","GIB Weatherline"
"672d2b21-72d7-4239-b885-4d37e48adc12","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 13"
"c166e533-1c16-4eea-9cb8-dfd71787a0e8","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 13","Upper Floor Slab"
"ee58c4ac-00e6-45d2-92f1-8620b112b850","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 13","Precast Install"
"ff9c4172-618a-481b-aa1b-00212f2d931e","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 13","Precast Install - Flat Slabs"
"73851a7f-5856-440e-835f-77ba3c90bf91","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 13","Window door Opening / Framing"
"7fb49533-e4d5-4270-a410-65067aa92fdf","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 13","Framing to steel beam"
"2b8825ee-7e75-4815-8642-db955cbb49b2","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 13","GIB Weatherline"
"098db886-4eaa-4184-ad73-06bbf534c03b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 14"
"5a2b02d1-f1d5-4908-9041-e28a44ba85c1","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 14","Upper Floor Slab"
"57b8eef7-7147-433a-a69d-c753056980f4","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 14","Precast Install"
"900fd0a2-5a19-4dcb-9b3f-f596982c957e","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 14","Precast Install - Flat Slabs"
"ba8dc181-9b07-4af6-993e-2f2b8450ee50","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 14","Window door Opening / Framing"
"7e1dd48f-dc8b-4c00-a17a-9ddeaafe301b","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 14","Framing to steel beam"
"d4b96e03-510c-4b75-850e-54768ec1922b","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 14","GIB Weatherline"
"954118bf-442e-42b0-88fc-41d26ab3d4b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 15"
"011fe77d-3df7-4d3c-8916-c2b908109343","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 15","Upper Floor Slab"
"c2ac93bb-6c9e-47f0-ae91-6f772ab47add","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 15","Precast Install"
"7b2b0cd7-0b8e-4bb9-a2a3-6f2310c58a15","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 15","Precast Install - Flat Slabs"
"40811058-8029-4252-8b20-fd973b8432a6","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 15","Window door Opening / Framing"
"3efc870a-c4ad-4145-b083-159fb7667e1c","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 15","Framing to steel beam"
"9acef955-1b1e-4604-a024-258cf4d1422b","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 15","GIB Weatherline"
"c36ca0b7-a5c9-4839-986c-bfa3abf54c67","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 16"
"cd374b08-80e3-42a2-8230-3e14ed580cb6","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 16","Upper Floor Slab"
"d175c837-bce8-4a95-8ea9-870642b942c6","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 16","Precast Install"
"b0b67cd7-d72c-476a-a5e5-1abbbc899ea3","","checklist-sectioned","work-in-progress","022008dc6d8b3dc39ccbc891c3c60c55f8ca9f7f2809adc7dd26f6b88d914951","checklist","FALSE","FALSE","Level 5 Slab","Grid 16","Precast Install - Flashing"
"ca07ddcf-2a02-4ebe-9844-02da9bf1d564","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 16","Precast Install - Flat Slabs"
"b0f5d119-5c16-4f7c-a277-28ff702d02e6","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 16","Window door Opening / Framing"
"60713f8d-fd75-48d6-b022-fd3da0509f7d","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 16","Framing to steel beam"
"d5347cc1-3274-43a1-8661-1f5f2cd9f75b","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 16","GIB Weatherline"
"8ffca67c-162f-4f92-92bb-d7ebb996df1f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 17"
"38284f6b-8c6b-48c3-9689-2c9780187eb3","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 17","Upper Floor Slab"
"014781e0-1d0c-4f89-baaa-8a7d79a23875","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 17","Precast Install"
"a6d5e650-53d3-42ff-a453-ea8341c05c83","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 17","Precast Install - Flat Slabs"
"21c19ded-3a82-4c42-9943-ac9f8773eb0e","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 17","Window door Opening / Framing"
"5e0e79eb-dd51-4b3d-80ee-9e6377b880f1","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 17","Framing to steel beam"
"09e6c653-65d2-46f7-ad38-d9e64e91b48e","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 17","GIB Weatherline"
"612bed97-fb36-4e85-b72a-f0005273a2ba","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 18"
"24eea0a8-1291-4e74-946e-5505572de515","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 18","Upper Floor Slab"
"9be7b3e6-6a90-4f99-9667-5babed86f467","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 18","Precast Install"
"6d5b85bb-ac48-4e05-965e-f527e2a6567b","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 18","Precast Install - Flat Slabs"
"3014b0c7-ad8f-4001-8900-6da3a5740eaf","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 18","Window door Opening / Framing"
"8df844d4-f9d7-4f47-a5dc-362a26783f9a","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 18","Framing to steel beam"
"47d786df-fdea-4e42-9105-c90471baadfa","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 18","GIB Weatherline"
"cd9b31ae-f59c-4439-a0b6-dc30b1b3de92","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 19"
"dc1ed077-e8b6-422a-9c41-84086b21bb88","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 19","Upper Floor Slab"
"e1159c60-4a6e-4ca4-8448-b13a74eba7b1","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 19","Precast Install"
"dd640619-7749-46c0-9875-95d04e741d2b","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 19","Precast Install - Flat Slabs"
"880c43b1-73c2-4706-965b-80a7ac83bd07","","checklist-flat","work-in-progress","Precast Install - Balcony","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 19","Balcony Install"
"7523344f-c086-4223-bd0e-d5cff81b51f3","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 19","Window door Opening / Framing"
"8092c190-ee1d-4526-a4d6-7b11fab1f151","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 19","Framing to steel beam"
"92d0a02a-2176-4aca-8d66-5093b833c94d","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 19","GIB Weatherline"
"440f08c0-34bc-4034-9f8d-8b50cc2b4601","","checklist-sectioned","not-started","Balcony Soffit Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 19","Balcony soffit framing"
"b947c849-9f1f-43f3-b0a8-0a31dce8cb17","","folder-normal","not-started","","step","TRUE","FALSE","Level 5 Slab","Grid 20"
"fd029ef5-880c-43ea-af9e-1fdf46a1cfa6","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 20","Upper Floor Slab"
"6a87b608-b373-479e-a0e1-bdb61f3e61ae","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 20","Precast Install"
"26812233-b13c-4893-8d82-f05e2cc13f94","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 20","Precast Install - Flat Slabs"
"1a00db81-e2da-4df1-b6b9-4bcbce562de5","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 20","Window door Opening / Framing"
"8399d328-2c28-40ed-9e6d-d5e90ff77c39","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 20","Framing to steel beam"
"7cf6c043-127b-4f4e-a07c-f8ef5554c583","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 20","GIB Weatherline"
"74e38d9d-4baa-4ad8-b19e-96235e15c3fe","","folder-normal","not-started","","step","TRUE","FALSE","Level 5 Slab","Grid 21"
"54fba438-8801-4551-bee7-2e26d76c242d","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 21","Upper Floor Slab"
"afca7fb9-8fc3-43f3-ab43-bef75d2fe44f","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 21","Precast Install"
"e77acea4-99f6-4a8e-b032-332e8d871971","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 21","Precast Install - Flat Slabs"
"d2583828-609e-4665-a9f8-1d3fc724b31e","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 21","Window door Opening / Framing"
"933d4bbb-b78c-4e24-9209-09760db5ea0d","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 21","Framing to steel beam"
"7915041e-af52-4f65-a181-8a6d60c023df","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 21","GIB Weatherline"
"469b9f0c-b0ea-4f19-8b47-fdd29a51f82f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid A"
"5a4c1c35-f25e-4563-a1e7-6bf63142f59d","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid A","Upper Floor Slab"
"c07b58ca-baaa-4bb7-aff9-a44ea2733c63","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid A","Precast Install"
"7f57dfec-a3e9-4816-869b-958a26d721d8","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid A","Precast Install - Flat Slabs"
"d113b9d4-38a6-44dc-863a-e7dd7dfcd3f2","","checklist-flat","work-in-progress","Precast Install - Balcony","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid A","Balcony Install"
"93d814eb-24d9-4a5e-a428-606a8fc6d03e","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid A","Window door Opening / Framing"
"44871f63-29f8-4946-ba2d-34c2238d93a0","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid A","Framing to steel beam"
"14bcd508-fc8a-415b-8032-20aff52b4c57","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid A","GIB Weatherline"
"2913b0f3-7996-4dcc-8314-7f271e354090","","checklist-sectioned","not-started","Balcony Soffit Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid A","Balcony soffit framing"
"9df2ffce-3d65-4e1d-8bc0-e341280852e8","","checklist-sectioned","not-started","Roof Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid A","Roof Framing"
"c6715a30-c091-4d61-b449-15f170ca17bf","","folder-normal","not-started","","step","TRUE","FALSE","Level 5 Slab","Grid b"
"51a386e0-27d3-4123-89e2-052398c0399f","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid b","Upper Floor Slab"
"c3d2ba49-0cf9-4814-aad0-e0bb0db7e025","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid b","Precast Install"
"f097a460-441d-47a8-a0f0-5628fc27b2fe","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid b","Precast Install - Flat Slabs"
"41e74982-a5d3-4447-80d5-6b3266f45a78","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid b","Window door Opening / Framing"
"28605d0f-06ed-4c1c-9be4-35a4c4ae80fa","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid b","Framing to steel beam"
"06919318-f99a-441c-ab5b-2a2f72991cbf","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid b","GIB Weatherline"
"e5e2aa51-32a5-439c-9e99-07e5d39330c0","","folder-normal","not-started","","step","TRUE","FALSE","Level 5 Slab","Grid c"
"be124da6-0eb7-4a6b-8e9e-d8304f395917","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid c","Upper Floor Slab"
"8633f6f3-66a6-42e6-944d-2fa60c646395","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid c","Precast Install"
"ce29c8c2-3320-44dd-8448-6524200bdbcd","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid c","Precast Install - Flat Slabs"
"75c2f130-dc6a-4caa-b688-5855cb2f1ffe","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid c","Window door Opening / Framing"
"b9fc9b9c-4341-4381-ad20-b084aef39422","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid c","Framing to steel beam"
"961a2352-ad67-49ff-994d-ca359205a62c","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid c","GIB Weatherline"
"8acc0c69-9f4c-4704-9919-de436367b1b6","","checklist-sectioned","not-started","Roof Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid c","Roof Framing"
"d560eed5-33a6-43a4-ba6a-829c744190af","","folder-normal","not-started","","step","TRUE","FALSE","Level 5 Slab","Grid d"
"0be79ada-8e18-446d-97a1-0db769f53eb6","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid d","Upper Floor Slab"
"9df48f12-abd2-4c15-92ef-d6947dd7424f","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid d","Precast Install"
"b70c68ae-9872-4fc4-a49b-d65fa69a5a49","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid d","Precast Install - Flat Slabs"
"35f18a7b-d189-4bed-a46a-cf81c6f42354","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid d","Window door Opening / Framing"
"5204fdd3-828d-411c-8255-9fc8a162b6da","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid d","Framing to steel beam"
"b221db01-fb22-455c-b0d3-8f1ad47b1b71","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid d","GIB Weatherline"
"a780763d-c7c0-4001-9e46-e3dc6bbe988c","","folder-normal","not-started","","step","TRUE","FALSE","Level 5 Slab","Grid e"
"127ba486-8484-45a1-9cc9-6394e2b38cbb","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid e","Upper Floor Slab"
"d501b090-68e0-4842-91d5-07c80fc70ef7","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid e","Precast Install"
"0d639b23-0e49-4f80-b59a-26ee3fe8b12e","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid e","Precast Install - Flat Slabs"
"4ce2888d-8836-4ff0-b788-f16d6450cd27","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid e","Window door Opening / Framing"
"bbb68d23-c697-4e26-9b75-32c6e6891221","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid e","Framing to steel beam"
"b81c9171-3855-4ff2-8806-5d0c522203fd","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid e","GIB Weatherline"
