"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d355112d-06d7-4c00-8efe-71b6f108c748","","checklist-flat","","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"2a455a42-e698-453f-b265-9427e704c3b6","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA"
"563f861a-30d8-44d4-a26a-90b03834f014","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","Double Tees"
"2c92cca7-7453-4186-bcc1-8d8a19b1e187","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","Ribs"
"24769fc4-eb98-40ab-8555-027d19886ece","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","Flat Slabs"
"7f9448f8-0e5a-4f70-b7b1-b6958b035512","","checklist-sectioned","","QA - Stahlton Quality Checksheet","checklist","FALSE","FALSE","Manufacturing QA","Flat Slabs","1010_FS100_1/8/23"
"418bd429-c649-4161-8fb6-fee8717ccd93","","checklist-sectioned","","QA - Stahlton Quality Checksheet","checklist","FALSE","FALSE","Manufacturing QA","Flat Slabs","1010_FS100_2/8/23"
"277a355c-d9b5-4876-8ef4-2839aecc0f73","","checklist-sectioned","","QA - Stahlton Quality Checksheet","checklist","FALSE","FALSE","Manufacturing QA","Flat Slabs","1010_FS100_3/8/23"
"ff068198-5bf5-401a-89c0-9134e9ed56a0","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","Flat Slabs","1010_FS100_4/8/23"
"136b6662-1d75-4570-81e4-6caafc1e0c61","","checklist-sectioned","","QA - Stahlton Quality Checksheet","checklist","FALSE","FALSE","Manufacturing QA","Flat Slabs","1010_FS100_4/8/23","1010_FS100_4/8/23"
"2216530b-47fa-4e54-a8b0-a61c66f64001","","checklist-sectioned","","QA - Stahlton Quality Checksheet","checklist","FALSE","FALSE","Manufacturing QA","Flat Slabs","1010_FS75_7/8/24"
"7bd7673e-7f43-411d-aab8-1f2c92f721d8","","checklist-sectioned","","QA - Stahlton Quality Checksheet","checklist","FALSE","FALSE","Manufacturing QA","Flat Slabs","1010_FS75_8/8/23"
"e568eb4f-2553-4919-9777-9c3558215c23","","checklist-sectioned","","QA - Stahlton Quality Checksheet","checklist","FALSE","FALSE","Manufacturing QA","Flat Slabs","1010_FS75_9/8/23"
"fa78b722-63ea-486f-8eb9-ec2ce64eb42e","","checklist-sectioned","","QA - Stahlton Quality Checksheet","checklist","FALSE","FALSE","Manufacturing QA","Flat Slabs","1010_FS75_10/8/23"
