type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Promet Board Installation,,,,,,,
section,Details,,,,,,,
checkpoint,Promet around beam or column,,,,,,,
checkpoint,Using right product,,,,,,,
checkpoint,Support angle install,,,,,,,
checkpoint,Wedge nogging install for board joint,,,,,,,
checkpoint,Using right fixing,,,,,,,
checkpoint,Using right penetration detail,,,,,,,
checkpoint,Fire sealant as per detail,,,,,,,
checkpoint,Additional Fire Detail ,,,,,,,
