Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Stage 1 - B01 Overall Progress,,,,,,
,Scope,,,Stage 1 - B01,,
,Rows,,,,,
,,Ground Floor - Area A ,grouping,Ground Floor - Area A ,,
,,Café,expanded,Café,Ground Floor - Area A,Stage 1 - B01
,,Toilet Lobby,expanded,Toilet Lobby,Ground Floor - Area A,Stage 1 - B01
,,ACC WC,expanded,ACC WC,Ground Floor - Area A,Stage 1 - B01
,,WC,expanded,WC,Ground Floor - Area A,Stage 1 - B01
,,WC,expanded,WC,Ground Floor - Area A,Stage 1 - B01
,,Sales Office 1,expanded,Sales Office 1,Ground Floor - Area A,Stage 1 - B01
,,Sales Office 2,expanded,Sales Office 2,Ground Floor - Area A,Stage 1 - B01
,,Cleaner Stairs,expanded,Cleaner Stairs,Ground Floor - Area A,Stage 1 - B01
,,Stair 1,expanded,Stair 1,Ground Floor - Area A,Stage 1 - B01
,,Entry,expanded,Entry,Ground Floor - Area A,Stage 1 - B01
,,Reception Desks,expanded,Reception Desks,Ground Floor - Area A,Stage 1 - B01
,,Managers,expanded,Managers,Ground Floor - Area A,Stage 1 - B01
,,General Office,expanded,General Office,Ground Floor - Area A,Stage 1 - B01
,,Meeting Room,expanded,Meeting Room,Ground Floor - Area A,Stage 1 - B01
,,Valve Room,expanded,Valve Room,Ground Floor - Area A,Stage 1 - B01
,,Corridor - Grid 12-15,expanded,Corridor - Grid 12-15,Ground Floor - Area A,Stage 1 - B01
,,Corridor - Grid 15-22,expanded,Corridor - Grid 15-22,Ground Floor - Area A,Stage 1 - B01
,,Lift 1,expanded,Lift 1,Ground Floor - Area A,Stage 1 - B01
,,Lift 2,expanded,Lift 2,Ground Floor - Area A,Stage 1 - B01
,,Flat Lift,expanded,Flat Lift,Ground Floor - Area A,Stage 1 - B01
,,Chemical Store,expanded,Chemical Store,Ground Floor - Area A,Stage 1 - B01
,,Inward Goods,expanded,Inward Goods,Ground Floor - Area A,Stage 1 - B01
,,Buggy Room,expanded,Buggy Room,Ground Floor - Area A,Stage 1 - B01
,,Comms Room,expanded,Comms Room,Ground Floor - Area A,Stage 1 - B01
,,Waste Room,expanded,Waste Room,Ground Floor - Area A,Stage 1 - B01
,,MSB Room,expanded,MSB Room,Ground Floor - Area A,Stage 1 - B01
,Columns,,,,,
,,Hatches,,Hatches,,
,,Flashing Installation,,Flashing Installation,,
,,Soffits,,Soffits,,
,,Installation of Aluminium Joinery ,,Installation of Aluminium Joinery ,,
,,"Windows, Sliders & Sealants",,"Windows, Sliders and Sealants",,
,,Fire door installation,,Fire door installation,,
,,Internal door installation,,Internal door installation,,
,,Handrails,,Handrails,,
,,Hardware Installation ,,Hardware Installation ,,
,,Skirting/Architraves & Trims,,Skirting/Architraves & Trims,,
,,Installation of Internal carpentry items - Bathroom,,Installation of Internal carpentry items - Bathroom,,
,,Brick Lintel bars installation,,Brick Lintel bars installation,,
