type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Demolition,,,,,,Demolition Checklist
checkpoint,Isolate and remove existing light fitting,,,,,,
checkpoint,Strip Out Cabling,,,,,,
checkpoint,Label Live existing,,,,,,
checkpoint,Isolation sign off sheets updated,,,,,,
checkpoint,Remove exisiting cabling,,,,,,
checkpoint,Re support remaining live cables,,,,,,
,,,,,,,
checklist-flat,Cable Tray,,,,,,Cable Tray Checklist
checkpoint,Seismic bracing PS1 received,,,,,,
checkpoint,Hangers installed,,,,,,
checkpoint,End caps fitted,,,,,,
checkpoint,Cable tray installed and secure,,,,,,
checkpoint,Seismic bracing completed,,,,,,
checkpoint,Seismic PS3 Completed,,,,,,
checkpoint,Seismic bracing PS4 signed off,,,,,,
,,,,,,,
checklist-flat,First Fix,,,,,,First Fix Checklist
checkpoint,Issued construction drawing set - Comment date:,,,,,,
checkpoint,All lighting circuits installed,,,,,,
checkpoint,All Dali Sensor cabling installed,,,,,,
checkpoint,All power circuits installed,,,,,,
checkpoint,Conduits Secure,,,,,,
checkpoint,Light fitting bases level and secure,,,,,,
,,,,,,,
checklist-flat,Second Fix,,,,,,Second Fix Checklist
checkpoint,Conduits Secure,,,,,,
checkpoint,All Light Fitings Tight & Secure,,,,,,
checkpoint,Fixtures Level & in Place,,,,,,
,,,,,,,
checklist-flat,Commissioning and Testing,,,,,,Commissioning and Testing Checklist
checkpoint,Test Sheets completed,,,,,,
checkpoint,Nexus Fittings Tested and Commisssioned,,,,,,
checkpoint,Lighting Control Tested,,,,,,
checkpoint,COC completed,,,,,,
checkpoint,Asbuilts completed,,,,,,
,,,,,,,
checklist-flat,Distribution Board,,,,,,Distribution Board Checklist
checkpoint,Mains installed and terminated,,,,,,
checkpoint,Sub circuits installed and terminated,,,,,,
checkpoint,Circuit Chart Completed,,,,,,
checkpoint,Blanks Fitted,,,,,,
checkpoint,Core ID's fitted,,,,,,
checkpoint,DB clear from swarf,,,,,,
checkpoint,Cables neatly loomed,,,,,,
checkpoint,CT Metering installed,,,,,,
,,,,,,,
checklist-flat,Photos,,,,,,Photos Checklist
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,Test Sheets,,,,,,Test Sheets Checklist
checkpoint,Ductor Testing Completed,,,,,,
checkpoint,Continuity Testing Completed,,,,,,
checkpoint,Earth Resistance Testing Completed,,,,,,
,,,,,,,
checklist-flat,Earth Pit 1,,,,,,Earth Pit Checklist 1
checkpoint,Earth Pit Installed,,,,,,
checkpoint,Terminal Plate Cast Into Top Of Pile Cap,,,,,,
checkpoint,Terminal Plate Terminated ,,,,,,
,,,,,,,
checklist-flat,Earth Pit 2,,,,,,Earth Pit Checklist 2
checkpoint,Earth Pit Installed,,,,,,
checkpoint,3.6m Earth Rod Install 0.1m Below Ground,,,,,,
checkpoint,Grading Ring Cadweled 0.5mm Below Ground,,,,,,
checkpoint,Down Conductor Cadwelded 0.15mm Below Ground,,,,,,
,,,,,,,
checklist-flat,Earth Rods,,,,,,Earth Rods Checklist
checkpoint,3.6m Earth Rod Install 0.1m Below Ground,,,,,,
checkpoint,Grading Ring Cadweled 0.5mm Below Ground,,,,,,
,,,,,,,
checklist-flat,Ducting,,,,,,Ducting Checklist
checkpoint,Delivery Docket Received,,,,,,
checkpoint,Welding Report,,,,,,
checkpoint,Mag Slab Layed,,,,,,
checkpoint,Photos,,,,,,
