"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"92e7764f-7859-40cc-8701-58a014289cb8","","work-in-progress","","folder","TRUE","FALSE","Civil/stormwater "
"14b70db4-16a0-4042-a085-3136429e72e3","","work-in-progress","Add Project Photos","checklist","FALSE","FALSE","Civil/stormwater ","References "
"b5d355d9-7a88-40ef-b7e8-01814ebe28c7","","work-in-progress","","folder","TRUE","FALSE","Civil/stormwater ","Pits and pipe install "
"efef7742-10d4-4bc4-8266-c9f267c3d9d1","","work-in-progress","","folder","TRUE","FALSE","Civil/stormwater ","Pits and pipe install ","Line H pits and pipe runs "
"e8746436-e5c2-4efe-acfe-e4865d30b449","","work-in-progress","QA 8B - Stormwater Drainage Inspection Report","checklist","FALSE","FALSE","Civil/stormwater ","Pits and pipe install ","Line H pits and pipe runs ","Pit H3 to H2"
"2f4cd2b4-abab-4578-8c3e-f16875e0be4d","","work-in-progress","QA 8B - Stormwater Drainage Inspection Report","checklist","FALSE","FALSE","Civil/stormwater ","Pits and pipe install ","Line H pits and pipe runs ","Pit H4 to H3"
"52ad6776-c42c-430a-9e20-9655b942a58e","","work-in-progress","","folder","TRUE","FALSE","B/G sewer "
"04e3ef1b-7e7d-47fe-b807-2d19f197b5a9","","work-in-progress","","folder","TRUE","FALSE","B/G sewer ","Cast iron sewer drain "
"ca11621f-5ffa-483f-91e5-8860e958f85e","","work-in-progress","GPL QA 8 Below Ground Pipework Checklist (Clyde North PS)","checklist","FALSE","FALSE","B/G sewer ","Cast iron sewer drain ","QA 8 Cast iron sewer install"
"1f9ffe60-d8b0-4346-a043-5f52a50ee1ac","","work-in-progress","","folder","TRUE","FALSE","B/G sewer ","Ground floor sewer "
"4a9a3064-a9aa-4a1d-b0eb-ae5122070a16","","work-in-progress","GPL QA 8 Below Ground Pipework Checklist (Clyde North PS)","checklist","FALSE","FALSE","B/G sewer ","Ground floor sewer ","QA 8 Sewer drain South "
"6565f4d8-9b05-4a66-890c-19c1f8f0cfbe","","work-in-progress","GPL QA 8 Below Ground Pipework Checklist (Clyde North PS)","checklist","FALSE","FALSE","B/G sewer ","Ground floor sewer ","QA 8 sewer drain East "
"a3bd765c-9918-4566-a0f1-08c45f00c003","","work-in-progress","GPL QA 8 Below Ground Pipework Checklist (Clyde North PS)","checklist","FALSE","FALSE","B/G sewer ","Ground floor sewer ","QA 8 Sewer drain North East "
"f8901aab-8dd4-4b4e-a688-bb9d676d74c1","","work-in-progress","GPL QA 8 Below Ground Pipework Checklist (Clyde North PS)","checklist","FALSE","FALSE","B/G sewer ","Ground floor sewer ","QA 8 sewer drain west "
"7ea92bf1-b67e-4da7-8e0c-b2b421fc79df","","work-in-progress","Add Project Photos","checklist","FALSE","FALSE","B/G sewer ","Boundary trap & sewer connection "
"3809505e-2751-428e-900c-a90c21042e45","","no-status-not-started","","folder","TRUE","FALSE","Water "
