resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Cons Storage (1),,,,,,,,
,step,,,,Cabling,,,,,,,
Lighting Circuits Second Fix,checklist,,,,,Lighting,,,,,,
Power Circuit Second Fix,checklist,,,,,Power,,,,,,
QA - Distribution Board - Second Fix,checklist,,,,Distribution Board,,,,,,,
,step,,,Cons Storage (2),,,,,,,,
,step,,,,Cabling,,,,,,,
Lighting Circuits Second Fix,checklist,,,,,Lighting,,,,,,
Power Circuit Second Fix,checklist,,,,,Power,,,,,,
QA - Distribution Board - Second Fix,checklist,,,,Distribution Board,,,,,,,
,step,,,Hoist Storage,,,,,,,,
,step,,,,Cabling,,,,,,,
Lighting Circuits Second Fix,checklist,,,,,Lighting,,,,,,
Power Circuit Second Fix,checklist,,,,,Power,,,,,,
QA - Distribution Board - Second Fix,checklist,,,,Distribution Board,,,,,,,
,step,,,Nurses Office,,,,,,,,
,step,,,,Cabling,,,,,,,
Lighting Circuits Second Fix,checklist,,,,,Lighting,,,,,,
Power Circuit Second Fix,checklist,,,,,Power,,,,,,
QA - Distribution Board - Second Fix,checklist,,,,Distribution Board,,,,,,,
,step,,,Equipment Storage,,,,,,,,
,step,,,,Cabling,,,,,,,
Lighting Circuits Second Fix,checklist,,,,,Lighting,,,,,,
Power Circuit Second Fix,checklist,,,,,Power,,,,,,
QA - Distribution Board - Second Fix,checklist,,,,Distribution Board,,,,,,,
,step,,,Storage,,,,,,,,
,step,,,,Cabling,,,,,,,
Lighting Circuits Second Fix,checklist,,,,,Lighting,,,,,,
Power Circuit Second Fix,checklist,,,,,Power,,,,,,
QA - Distribution Board - Second Fix,checklist,,,,Distribution Board,,,,,,,
,step,,,Linen,,,,,,,,
,step,,,,Cabling,,,,,,,
Lighting Circuits Second Fix,checklist,,,,,Lighting,,,,,,
Power Circuit Second Fix,checklist,,,,,Power,,,,,,
QA - Distribution Board - Second Fix,checklist,,,,Distribution Board,,,,,,,
