"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2a793330-c701-4fec-ba80-482504d3b6fc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Tanking"
"26c2afba-ed89-517e-8f6c-496d9c425482","","checklist-flat","pass","QA - Tanking Voltex (V2)","checklist-flat","FALSE","FALSE","Tanking","Voltex - Area: transformer room beams"
"4e4d447d-b575-5881-b051-4ff2c89e3f79","","checklist-flat","pass","QA - Tanking Underfloor (V2)","checklist-flat","FALSE","FALSE","Tanking","Tanking Underloor - Area: transformer room"
"1573d4a8-dcbe-5b71-948c-a887fb58886b","","checklist-flat","pass","QA - Tanking Voltex (V2)","checklist-flat","FALSE","FALSE","Tanking","Voltex - Area: Tower Crane base 1"
"5ae1312d-6f87-5bd2-aa44-51233c199922","","checklist-flat","pass","QA - Tanking Voltex (V2)","checklist-flat","FALSE","FALSE","Tanking","Voltex - Area: Level 1 beams and piles "
"f4f03d87-3676-5c9f-ac92-87c07fa6ff79","","checklist-flat","pass","QA - Tanking Voltex (V2)","checklist-flat","FALSE","FALSE","Tanking","Voltex - Area: Grid A1 beams and piles "
"1570c378-e865-5d4c-9e13-a315d9a6e170","","checklist-flat","pass","QA - Tanking Voltex (V2)","checklist-flat","FALSE","FALSE","Tanking","Voltex - Area: Tower crane 2 "
"87d3bfa9-fd41-582e-aa72-6617f0d0de59","","checklist-flat","pass","QA - Tanking Voltex (V2)","checklist-flat","FALSE","FALSE","Tanking","Voltex - Area: Lift pit 1 "
"5a59508a-0417-5b84-825f-b0b2713d4c49","","checklist-flat","pass","QA - Tanking Voltex (V2)","checklist-flat","FALSE","FALSE","Tanking","Voltex - Area: Plant room Swelltite "
"6da0af14-d83c-5fff-a0e8-d8bbbcc7b515","","checklist-flat","pass","QA - Tanking Voltex (V2)","checklist-flat","FALSE","FALSE","Tanking","Voltex - Area: C2 beams and piles"
"4edb5bea-588c-561f-97df-d0bbe29ea362","","checklist-flat","pass","QA - Tanking Voltex (V2)","checklist-flat","FALSE","FALSE","Tanking","Voltex - Area:B2 lift pit "
