Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Structure Progress - Bolt QA (Zone 1-4),,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Zone 1 - Floor Level,dynamic,Floor Level,Zone 1,Bolt QA,Structure
,,Zone 1 - Ceiling Level,dynamic,Ceiling Level,Zone 1,Bolt QA,Structure
,,Zone 1 - Truss Section,dynamic,Truss Section,Zone 1,Bolt QA,Structure
,,Zone 2 - Floor Level,dynamic,Floor Level,Zone 2,Bolt QA,Structure
,,Zone 2 - Ceiling Level,dynamic,Ceiling Level,Zone 2,Bolt QA,Structure
,,Zone 2 - Truss Section,dynamic,Truss Section,Zone 2,Bolt QA,Structure
,,Zone 3 - Floor Level,dynamic,Floor Level,Zone 3,Bolt QA,Structure
,,Zone 3 - Ceiling Level,dynamic,Ceiling Level,Zone 3,Bolt QA,Structure
,,Zone 3 - Truss Section,dynamic,Truss Section,Zone 3,Bolt QA,Structure
,,Zone 4 - Floor Level,dynamic,Floor Level,Zone 4,Bolt QA,Structure
,,Zone 4 - Ceiling Level,dynamic,Ceiling Level,Zone 4,Bolt QA,Structure
,,Zone 4 - Truss Section,dynamic,Truss Section,Zone 4,Bolt QA,Structure
,Columns,,,,,,
,,Quantity of Bolts (all bolts installed),,Quantity of Bolts (all bolts installed),,,
,,"Installed Correctly (any Gaps, thread seating)",,"Installed Correctly (any Gaps, thread seating)",,,
,,,,,,,
Structure Progress - Bolt QA (Zone 5-9),,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Zone 5 - Floor Level,dynamic,Floor Level,Zone 5,Bolt QA,Structure
,,Zone 5 - Ceiling Level,dynamic,Ceiling Level,Zone 5,Bolt QA,Structure
,,Zone 5 - Level 1 floor level,dynamic,Level 1 floor level,Zone 5,Bolt QA,Structure
,,Zone 5 - Level 1 Roof plan,dynamic,Level 1 Roof plan,Zone 5,Bolt QA,Structure
,,Zone 6 - Floor Level,dynamic,Floor Level,Zone 6,Bolt QA,Structure
,,Zone 6 - Roof level,dynamic,Roof level,Zone 6,Bolt QA,Structure
,,Zone 7 - Floor Level,dynamic,Floor Level,Zone 7,Bolt QA,Structure
,,Zone 7 - Roof level,dynamic,Roof level,Zone 7,Bolt QA,Structure
,,Zone 8 - Floor Level,dynamic,Floor Level,Zone 8,Bolt QA,Structure
,,Zone 8 - Roof level,dynamic,Roof Level,Zone 8,Bolt QA,Structure
,,Zone 9 - Floor Level,dynamic,Floor Level,Zone 9,Bolt QA,Structure
,,Zone 9 - Roof level,dynamic,Roof Level,Zone 9,Bolt QA,Structure
,Columns,,,,,,
,,Quantity of Bolts (all bolts installed),,Quantity of Bolts (all bolts installed),,,
,,"Installed Correctly (any Gaps, thread seating)",,"Installed Correctly (any Gaps, thread seating)",,,
