resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site QA,,,,,,,,
,step,,,,Part 1,,,,,,,
,step,,,,,Level 2,,,,,,
Enviro 700X + 900TC + 800TC (MPX),checklist,,,,,,Level 2 - External Entry Ramp Incl 150mm Upturn,,,,,
,step,,,,,Level 4,,,,,,
Enviro 700X + 900TC + 800TC (MPX),checklist,,,,,,"Level 4 - Electrical Plant Void Incl 250mm Upturn + Folds, Penos",,,,,
,step,,,,,Level 5,,,,,,
Enviro Clad,checklist,,,,,,Level 5 - External Face of Spandrel Block Wall (internal),,,,,
,step,,,,,Level 6,,,,,,
Enviro Clad,checklist,,,,,,Level 6 - External Face of Spandrel Block Wall (internal),,,,,
,step,,,,,Level 7,,,,,,
Enviro Clad,checklist,,,,,,Level 7 - External Face of Spandrel Block Wall (internal),,,,,
,step,,,,,Level 8,,,,,,
Enviro Clad,checklist,,,,,,Level 8 - External Face of Spandrel Block Wall (internal),,,,,
,step,,,,,Level 9,,,,,,
Enviro 700X + 900TC + 800TC (MPX),checklist,,,,,,Level 8 - External Plant Room,,,,,
,step,,,,,Level 10,,,,,,
Enviro 700X + 900TC + 800TC (MPX),checklist,,,,,,Roof - Roof Plant / Exposed Roof Areas Incl Hob/plinths,,,,,
,step,,,,,North Elevation,,,,,,
Enviro Clad,checklist,,,,,,North Elevation - Stair Core Walls,,,,,
,step,,,,,South Elevation,,,,,,
Enviro Clad,checklist,,,,,,East Elevation - Stair Core Walls + L2-l8 Shear Walls,,,,,
,step,,,,Part 2,,,,,,,
,step,,,,,Level 2,,,,,,
Enviro 700X + Geofabric and Drainage Cell,checklist,,,,,,Level 2 - Wpm07,,,,,
,step,,,,,,Screed to Falls to Planters (small),,,,,
Enviro Rapid Screed,checklist,,,,,,,Polymer Modified Screed (ne 30mm to falls),,,,
Enviro Surfapore AG,checklist,,,,,,Anti-graffiti to Planter Walls Ne 1000mm,,,,,
Enviro 700X + Geofabric and Drainage Cell,checklist,,,,,,Membrane Under Pavers (above Bondek),,,,,
,step,,,,,,Screed to Falls Above Osd,,,,,
Enviro Rapid Screed,checklist,,,,,,,Polymer Modified Screed (ne 100mm to falls),,,,
Enviro 700X + 900TC + 800TC (MPX),checklist,,,,,,Mechanical Plant Zone,,,,,
