"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"231c46f9-6447-4263-9019-61d906e151c8","","folder-normal","pass","","step","TRUE","FALSE","Nov 22"
"83022954-4240-4b9f-a0b7-633222af6d29","","folder-normal","pass","","step","TRUE","FALSE","Nov 22","Joel Gilbody "
"2d0dc4f6-a2f4-4a11-88d2-d2f5d9c45c3e","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Jonathan Brown","06-04-23"
"820d181d-e9fd-4c57-afab-34664e1114d7","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Jonathan Brown","17-04-23"
"d067e1a2-eb8b-49c4-9932-52041c8750e5","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Jonathan Brown","18-04-23"
"3fdcea6e-afcd-40cf-8a18-02de4e9f7e90","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Jonathan Brown","19-04-23"
"6b1195f8-4a7e-4a80-be6d-b68040f84adf","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Jonathan Brown","20-04-23"
"56b9629a-fe81-47d5-986d-9d6d02fe1090","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Jonathan Brown","21/04/23"
"fb5027b1-6d9c-4f75-9274-c6b8a6d923db","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Jonathan Brown","26-04-23"
"18961e61-32c6-4715-a3b2-8b08fdabe8cb","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Jonathan Brown","27-04-23"
"e22ee9ac-efbc-4d7c-86b4-e63833600fca","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Jonathan Brown","28-04-23"
"2a1aa294-8802-49df-ba70-cc2f5240ff18","","folder-normal","pass","","step","TRUE","FALSE","Apr 23","Lachlan Cameron"
"16f68dd3-1284-431c-8349-6498f9eb0b42","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Lachlan Cameron","26/04/2023"
"6bf0f3f0-517e-479b-946c-5fffd356beb9","","folder-normal","pass","","step","TRUE","FALSE","Apr 23","Lachlan Cameron","27/04/2023"
"8d142c61-4b37-4b68-85a1-482bec687135","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Lachlan Cameron","27/04/2023","27/04/2023"
"b69ba744-adfc-4a2d-9416-93d5a55106cc","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Lachlan Cameron","28/04/2023"
"8a6a54cc-4d70-474f-a7b3-91e0ce37870e","","folder-normal","pass","","step","TRUE","FALSE","Apr 23","Tyler Nai"
"b9bf5a53-c67f-4095-8a8a-297b1365832e","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Tyler Nai","26/04/23"
"b0d93f07-9a61-46c5-87d8-db08663601a2","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Tyler Nai","27/04/23"
"1b7594b5-0586-4f42-adb1-21c52c810f90","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Apr 23","Tyler Nai","28/04/23"
"1be8d918-b413-4b07-bac9-73070e7bb9f8","","folder-normal","pass","","step","TRUE","FALSE","May 23"
"96c4771e-ec12-4117-93ae-3211b859a9ce","","folder-normal","pass","","step","TRUE","FALSE","May 23","Joel Gilbody"
"4b7e3f38-972e-454f-8826-9c136b08bacf","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 2-5-23"
"4aee8a36-ef07-4465-9150-f23747e1ba92","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 3-5-23"
"ee5c29fa-4475-40e4-adf8-b3c9d33137b2","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 4-5-23"
"e2fb8ac3-171f-4a7d-87d0-44e8211896bd","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 5-5-23"
"03e1c4e6-da7f-45e7-942e-fd8d941978fc","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 9-5-23"
"3d87d8cf-ab89-471d-9bf9-5e2dca104a69","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 10-5-23"
"49e244e4-3d2e-4f5f-b428-aa7fc625d7f7","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet11-5-23"
"dfe7750d-f49d-4940-aae6-ddcde20dc562","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 12-5-23"
"bcbe7ae6-f92d-4bd2-81e3-9056db0812d6","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 15-5-23"
"6c7456b3-39e9-406c-8519-cf3245211450","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 16-5-23"
"cc57f403-0ddb-46a7-bb4f-407ffc388ee4","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 17-5-23"
"ad331f70-20fe-4303-bc75-d8158586174f","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 18-5-23"
"7b2d3c42-4ec9-425e-833e-64551bb1b3d0","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 19-5-23"
"737f83df-59cb-480d-a0d6-642609c851b2","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 22-5-23"
"7a4bde0c-0bee-4622-b1eb-240e3dcbc219","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 23-5-23"
"31b12f3a-6b15-467c-a3b9-660c24fe777e","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 24-5-23"
"81ca5638-591b-4c20-a4e0-ed59dd33afaa","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 25-5-23"
"daed1424-841c-49e5-aece-d58fe260eda1","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 26-5-23"
"ac6d715f-35f2-4bfd-a03b-fe70a516c70b","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 29-5-23"
"ded33159-8c6e-48c5-b62d-1dca417087bd","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 30-5-23"
"0e3eea92-5ba2-4d96-a940-8aecbd20b2e3","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Joel Gilbody","Daily Diary / Timesheet 31-5-23"
"622e6137-52b4-450a-b500-f6d57faf42da","","folder-normal","pass","","step","TRUE","FALSE","May 23","Wayne Buckingham"
"de4f4da3-d602-49ef-b8ae-9b2af7f58e1f","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet2.5.23"
"01c55ec8-39ed-4ea0-b9d1-938a60cc3d66","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet3.5.23"
"aa876d70-d185-45a9-8cd3-2b053e58abb1","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet4.5.23"
"79e60331-f81b-4ed7-abc5-9b70b102a7c7","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet5.5.23"
"b7b561f2-fd95-4e61-9507-9dc090b63bff","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet9.5.23"
"0ffde985-8b69-493b-9983-533c0f6c51b5","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet10.5.23"
"b08ffae7-1a68-4ac4-94b4-7a5f413c0dbc","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet11.5.23"
"0ba858fb-c5a6-48a0-88ae-5023a7b4a4d8","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet12.5.23"
"8b236732-8e1f-4fe1-b61d-bb266439a202","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet13.5.23"
"8be4bbc1-29ea-40d6-aa51-c33ad85648ec","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet15.5.23"
"e24c55f4-194f-480e-bf1a-f5921afb76fb","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet16.5.23"
"fbc31b08-b5d3-43d4-b570-ce6308a6b9b4","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet17.5.23"
"14747835-075c-4d59-afa4-93e5b91963dc","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet18.5.33"
"43b146a6-5b28-4434-8434-52d2a68dc266","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet19.5.23"
"96f9be30-d028-4970-8442-5a2b8b38a758","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet22.5.23"
"0ade5f9a-47a6-4350-ac2b-0cd5db597ff4","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet23.5.23"
"61709373-2b9f-4bd0-a357-7cd20f868735","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet24.5.23"
"b4b86651-6e99-4726-b44c-c3892f780026","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet25.5.23"
"ad050d22-8cf5-4618-b958-f6a3109f132c","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet26.5.23"
"09c0a7f1-cf44-4b69-bdc1-e9f86ba3b16a","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet29.5.23"
"436e3953-bbc8-455d-ae5a-bb1d75f55f4e","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet30.5.23"
"4ea93658-9b43-403e-a1db-b12fbe87299b","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Wayne Buckingham","Daily Diary / Timesheet31.523"
"a8ddc23f-424d-4829-a281-93839c9ab25c","","folder-normal","pass","","step","TRUE","FALSE","May 23","Taj Greenhalgh"
"a219dc04-06af-4f5b-b7c4-764a24b38651","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 2.5.23"
"3716e2af-a7b6-4000-9769-35ddd8aeb7b2","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 3.5.23"
"f1f9f349-c6da-419a-b458-a1507a5a2a23","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 4.5.23"
"c5650865-227e-4781-a25d-9fd6b63abdcc","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 5.5.23"
"0ee8e1ea-88d7-4c8a-9f28-5e6701101f43","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 9.5.23"
"e57c8dc0-39bd-41a7-9198-e8e7b864ca87","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 10.5.23"
"7c554d0b-0fd9-4c4b-9763-1e33f33cbd9a","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 11.5.23"
"1710e2e4-f376-411c-8066-e40d7b163b68","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 12.5.23"
"1f44c15f-8107-4448-9b79-c4f4fed53d0a","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 13.5.23"
"17b3e871-32fa-4a4f-9334-9f1340877917","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 15.5.23"
"ffdebd42-8490-44ee-9b75-0b6130950b47","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 16.5.23"
"81a0a596-4005-4029-b63c-fd6fce6d5191","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 17.5.22"
"d1cb7ba8-8e6c-4574-935b-19579dd35637","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 18.5.23"
"97840c99-7432-4195-b607-cc219a5d0b9b","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 19.5.23"
"338957c1-306f-48a7-9054-06f53eeaefbe","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 22.5.23"
"9704bd5b-8dd5-45ff-b786-10979902a35e","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 23.5.23"
"6bb17506-88f2-465a-8c31-ae45cb405710","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 24:5:23"
"aaf5ea75-3c10-43e9-8d63-d110897cb8fe","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 25.5.23"
"01f7152e-c206-406f-abc2-fdc583f0e3de","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 26.5.23"
"927848a2-e78a-402f-b5d7-7d1eb857bcdf","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 29.5.23"
"381bd6f7-207d-464e-9001-1962978681fd","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 30.5.23"
"a5a94ea0-9cb5-4a9c-9d61-e0b90cd3e721","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Taj Greenhalgh","Daily Diary / Timesheet 31.5.23"
"a2bc0384-00fd-43a1-900b-670f44604034","","folder-normal","pass","","step","TRUE","FALSE","May 23","Matthew Perrin"
"f2ab9fef-51a4-4398-af39-bd636a2879b2","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 2/5/23"
"7e9d6ef9-d3ae-4deb-b76b-9cf8486caf51","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 3/5/23"
"bae2d408-74dc-4d3a-af9f-b9c855fde3d0","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 4/5/23"
"b93fc1f3-bc0b-453e-821c-f2c3075083d7","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 5/5/23"
"d781820c-e871-41e0-a871-ebfc7045bd3a","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 9/5/23"
"e1b17714-ccb0-408a-9821-5cec08bfa5a7","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 10/5/23"
"8f1ab2a3-eb21-473a-86b3-43ac128faf4c","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 11/5/23"
"eade181b-50bd-4230-916a-34c41731f79a","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 12/5/23"
"ba9c8b5a-0b4b-456e-8d12-9f6d5496107f","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 15/5/23"
"ce2401a3-6d93-4662-800c-b1f36fffa10a","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 16/5/23"
"050082cc-bb51-43ad-8b36-0f358763e0e4","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 17/5/23"
"1d6430be-eaa6-4892-a450-2419445d6284","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 18/5/23"
"a7d3fb80-612f-450e-a7f3-8e1039720e01","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 19/5/23"
"f12d911c-3b5e-40b2-8821-1a9ecd5f7bc6","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 22/5/23"
"8e9ddf2f-1558-4c61-919d-4c32eaa3c37b","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 23/5/23"
"d74ce5ac-76c9-47e1-865b-6c71d356090d","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 24/5/23"
"6af0bd83-78a4-4b85-9d69-6cbf4cd8542a","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 25/5/23"
"38681e6d-224e-4227-bfe7-9b44479870f1","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 26/5/23"
"6b226a88-7545-4b6f-b4ff-1f2d5ae6b168","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 29/5/23"
"25acf958-aeb5-4d2d-bc28-74f285884500","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","May 23","Matthew Perrin","Daily Diary / Timesheet 30/5/23"
