"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"cf8e844b-447d-4ee0-a493-475cf806b7b8","","checklist-flat","not-started","23f0a56255ea20d3fe92349a7a3e53b3e5f685f11a5f77462f929baf5bf1ba24","checklist-flat","FALSE","FALSE","Job Details"
"ad5b0959-c05b-4760-89d5-740483184762","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacturing QA"
"bf949de5-6bd7-466a-be80-04900ecd2752","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacturing QA","First Floor Ribs"
"8f517cf9-68c6-47b7-ab2a-05b6f0188087","","checklist-sectioned","pass","c98afe948b709ccc244666c2778266fbce8c5bbf74b95e55855458f0698dcd7a","checklist","FALSE","FALSE","Manufacturing QA","First Floor Ribs","06 Jul 23"
"886e4b05-6863-4e8d-a61d-bcd3d0290a71","","checklist-sectioned","pass","c98afe948b709ccc244666c2778266fbce8c5bbf74b95e55855458f0698dcd7a","checklist","FALSE","FALSE","Manufacturing QA","First Floor Ribs","07 Jul 23"
"de354f3b-6e73-4653-8ac7-c1e59503f63c","","checklist-sectioned","pass","c98afe948b709ccc244666c2778266fbce8c5bbf74b95e55855458f0698dcd7a","checklist","FALSE","FALSE","Manufacturing QA","First Floor Ribs","05 Jul 23"
"e507ae28-a2b3-4925-9869-2de86b602b75","","checklist-sectioned","pass","c98afe948b709ccc244666c2778266fbce8c5bbf74b95e55855458f0698dcd7a","checklist","FALSE","FALSE","Manufacturing QA","First Floor Ribs","10 Jul 23"
"8466efe5-1c26-461d-9c28-0c76f67fb882","","checklist-sectioned","pass","c98afe948b709ccc244666c2778266fbce8c5bbf74b95e55855458f0698dcd7a","checklist","FALSE","FALSE","Manufacturing QA","First Floor Ribs","11 Jul 23"
"ff597f21-612a-48e0-8b9b-217e8b99687a","","checklist-sectioned","pass","c98afe948b709ccc244666c2778266fbce8c5bbf74b95e55855458f0698dcd7a","checklist","FALSE","FALSE","Manufacturing QA","First Floor Ribs","12 July 23"
"4b142932-32ad-4f5c-929f-30fcfdfbc5f2","","checklist-sectioned","pass","c98afe948b709ccc244666c2778266fbce8c5bbf74b95e55855458f0698dcd7a","checklist","FALSE","FALSE","Manufacturing QA","First Floor Ribs","13 July 22"
"451ba43e-0608-4653-bf84-5cfe6aeca808","","checklist-sectioned","pass","c98afe948b709ccc244666c2778266fbce8c5bbf74b95e55855458f0698dcd7a","checklist","FALSE","FALSE","Manufacturing QA","First Floor Ribs","17 Jul 23"
"cff76498-4aea-4bc9-81d8-cb85cb4a93b7","","checklist-sectioned","pass","c98afe948b709ccc244666c2778266fbce8c5bbf74b95e55855458f0698dcd7a","checklist","FALSE","FALSE","Manufacturing QA","First Floor Ribs","18 Jul 23"
"33f100e9-1c19-41cf-9f91-65ee7b76fcc5","","checklist-sectioned","pass","c98afe948b709ccc244666c2778266fbce8c5bbf74b95e55855458f0698dcd7a","checklist","FALSE","FALSE","Manufacturing QA","First Floor Ribs","19 Jul 23"
"f6c80de6-fd10-425b-8e5c-aded08a52963","","checklist-sectioned","pass","c98afe948b709ccc244666c2778266fbce8c5bbf74b95e55855458f0698dcd7a","checklist","FALSE","FALSE","Manufacturing QA","First Floor Ribs","20 Jul 23"
