Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Rough In,,,,,
,Scope,,,Site QA,ROUGH IN
,Rows,,,,
,,B2,dynamic,B2,Site QA
,,B1,dynamic,B1,Site QA
,,GROUND,dynamic,GROUND,Site QA
,,LEVEL 1,dynamic,LEVEL 1,Site QA
,,LEVEL 2,dynamic,LEVEL 2,Site QA
,,LEVEL 3,dynamic,LEVEL 3,Site QA
,Columns,,,,
,,FEEDS COMPLETED,,FEEDS COMPLETED,
,,LOOPS COMPLETED,,LOOPS COMPLETED,
,,CABLES LABELLED,,CABLES LABELLED,
,,FLOORS MARKED,,FLOORS MARKED,
,,ITP UPDATED,,ITP UPDATED,
,,PHOTOS OF ALL WALLS,,PHOTOS OF ALL WALLS,
,,,,,
Fit Off,,,,,
,Scope,,,Site QA,FIT OFF
,Rows,,,,
,,B2,dynamic,B2,Site QA
,,B1,dynamic,B1,Site QA
,,GROUND,dynamic,GROUND,Site QA
,,LEVEL 1,dynamic,LEVEL 1,Site QA
,,LEVEL 2,dynamic,LEVEL 2,Site QA
,,LEVEL 3,dynamic,LEVEL 3,Site QA
,Columns,,,,
,,AS BUILTS CHECKED,,AS BUILTS CHECKED,
,,ALL CABLES ACCOUNTED FOR,,ALL CABLES ACCOUNTED FOR,
,,ELEVATIONS CHECKED (LATEST REVISION),,ELEVATIONS CHECKED (LATEST REVISION),
,,FIT OFF COMPLETED & READY TO COMMISSION,,FIT OFF COMPLETED AND READY TO COMMISSION,
,,ITP UPDATED,,ITP UPDATED,
,,PHOTOS ATTACHED,,PHOTOS ATTACHED,
,,,,,
Commissioning,,,,,
,Scope,,,Site QA,COMMISSIONING
,Rows,,,,
,,B2,dynamic,B2,Site QA
,,B1,dynamic,B1,Site QA
,,GROUND,dynamic,GROUND,Site QA
,,LEVEL 1,dynamic,LEVEL 1,Site QA
,,LEVEL 2,dynamic,LEVEL 2,Site QA
,,LEVEL 3,dynamic,LEVEL 3,Site QA
,Columns,,,,
,,VISUAL WALK THROUGH AREA,,VISUAL WALK THROUGH AREA,
,,ENERGISATION PROCEDURE FORM COMPLEDED,,ENERGISATION PROCEDURE FORM COMPLEDED,
,,DEAD TEST,,DEAD TEST,
,,SITE NOTIFIED OF LIVE TESTING,,SITE NOTIFIED OF LIVE TESTING,
,,AREA BLOCKED OFF & LIVE TESTING/AUTHORISED ACCESS SIGNAGE,,AREA BLOCKED OFF FROM OTHERS AND LIVE TESTING/AUTHORISED ACCESS SIGNAGE,
,,ANY CIRCUITS INCOMPLETE LOCKED OUT & TAGGED,,ANY CIRCUITS INCOMPLETE LOCKED OUT AND TAGGED,
,,LIVE TEST,,LIVE TEST,
,,LIVE POWER SIGNAGE APPLIED TO AREAS NOW LIVE,,LIVE POWER SIGNAGE APPLIED TO AREAS NOW LIVE,
,,HAND OVER AREA & COMPLETE CES AND ITP,,HAND OVER AREA AND COMPLETE CES AND ITP,
,,PHOTOS ATTACHED,,PHOTOS ATTACHED,
