Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Overall Progress,,,,,,,,
,Scope,,,QA,,,,
,Rows,,,,,,,
,,Civil - Stormwater Drains,dynamic,QA,Civil,Stormwater Drains,,
,,Civil - Pits,dynamic,QA,Civil,Pits,,
,,Civil - Sewer Drains,dynamic,QA,Civil,Sewer Drains,,
,,Civil - Sewer Maintenance Shafts,dynamic,QA,Civil,Sewer Maintenance Shafts,,
,,Civil - AG stormwater drains,dynamic,QA,Civil,AG stormwater drains,,
,,Hydraulics - New - Level 01 - Zone 1,dynamic,QA,Hydraulics,New,Level 01,Zone 1
,,Hydraulics - New - Level 01 - Zone 5,dynamic,QA,Hydraulics,New,Level 01,Zone 5
,,Hydraulics - New - Level 02 - Zone 1,dynamic,QA,Hydraulics,New,Level 02,Zone 1
,,Hydraulics - New - Level 02 - Zone 2,dynamic,QA,Hydraulics,New,Level 02,Zone 2
,,Hydraulics - New - Level 02 - Zone 3,dynamic,QA,Hydraulics,New,Level 02,Zone 3
,,Hydraulics - New - Level 02 - Zone 5,dynamic,QA,Hydraulics,New,Level 02,Zone 5
,,Hydraulics - New - Level 02 - Zone 6,dynamic,QA,Hydraulics,New,Level 02,Zone 6
,,Hydraulics - New - Level 02 - Individual rooms QA,dynamic,QA,Hydraulics,New,Level 02,Individual rooms QA
,,Hydraulics - New - Level 03 - Zone 1,dynamic,QA,Hydraulics,New,Level 03,Zone 1
,,Hydraulics - New - Level 03 - Zone 2,dynamic,QA,Hydraulics,New,Level 03,Zone 2
,,Hydraulics - New - Level 03 - Zone 5,dynamic,QA,Hydraulics,New,Level 03,Zone 5
,,Hydraulics - New - Level 03 - Zone 6,dynamic,QA,Hydraulics,New,Level 03,Zone 6
,,Hydraulics - New - Level 04 - Zone 1,dynamic,QA,Hydraulics,New,Level 04,Zone 1
,,Hydraulics - New - Level 04 - Zone 2,dynamic,QA,Hydraulics,New,Level 04,Zone 2
,,Hydraulics - New - Level 04 - Zone 5,dynamic,QA,Hydraulics,New,Level 04,Zone 5
,,Hydraulics - New - Level 04 - Zone 6,dynamic,QA,Hydraulics,New,Level 04,Zone 6
,,Hydraulics - New - Level 05 - Zone 1,dynamic,QA,Hydraulics,New,Level 05,Zone 1
,,Hydraulics - New - Level 05 - Zone 2,dynamic,QA,Hydraulics,New,Level 05,Zone 2
,,Hydraulics - New - Level 05 - Zone 4,dynamic,QA,Hydraulics,New,Level 05,Zone 4
,,Hydraulics - New - Level 05 - Zone 5,dynamic,QA,Hydraulics,New,Level 05,Zone 5
,,Hydraulics - New - Level 05 - Zone 6,dynamic,QA,Hydraulics,New,Level 05,Zone 6
,,Hydraulics - New - Level 05A - Zone 1,dynamic,QA,Hydraulics,New,Level 05A,Zone 1
,,Hydraulics - New - Level 05A - Zone 2,dynamic,QA,Hydraulics,New,Level 05A,Zone 2
,,Hydraulics - New - Level 05A - Zone 5,dynamic,QA,Hydraulics,New,Level 05A,Zone 5
,,Hydraulics - New - Level 05A - Zone 6,dynamic,QA,Hydraulics,New,Level 05A,Zone 6
