"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ad2e66d9-2596-4836-a908-083dbbe44f93","","fail","","folder","TRUE","FALSE","Site QA"
"784115f6-d19e-481e-98da-2dadf5aee4f3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A"
"998b52fe-078b-4425-921a-56aa05273680","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2"
"623dd645-284e-4fac-9eb7-8bd581819cf9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas"
"3bfc0efe-503c-42bd-9d67-17d4450a6dec","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 201"
"8ed6b602-a6d0-493f-b478-3b25d6339d84","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 703","Install DB"
"f0a2ee83-f047-4f0c-9dbd-872bd0573483","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 703","Fit off"
"541045e7-cee6-40eb-b6e8-7a581a45cdcb","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 704"
"a47fef9d-2ba1-4fa1-b07f-f2182b27b1d3","","work-in-progress","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 704","Pre Wire"
"54f88672-39fa-41b7-b2c0-198a0b297c30","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 704","Install DB"
"57d666dc-ea6c-4bbb-9abc-81d16cb91753","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 704","Fit off"
"671250b6-38dc-4302-a506-97c367293316","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 705"
"e0984a58-54f3-40ed-8e34-f1e2fd493849","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 705","Pre Wire"
"2b20a3fd-a616-4cfc-9961-fdf21ca65f7d","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 705","Install DB"
"533ffc79-2cdd-41e4-9939-013636b6ac0d","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 705","Fit off"
"2acaf9d1-f2b5-4717-bedc-0efcd1cd9558","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 706"
"5c298b25-c436-4cbb-b1eb-a354169e5829","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 706","Pre Wire"
"1239c07e-9cf7-4418-bcf9-ffb589b15371","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 706","Install DB"
"4d8794b8-0824-4f60-90b2-d6fa9b26aaab","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 706","Fit off"
"c46967de-6371-45bf-aa20-758e744dc424","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 707"
"734f0149-a083-4792-8606-efcd5ed527eb","","work-in-progress","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 707","Pre Wire"
"7fbcf1c8-1af7-4b6a-a636-b330a5c7a4df","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 707","Install DB"
"762e5d97-fdf8-4516-9949-02c97d15a43d","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 707","Fit off"
"c8fb6f9c-e7fc-44a9-9091-7802cf23d01c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Common Areas"
"911a70ae-5912-4c26-a542-f66e679abf51","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Common Areas","Corridors"
"962269e1-09af-4826-bd3c-fd403f76b765","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Common Areas","Corridors","Pre Wire"
"8d0f044c-cf9a-4acc-8408-396c305b0e91","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Common Areas","Corridors","Terminated & Tested"
"83073a2c-f313-4d60-9e76-3526a95e4d94","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Common Areas","Corridors","Fit off"
"b8037ad3-1396-499b-948b-38a45020c3e4","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Common Areas","IA Dining"
"42561471-fd52-496b-98ce-d1a0bc9a722a","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Common Areas","IA Dining","Pre Wire"
"050c0ad3-5e22-4d3b-8591-2970573e630f","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Common Areas","IA Dining","Terminated & Tested"
"5a02f68b-288f-4806-8bc5-7bb35a9ebe47","","not-started","Floor Commissioning","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Common Areas","IA Dining","Floor Commissioning"
"241bbdf1-2fc2-4cb0-9608-e0613270e44d","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Service Areas"
"42ea7940-96fc-41e4-9e14-433b0498cf76","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Service Areas","Electrical DB"
"a436462d-9976-49d6-8a35-7ce362f6bf83","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Service Areas","Electrical DB","Pre Wire"
"b97e8c02-87c7-4ec6-92a0-c4a3ef302fe4","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Service Areas","Electrical DB","Terminated & Tested"
"f9a4b79d-bd53-44ef-b39e-40abdd7d05e0","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Service Areas","Electrical DB","Fit off"
"b2b12a56-fb4d-43d0-92fb-5fffb1d636f7","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Service Areas","ICT Riser"
"c65c4e30-3a9d-4a1e-abf8-a4b474285d05","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Service Areas","ICT Riser","Pre Wire"
"e46eeb4b-09a5-4a9a-b501-a97d480786d1","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Service Areas","ICT Riser","Terminated & Tested"
"62e1bae9-a51e-490e-aa01-082a610de591","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Service Areas","ICT Riser","Fit off"
"16be4e08-379e-481a-b7db-b99b4108a45b","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Floor Commissioning"
"62e78382-3e01-4b23-98ed-4a43d72bc8c9","","not-started","Floor Commissioning","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Floor Commissioning","Floor Commissioning"
"cf5e5fdb-1e86-4e9f-a636-86ba3228c9aa","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 8"
"8bea194c-1e0f-40b7-a150-23ba0b10c7da","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 8","Residential areas"
"7ad1f901-9e3a-46bf-beba-ef6715948b27","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 801"
"218fffd9-7ae2-4e0b-90da-758f4a611ed5","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 801","Pre Wire"
"aa34c70d-48bf-4540-abb7-50d5e56cc9f4","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 801","Install DB"
"048ec6ff-9256-4f2f-bced-8983480a253c","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 801","Fit off"
"9b4329af-4163-45aa-b1bf-4cd17499a405","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 802"
"eb9e9156-565e-4280-80d1-345e40e03dee","","work-in-progress","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 802","Pre Wire"
"a22ba761-9a4d-4f4c-a704-dc47a86a822b","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 802","Install DB"
"fa203ee9-f3f0-41d3-a279-2940a5e57bf2","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 802","Fit off"
"8036489b-0fe6-4b3a-ae06-f08cd2d265bb","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 803"
"96693ce1-5d6a-4fd7-8949-415e863ff62a","","work-in-progress","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 803","Pre Wire"
"cfa1e24f-0ef3-4884-9f08-8d286a5d62bc","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 803","Install DB"
"ad65685c-d7ab-4d80-b1e1-8047e3720956","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 803","Fit off"
"0dc1c261-06c5-4fee-8f68-f14b9f272d81","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 804"
"5de7b620-c784-4529-8aa1-7db1fd37a1c0","","work-in-progress","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 804","Pre Wire"
"a66bc345-1d0b-469c-b84b-57f34e6e5131","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 804","Install DB"
"5639527b-73c8-43d2-9710-5dcc62f7d0a3","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 804","Fit off"
"37cf2ce8-2752-4b4a-82e0-2f4c587e63c6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 805"
"a6c692fa-92f8-4b9a-ade1-4f2c336f70b8","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 805","Pre Wire"
"b82374b8-3168-48b5-af2e-e1cd79898042","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 805","Install DB"
"0dba2811-6bc7-4835-a5d6-65616fefa861","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Residential areas","IA 805","Fit off"
"5b82de0c-5ffa-4207-bfb3-326cb8ba97b2","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 8","Common Areas"
"38177a60-d9b4-42da-9f22-b9cfb8239362","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 8","Common Areas","Corridors"
"5eb5b89c-8385-422d-bf7f-aa769b7c1b9d","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Common Areas","Corridors","Pre Wire"
"a91f3e73-23d4-47bd-b9ef-95b0f58e5d3e","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Common Areas","Corridors","Terminated & Tested"
"429182e1-882d-413c-8214-9fbe67276779","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Common Areas","Corridors","Fit off"
"220f6c10-0f29-45e0-ad54-24d40d9b7ec3","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 8","Service Areas"
"ec1fe5af-cfe6-45c9-a50a-3dde627c6f42","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 8","Service Areas","Electrical DB"
"4bf9adc1-a025-4f7c-b5a0-ca9e1f382b21","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Service Areas","Electrical DB","Pre Wire"
"b627b7e8-6f35-48aa-8b7e-b806f21036c8","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Service Areas","Electrical DB","Terminated & Tested"
"281b2a65-29a0-49c0-85bd-dc0573b6aa5c","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Service Areas","Electrical DB","Fit off"
"aa9e7f6d-f592-41b5-a766-50ef00076549","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 8","Service Areas","ICT Riser"
"ccb63d4d-b910-49a2-9113-4266960d20b5","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Service Areas","ICT Riser","Pre Wire"
"9ea7eb84-43e1-44cd-9211-76bc6454d15d","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Service Areas","ICT Riser","Terminated & Tested"
"3fd08823-a23b-40e4-a69a-15b79e487a00","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Service Areas","ICT Riser","Fit off"
"72ca33c6-4a8a-49e5-9c7c-5ee2637386c6","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 8","Floor Commissioning"
"2402ca09-3dd8-4ebc-83c1-b63348970588","","not-started","Floor Commissioning","checklist","FALSE","FALSE","Site QA","Building E","Level 8","Floor Commissioning","Floor Commissioning"
"bff97d17-d380-47fb-8365-f3e1af69aeff","","not-started","Building Commissioning","checklist","FALSE","FALSE","Site QA","Building E","Building Commissioning"
"d9f0a589-6b80-42e1-8335-9bdf4b2154a6","","not-started","Completion Documents","checklist","FALSE","FALSE","Site QA","Building E","Completion Documents"
"c3351120-6ef2-42b4-8787-8f1d4a4f9781","","not-started","","folder","TRUE","FALSE","Site QA","Basement"
"6bf3f740-a443-40c5-b2a8-6eabddb3a41d","","not-started","","folder","TRUE","FALSE","Site QA","Basement","Level 1"
"8f25c4f2-2d6f-49fb-a559-fe86e863f839","","not-started","","folder","TRUE","FALSE","Site QA","Basement","Level 1","Lift Lobby 1"
"c9635585-47c6-4f2d-8859-38e9fa9f68c4","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Lift Lobby 1","Pre Wire"
"30d007f0-eedd-440a-bce4-5362b3c2da14","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Lift Lobby 1","Terminated & Tested"
"155bd0b1-4107-4576-adc0-cfc945f6dd6c","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Lift Lobby 1","Fit off"
"2523e7d2-5c68-40cd-8d5d-91c9f8f0e240","","not-started","","folder","TRUE","FALSE","Site QA","Basement","Level 1","Locker storage"
"4a65d6c4-4239-4e11-8c30-ec94be2e3f29","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Locker storage","Pre Wire"
"b35fc168-ba6f-4920-8110-c10dcda993a1","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Locker storage","Terminated & Tested"
"49ca1d56-c3a6-4c9a-8c85-6d07075e4c1c","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Locker storage","Fit off"
"f38efab7-cee1-4e89-9d4f-f10dbbac7e27","","not-started","","folder","TRUE","FALSE","Site QA","Basement","Level 1","Scooter Park"
"95af3440-f179-4f56-b62b-774ddc630930","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Scooter Park","Pre Wire"
"4b89362b-9389-4c88-be9a-3dad1be3e15c","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Scooter Park","Terminated & Tested"
"95454c71-a733-450e-a4e9-604578b74fdf","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Scooter Park","Fit off"
"452457dd-8d5e-4890-b439-29a7098ed4de","","not-started","","folder","TRUE","FALSE","Site QA","Basement","Level 1","generator room"
"689a68f3-b18e-4dc4-90ed-f012655887a4","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Basement","Level 1","generator room","Pre Wire"
"6be051b0-e532-4a86-96fd-88fb938b220d","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Basement","Level 1","generator room","Terminated & Tested"
"83c6d4f6-407e-4659-afa5-7c6b1c59d2e9","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Basement","Level 1","generator room","Fit off"
"40ae02a3-da61-494a-9f91-d8fcdd6fabe0","","not-started","","folder","TRUE","FALSE","Site QA","Basement","Level 1","Roller gate"
"cca7e060-66e6-454c-b2c8-66c358b0145c","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Roller gate","Pre Wire"
"9bfc7720-08b8-48a4-ab24-77671936b7cd","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Roller gate","Terminated & Tested"
"77cd7d02-8c82-4de3-aec2-ce99097819de","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Roller gate","Fit off"
"2336fee5-fb7a-4b08-bca1-dfdf5f515f83","","not-started","","folder","TRUE","FALSE","Site QA","Basement","Level 1","Electrical DB"
"7b84b93b-05fe-4575-b587-5d96b12ebbd1","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Electrical DB","Pre Wire"
"136779a8-e3f3-4fe3-9fd0-974eda458467","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Electrical DB","Terminated & Tested"
"30072123-65b2-4ebb-a587-356f01aedd57","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Electrical DB","Fit off"
"83923a85-c822-482b-8b15-225eee25a3ee","","not-started","","folder","TRUE","FALSE","Site QA","Basement","Level 1","ICT Riser"
"3a72dbd3-823e-428c-acae-2cd705096140","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Basement","Level 1","ICT Riser","Pre Wire"
"b34d4539-5b08-48cd-99b6-03f5a50371a1","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Basement","Level 1","ICT Riser","Terminated & Tested"
"aabacbab-396e-4007-ac89-7fef6be21b00","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Basement","Level 1","ICT Riser","Fit off"
"55e103be-b9ac-4caf-8bd5-f0acd532178d","","not-started","","folder","TRUE","FALSE","Site QA","Basement","Level 1","Floor Commissioning"
"9ff43d4a-eb67-4043-8ea5-811a9aa1f47e","","not-started","Floor Commissioning","checklist","FALSE","FALSE","Site QA","Basement","Level 1","Floor Commissioning","Floor Commissioning"
"6fe0319d-cea4-444b-9785-e95f061c9169","","not-started","","folder","TRUE","FALSE","Site QA","Basement","Level 2"
"f6f4bf08-7f96-4aaa-b75b-84489f12efef","","not-started","","folder","TRUE","FALSE","Site QA","Basement","Level 2","ICT Room"
"91e68530-fcb9-47d9-a622-9721ef4870fd","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Basement","Level 2","ICT Room","Pre Wire"
"e6ba2c1d-cdc8-4f22-a0b0-6773a7f16456","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Basement","Level 2","ICT Room","Terminated & Tested"
