Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
,,Level 3 - Apartment 303,,apartment 303,site qa,fit off,residential areas,building b,level 3
,,Level 3 - Apartment 304,,apartment 304,site qa,fit off,residential areas,building b,level 3
,,Level 3 - Apartment 305,,apartment 305,site qa,fit off,residential areas,building b,level 3
,,Level 3 - Apartment 306,,site qa,apartment 306,fit off,residential areas,building b,level 3
,,Level 3 - Apartment 307,,site qa,fit off,residential areas,apartment 307,building b,level 3
,,Level 3 - Apartment 308,,site qa,fit off,residential areas,apartment 308,building b,level 3
,,Level 3 - Corridors,,site qa,fit off,common areas,building b,corridors,level 3
,,Level 3 - ICT Riser,,ict riser,site qa,fit off,service areas,building b,level 3
,,Level 4 - Apartment 401,,level 4,site qa,fit off,residential areas,building b,apartment 401
,,Level 4 - Apartment 402,,level 4,apartment 402,site qa,fit off,residential areas,building b
,,Level 4 - Apartment 403,,level 4,apartment 403,site qa,fit off,residential areas,building b
,,Level 4 - Apartment 404,,level 4,apartment 404,site qa,fit off,residential areas,building b
,,Level 4 - Apartment 405,,level 4,site qa,apartment 405,fit off,residential areas,building b
,,Level 4 - Apartment 406,,level 4,site qa,fit off,residential areas,apartment 406,building b
,,Level 4 - Apartment 407,,level 4,site qa,fit off,residential areas,apartment 407,building b
,,Level 4 - Apartment 408,,level 4,site qa,fit off,residential areas,building b,apartment 408
,,Level 4 - Corridors,,level 4,site qa,fit off,common areas,building b,corridors
,,Level 4 - ICT Riser,,level 4,ict riser,site qa,fit off,service areas,building b
,,Level 5 - Apartment 501,,apartment 501,level 5,site qa,fit off,residential areas,building b
,,Level 5 - Apartment 502,,level 5,apartment 502,site qa,fit off,residential areas,building b
,,Level 5 - Apartment 503,,level 5,apartment 503,site qa,fit off,residential areas,building b
,,Level 5 - Apartment 504,,level 5,site qa,apartment 504,fit off,residential areas,building b
,,Level 5 - Corridors,,level 5,site qa,fit off,common areas,building b,corridors
,,Level 5 - ICT Riser,,ict riser,level 5,site qa,fit off,service areas,building b
,,Building D,grouping,building d,,,,,
,,Level 3 - CS 301,,building d,site qa,fit off,residential areas,level 3,cs 301
,,Level 3 - CS 302,,building d,site qa,fit off,residential areas,cs 302,level 3
,,Level 3 - CS 303,,building d,site qa,fit off,residential areas,cs 303,level 3
,,Level 3 - CS 304,,building d,site qa,fit off,residential areas,cs 304,level 3
,,Level 3 - CS 305,,building d,site qa,cs 305,fit off,residential areas,level 3
,,Level 3 - CS 306,,building d,cs 306,site qa,fit off,residential areas,level 3
,,Level 3 - CS 307,,building d,cs 307,site qa,fit off,residential areas,level 3
,,Level 3 - CS 308,,building d,cs 308,site qa,fit off,residential areas,level 3
,,Level 3 - CS 309,,building d,site qa,fit off,residential areas,level 3,cs 309
,,Level 3 - CS 310,,building d,cs 310,site qa,fit off,residential areas,level 3
,,Level 3 - CS 311,,building d,cs 311,site qa,fit off,residential areas,level 3
,,Level 3 - CS 312,,building d,site qa,fit off,residential areas,level 3,cs 312
,,Level 3 - CS 313,,building d,site qa,fit off,residential areas,cs 313,level 3
,,Level 3 - CS 314,,building d,site qa,fit off,residential areas,cs 314,level 3
,,Level 3 - CS 315,,building d,site qa,fit off,residential areas,cs 315,level 3
,,Level 3 - CS 316,,building d,site qa,cs 316,fit off,residential areas,level 3
,,Level 3 - CS 317,,building d,cs 317,site qa,fit off,residential areas,level 3
,,Level 3 - CS 318,,building d,cs 318,site qa,fit off,residential areas,level 3
,,Level 3 - CS 319,,building d,cs 319,site qa,fit off,residential areas,level 3
,,Level 3 - Activities 1,,building d,site qa,fit off,common areas,activities 1,level 3
,,Level 3 - Activities 2,,building d,site qa,fit off,activities 2,common areas,level 3
,,Level 3 - Dining,,building d,site qa,fit off,common areas,dining,level 3
,,Level 3 - Sensory,,building d,site qa,fit off,common areas,sensory,level 3
,,Level 3 - Medicine room,,building d,site qa,fit off,common areas,level 3,medicine room
,,Level 3 - Nurse Manager,,building d,site qa,nurse manager,fit off,common areas,level 3
,,Level 3 - Nurse Station,,building d,site qa,fit off,common areas,nurse station,level 3
,,Level 3 - Lift Lobby,,building d,lift lobby,site qa,fit off,common areas,level 3
,,Level 3 - Corridors & Common Area,,building d,corridors & common area,site qa,fit off,common areas,level 3
,,Level 3 - TV Lounge,,building d,tv lounge,site qa,fit off,common areas,level 3
,,Level 3 - Electrical DB,,building d,site qa,fit off,service areas,electrical db,level 3
,,Level 3 - ICT Riser,,building d,ict riser,site qa,fit off,service areas,level 3
,,Level 4 - RM 401,,building d,level 4,site qa,fit off,residential areas,rm 401
,,Level 4 - RM 402,,building d,level 4,site qa,fit off,residential areas,rm 402
,,Level 4 - RM 403,,building d,level 4,site qa,fit off,residential areas,rm 403
,,Level 4 - RM 404,,building d,level 4,site qa,fit off,residential areas,rm 404
,,Level 4 - RM 405,,building d,level 4,site qa,rm 405,fit off,residential areas
,,Level 4 - RM 406,,building d,level 4,rm 406,site qa,fit off,residential areas
,,Level 4 - RM 407,,building d,level 4,rm 407,site qa,fit off,residential areas
,,Level 4 - RM 408,,building d,level 4,rm 408,site qa,fit off,residential areas
,,Level 4 - RM 409,,building d,level 4,site qa,fit off,residential areas,rm 409
,,Level 4 - RM 410,,building d,level 4,rm 410,site qa,fit off,residential areas
,,Level 4 - RM 411,,building d,level 4,rm 411,site qa,fit off,residential areas
,,Level 4 - RM 412,,building d,level 4,site qa,fit off,residential areas,rm 412
,,Level 4 - RM 413,,building d,level 4,site qa,fit off,residential areas,rm 413
,,Level 4 - RM 414,,building d,level 4,site qa,fit off,residential areas,rm 414
,,Level 4 - RM 415,,building d,level 4,site qa,fit off,residential areas,rm 415
,,Level 4 - RM 416,,building d,level 4,site qa,rm 416,fit off,residential areas
,,Level 4 - RM 417,,building d,level 4,rm 417,site qa,fit off,residential areas
,,Level 4 - RM 418,,building d,level 4,rm 418,site qa,fit off,residential areas
,,Level 4 - RM 419,,building d,level 4,rm 419,site qa,fit off,residential areas
,,Level 4 - RM 420,,building d,level 4,rm 420,site qa,fit off,residential areas
,,Level 4 - RM 421,,building d,level 4,rm 421,site qa,fit off,residential areas
,,Level 4 - RM 422,,building d,level 4,rm 422,site qa,fit off,residential areas
,,Level 4 - RM 423,,building d,level 4,site qa,fit off,residential areas,rm 423
,,Level 4 - RM 424,,building d,level 4,site qa,fit off,residential areas,rm 424
,,Level 4 - RM 425,,building d,level 4,site qa,fit off,residential areas,rm 425
,,Level 4 - RM 426,,building d,level 4,site qa,fit off,residential areas,rm 426
,,Level 4 - RM 427,,building d,level 4,site qa,rm 427,fit off,residential areas
,,Level 4 - RM 428,,building d,level 4,rm 428,site qa,fit off,residential areas
,,Level 4 - RM 429,,building d,level 4,rm 429,site qa,fit off,residential areas
,,Level 4 - RM 430,,building d,level 4,site qa,rm 430,fit off,residential areas
,,Level 4 - Family room,,building d,level 4,family room,site qa,fit off,common areas
,,Level 4 - Dining,,building d,level 4,site qa,fit off,common areas,dining
,,Level 4 - Corridors,,building d,level 4,site qa,fit off,common areas,corridors
,,Level 4 - Electrical DB,,building d,level 4,site qa,fit off,service areas,electrical db
,,Level 4 - ICT Riser,,building d,level 4,ict riser,site qa,fit off,service areas
,,Level 5 - SA 501,,building d,level 5,site qa,fit off,residential areas,sa 501
,,Level 5 - SA 502,,building d,level 5,site qa,fit off,residential areas,sa 502
,,Level 5 - SA 503,,building d,level 5,site qa,fit off,residential areas,sa 503
,,Level 5 - SA 504,,building d,level 5,site qa,fit off,residential areas,sa 504
,,Level 5 - SA 505,,building d,level 5,site qa,sa 505,fit off,residential areas
,,Level 5 - SA 506,,building d,level 5,sa 506,site qa,fit off,residential areas
,,Level 5 - SA 507,,building d,level 5,sa 507,site qa,fit off,residential areas
,,Level 5 - SA 508,,building d,sa 508,level 5,site qa,fit off,residential areas
,,Level 5 - SA 509,,building d,level 5,site qa,fit off,residential areas,sa 509
,,Level 5 - SA 510,,building d,level 5,sa 510,site qa,fit off,residential areas
,,Level 5 - SA 511,,building d,sa 511,level 5,site qa,fit off,residential areas
,,Level 5 - SA 512,,building d,level 5,site qa,fit off,residential areas,sa 512
,,Level 5 - SA 513,,building d,level 5,site qa,fit off,residential areas,sa 513
,,Level 5 - SA 514,,building d,level 5,site qa,fit off,residential areas,sa 514
,,Level 5 - SA 515,,building d,level 5,site qa,fit off,residential areas,sa 515
,,Level 5 - SA 516,,building d,level 5,site qa,sa 516,fit off,residential areas
,,Level 5 - SA 517,,building d,level 5,sa 517,site qa,fit off,residential areas
,,Level 5 - SA 518,,building d,level 5,sa 518,site qa,fit off,residential areas
,,Level 5 - SA 519,,building d,sa 519,level 5,site qa,fit off,residential areas
,,Level 5 - Corridors,,building d,level 5,site qa,fit off,common areas,corridors
,,Level 5 - Electrical DB,,building d,level 5,site qa,fit off,service areas,electrical db
,,Level 5 - ICT Riser,,building d,ict riser,level 5,site qa,fit off,service areas
,,Level 6 - SA 601,,building d,level 6,site qa,fit off,residential areas,sa 601
,,Level 6 - SA 602,,building d,level 6,site qa,fit off,residential areas,sa 602
,,Level 6 - SA 603,,building d,level 6,site qa,fit off,residential areas,sa 603
,,Level 6 - SA 604,,building d,level 6,site qa,sa 604,fit off,residential areas
,,Level 6 - SA 605,,building d,level 6,sa 605,site qa,fit off,residential areas
,,Level 6 - SA 606,,building d,sa 606,level 6,site qa,fit off,residential areas
,,Level 6 - SA 607,,building d,sa 607,level 6,site qa,fit off,residential areas
,,Level 6 - SA 608,,building d,level 6,site qa,fit off,residential areas,sa 608
,,Level 6 - SA 609,,building d,level 6,site qa,fit off,residential areas,sa 609
,,Level 6 - SA 610,,building d,sa 610,level 6,site qa,fit off,residential areas
,,Level 6 - SA 611,,building d,level 6,site qa,fit off,residential areas,sa 611
,,Level 6 - SA 612,,building d,level 6,site qa,fit off,residential areas,sa 612
,,Level 6 - SA 613,,building d,level 6,site qa,fit off,residential areas,sa 613
,,Level 6 - SA 614,,building d,level 6,site qa,fit off,residential areas,sa 614
,,Level 6 - SA 615,,building d,level 6,site qa,sa 615,fit off,residential areas
,,Level 6 - SA 616,,building d,level 6,sa 616,site qa,fit off,residential areas
,,Level 6 - SA 617,,building d,sa 617,level 6,site qa,fit off,residential areas
,,Level 6 - SA 618,,building d,sa 618,level 6,site qa,fit off,residential areas
,,Level 6 - SA 619,,building d,level 6,site qa,fit off,residential areas,sa 619
,,Level 6 - Corridors,,building d,level 6,site qa,fit off,common areas,corridors
,,Level 6 - Electrical DB,,building d,level 6,site qa,fit off,service areas,electrical db
,,Level 6 - ICT Riser,,building d,ict riser,level 6,site qa,fit off,service areas
,,Building E,grouping,building e,,,,,
,,Level 3 - Indoor Bowl/ Yoga,,indoor bowl/ yoga,building e,site qa,fit off,common areas,level 3
,,Level 3 - Meeting Room,,building e,site qa,fit off,common areas,meeting room,level 3
,,Level 3 - Foyer,,building e,site qa,fit off,foyer,common areas,level 3
,,Level 3 - IA Sales Office,,building e,site qa,fit off,common areas,level 3,ia sales office
,,Level 3 - Hair & Beauty,,building e,hair & beauty,site qa,fit off,common areas,level 3
,,Level 3 - Property Manager,,building e,site qa,fit off,common areas,property manager,level 3
,,Level 3 - Gym,,building e,gym,site qa,fit off,common areas,level 3
,,Level 3 - Reception,,building e,site qa,fit off,reception,common areas,level 3
,,Level 3 - Office,,building e,site qa,office,fit off,common areas,level 3
,,Level 3 - Village Manager,,building e,site qa,fit off,village manager,common areas,level 3
,,Level 3 - Foyer,,building e,site qa,fit off,foyer,common areas,level 3
,,Level 3 - Meeting Room,,building e,site qa,fit off,common areas,meeting room,level 3
,,Level 3 - Foyer,,building e,site qa,fit off,foyer,common areas,level 3
,,Level 3 - Shower,,building e,shower,site qa,fit off,common areas,level 3
,,Level 3 - ACC Shower,,acc shower,building e,site qa,fit off,common areas,level 3
,,Level 3 - Spa,,building e,site qa,fit off,common areas,spa,level 3
,,Level 3 - Pool,,pool,building e,site qa,fit off,common areas,level 3
,,Level 3 - Café Dining,,building e,café dining,site qa,fit off,common areas,level 3
,,Level 3 - Café servery,,building e,site qa,fit off,common areas,level 3,café servery
,,Level 3 - Kitchen,,building e,site qa,fit off,kitchen,common areas,level 3
,,Level 3 - ACC WC,,building e,site qa,fit off,common areas,acc wc,level 3
,,Level 3 - WC male,,building e,wc male,site qa,fit off,common areas,level 3
,,Level 3 - WC female,,building e,site qa,wc female,fit off,common areas,level 3
,,Level 3 - Corridor,,building e,corridor,site qa,fit off,common areas,level 3
,,Level 3 - Lobby,,building e,site qa,lobby,fit off,common areas,level 3
,,Level 3 - Swb room,,building e,site qa,fit off,common areas,swb room,level 3
,,Level 3 - Electrical DB,,building e,site qa,fit off,service areas,electrical db,level 3
,,Level 3 - ICT Riser,,ict riser,building e,site qa,fit off,service areas,level 3
,,Level 4 - Library,,level 4,building e,site qa,library,fit off,common areas
,,Level 4 - Plant Room,,level 4,building e,plant room,site qa,fit off,common areas
,,Level 4 - Theatre,,level 4,theatre,building e,site qa,fit off,common areas
,,Level 4 - TV Lounge,,level 4,building e,tv lounge,site qa,fit off,common areas
,,Level 4 - Biliards,,level 4,building e,site qa,fit off,common areas,biliards
,,Level 4 - Bar,,level 4,building e,bar,site qa,fit off,common areas
,,Level 4 - Bar/ Dining,,level 4,building e,site qa,fit off,common areas,bar/ dining
,,Level 4 - Staff Room,,level 4,building e,site qa,fit off,common areas,staff room
,,Level 4 - Lift Lobby,,level 4,building e,lift lobby,site qa,fit off,common areas
,,Level 4 - Swb room,,level 4,building e,site qa,fit off,common areas,swb room
,,Level 4 - ACC WC,,level 4,building e,site qa,fit off,common areas,acc wc
,,Level 4 - WC 1,,level 4,building e,wc 1,site qa,fit off,common areas
,,Level 4 - WC 2,,level 4,building e,wc 2,site qa,fit off,common areas
,,Level 4 - Electrical DB,,level 4,building e,site qa,fit off,service areas,electrical db
,,Level 4 - ICT Riser,,level 4,ict riser,building e,site qa,fit off,service areas
,,Level 5 - IA 501,,building e,level 5,site qa,fit off,residential areas,ia 501
,,Level 5 - IA 502,,building e,level 5,site qa,fit off,residential areas,ia 502
,,Level 5 - IA 503,,building e,level 5,site qa,ia 503,fit off,residential areas
,,Level 5 - IA 504,,building e,level 5,ia 504,site qa,fit off,residential areas
,,Level 5 - IA 505,,building e,level 5,ia 505,site qa,fit off,residential areas
,,Level 5 - IA 506,,ia 506,building e,level 5,site qa,fit off,residential areas
,,Level 5 - IA 507,,building e,level 5,site qa,fit off,residential areas,ia 507
,,Level 5 - IA Dining,,building e,level 5,site qa,ia dining,fit off,common areas
,,Level 5 - Corridors,,building e,level 5,site qa,fit off,common areas,corridors
,,Level 5 - Electrical DB,,building e,level 5,site qa,fit off,service areas,electrical db
,,Level 5 - ICT Riser,,ict riser,building e,level 5,site qa,fit off,service areas
,,Level 6 - IA 601,,building e,level 6,site qa,fit off,residential areas,ia 601
,,Level 6 - IA 602,,building e,level 6,site qa,ia 602,fit off,residential areas
,,Level 6 - IA 603,,building e,level 6,ia 603,site qa,fit off,residential areas
,,Level 6 - IA 604,,building e,ia 604,level 6,site qa,fit off,residential areas
,,Level 6 - IA 605,,ia 605,building e,level 6,site qa,fit off,residential areas
,,Level 6 - IA 606,,building e,level 6,site qa,fit off,residential areas,ia 606
,,Level 6 - IA 607,,building e,level 6,site qa,fit off,residential areas,ia 607
,,Level 6 - IA Dining,,building e,level 6,site qa,ia dining,fit off,common areas
,,Level 6 - Corridors,,building e,level 6,site qa,fit off,common areas,corridors
,,Level 6 - Electrical DB,,building e,level 6,site qa,fit off,service areas,electrical db
,,Level 6 - ICT Riser,,ict riser,building e,level 6,site qa,fit off,service areas
,,Level 7 - IA 701,,building e,site qa,level 7,ia 701,fit off,residential areas
,,Level 7 - IA 702,,building e,ia 702,site qa,level 7,fit off,residential areas
,,Level 7 - IA 703,,building e,ia 703,site qa,level 7,fit off,residential areas
,,Level 7 - IA 704,,ia 704,building e,site qa,level 7,fit off,residential areas
,,Level 7 - IA 705,,building e,site qa,level 7,fit off,residential areas,ia 705
,,Level 7 - IA 706,,building e,site qa,level 7,fit off,residential areas,ia 706
,,Level 7 - IA 707,,building e,site qa,level 7,fit off,residential areas,ia 707
,,Level 7 - Corridors,,building e,site qa,level 7,fit off,common areas,corridors
,,Level 7 - Electrical DB,,building e,site qa,level 7,fit off,service areas,electrical db
,,Level 7 - ICT Riser,,ict riser,building e,site qa,level 7,fit off,service areas
,,Level 8 - IA 801,,building e,ia 801,site qa,fit off,level 8,residential areas
,,Level 8 - IA 802,,building e,ia 802,site qa,fit off,level 8,residential areas
,,Level 8 - IA 803,,ia 803,building e,site qa,fit off,level 8,residential areas
,,Level 8 - IA 804,,building e,site qa,fit off,level 8,residential areas,ia 804
,,Level 8 - IA 805,,building e,site qa,fit off,level 8,residential areas,ia 805
,,Level 8 - Corridors,,building e,site qa,fit off,level 8,common areas,corridors
,,Level 8 - Electrical DB,,building e,site qa,fit off,level 8,service areas,electrical db
,,Level 8 - ICT Riser,,ict riser,building e,site qa,fit off,level 8,service areas
,,Building F - Level 1 - Residential,dynamic,Site QA,Building F,Level 1,Residential,,
,,Building F - Level 1 - Service Areas,dynamic,Site QA,Building F,Level 1,Service Areas,,
,,Building F - Level 2 - Residential,dynamic,Site QA,Building F,Level 2,Residential,,
,,Building F - Level 2 - Service Areas,dynamic,Site QA,Building F,Level 2,Service Areas,,
,,Building F - Level 3 - Residential,dynamic,Site QA,Building F,Level 3,Residential,,
,,Building F - Level 3 - Service Areas,dynamic,Site QA,Building F,Level 3,Service Areas,,
,,Building F - Level 4 - Residential,dynamic,Site QA,Building F,Level 4,Residential,,
,,Building F - Level 4 - Service Areas,dynamic,Site QA,Building F,Level 4,Service Areas,,
,,Building F - Level 5 - Residential,dynamic,Site QA,Building F,Level 5,Residential,,
,,Building F - Level 5 - Service Areas,dynamic,Site QA,Building F,Level 5,Service Areas,,
,,Building F - Level 6 - Residential,dynamic,Site QA,Building F,Level 6,Residential,,
,,Building F - Level 6 - Service Areas,dynamic,Site QA,Building F,Level 6,Service Areas,,
,,Building F - Level 7 - Residential,dynamic,Site QA,Building F,Level 7,Residential,,
,,Building F - Level 7 - Service Areas,dynamic,Site QA,Building F,Level 7,Service Areas,,
,,Basement,grouping,basement,,,,,
,,Lift Lobby 1,,basement,lift lobby 1,site qa,fit off,level 1,
,,Locker storage,,basement,locker storage,site qa,fit off,level 1,
,,Scooter Park,,basement,scooter park,site qa,fit off,level 1,
,,generator room,,basement,site qa,fit off,generator room,level 1,
,,Roller gate,,basement,site qa,fit off,level 1,roller gate,
,,Electrical DB,,basement,site qa,fit off,level 1,electrical db,
,,ICT Riser,,basement,ict riser,site qa,fit off,level 1,
,,ICT Room,,basement,site qa,fit off,level 2,ict room,
,,Lift Lobby 3,,basement,site qa,fit off,lift lobby 3,level 2,
,,locker storage,,basement,locker storage,site qa,fit off,level 2,
,,BMS room,,basement,site qa,bms room,fit off,level 2,
,,MSB room,,basement,site qa,fit off,level 2,msb room,
,,roller gate,,basement,site qa,fit off,level 2,roller gate,
,Columns,,,,,,,,
,,GCS - Structured Cabling,,gcs - structured cabling (photos attached),,,,,
,,PERS - Nurse Call Fit Off,,pers - nurse call fit off (photos attached),,,,,
,,ESS - Camera Fit Off,,ess - camera fit off (photos attached),,,,,
,,ESS - Intercom Fit Off,,ess - intercom fit off (photos attached),,,,,
,,ESS - Access Control Fit Off,,ess - access control fit off (photos attached),,,,,
,,GPON - Fit Off,,GPON - Fit Off (photos Attached),,,,,
,,Audio Visual / MATV - Fit off,,Audio Visual / MATV - Fit off (Photos Attached),,,,,
,,,,,,,,,
Terminated & Tested,,,,,,,,,
,Scope,,,,,,,,
,Rows,,,,,,,,
,,Building A,grouping,building a,,,,,
,,Level 2 - Electrical DB,,site qa,building a,service areas,electrical db,level 2,terminated & tested
,,Level 2 - Services (Riser),,site qa,services (riser),building a,service areas,level 2,terminated & tested
,,Level 3 - Stair 1,,site qa,building a,common areas,stair 1,terminated & tested,level 3
,,Level 3 - Corridor near 301,,site qa,corridor near 301,building a,common areas,terminated & tested,level 3
,,Level 3 - Corridor near 303,,site qa,building a,common areas,corridor near 303,terminated & tested,level 3
,,Level 3 - ICT Riser,,ict riser,site qa,building a,service areas,terminated & tested,level 3
,,Level 3 - Comms Room,,site qa,comms room,building a,service areas,terminated & tested,level 3
,,Level 4 - Corridor,,level 4,corridor,site qa,building a,common areas,terminated & tested
,,Level 4 - ICT Riser,,level 4,ict riser,site qa,building a,service areas,terminated & tested
,,Level 5 - Corridor,,level 5,corridor,site qa,building a,common areas,terminated & tested
,,Level 5 - ICT Riser,,ict riser,level 5,site qa,building a,service areas,terminated & tested
,,Building B,grouping,building b,,,,,
,,Level 2 - Maintanance/ Store,,site qa,common areas,building b,level 2,terminated & tested,maintanance/ store
,,Level 2 - Hobbies workshop,,site qa,common areas,building b,level 2,hobbies workshop,terminated & tested
,,Level 2 - Hobbies lounge,,hobbies lounge,site qa,common areas,building b,level 2,terminated & tested
,,Level 2 - Scooter Parking,,site qa,common areas,building b,level 2,terminated & tested,scooter parking
,,Level 2 - Corridors,,site qa,common areas,building b,level 2,corridors,terminated & tested
,,Level 2 - ICT Riser,,ict riser,site qa,service areas,building b,level 2,terminated & tested
,,Level 2 - Comms Room,,site qa,comms room,service areas,building b,level 2,terminated & tested
,,Level 3 - Corridors,,site qa,common areas,building b,corridors,terminated & tested,level 3
,,Level 3 - ICT Riser,,ict riser,site qa,service areas,building b,terminated & tested,level 3
,,Level 4 - Corridors,,level 4,site qa,common areas,building b,corridors,terminated & tested
,,Level 4 - ICT Riser,,level 4,ict riser,site qa,service areas,building b,terminated & tested
,,Level 5 - Corridors,,level 5,site qa,common areas,building b,corridors,terminated & tested
,,Level 5 - ICT Riser,,ict riser,level 5,site qa,service areas,building b,terminated & tested
,,Building D,grouping,building d,,,,,
,,Level 3 - Activities 1,,building d,site qa,common areas,activities 1,terminated & tested,level 3
,,Level 3 - Activities 2,,building d,site qa,activities 2,common areas,terminated & tested,level 3
,,Level 3 - Dining,,building d,site qa,common areas,dining,terminated & tested,level 3
