"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Stage 1"
,"Scope",,
,"Rows"
,,"Basement",,"basement","stage 1"
,,"Level 1",,"level 1","stage 1"
,,"Level 2",,"level 2","stage 1"
,,"Level 3",,"stage 1","level 3"
,"Columns"
,,"Columns",,"columns","stage 1"
,,"Slab",,"stage 1","slab"
,,"Screens",,"screens","stage 1"
,,"Walls",,"stage 1","walls"

"Stage 2"
,"Scope",,
,"Rows"
,,"Ground",,"stage 2","ground"
,,"Level 1",,"level 1","stage 2"
,,"Level 2",,"stage 2","level 2"
,"Columns"
,,"Slab",,"stage 2","slab"
,,"Columns",,"stage 2","columns"

