Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Overall Progress,,,,,,,,,
,Scope,,,Site QA,,,,,
,Rows,,,,,,,,
,,Block A,dynamic,Block A,Site QA,,,,
,,Block B,dynamic,Block B,Site QA,,,,
,,Block C,dynamic,Block C,Site QA,,,,
,,Block D,dynamic,Block D,Site QA,,,,
,,Block E,dynamic,Block E,Site QA,,,,
,Columns,,,,,,,,
,,Authority Main to Meter Installation,,Authority Main to Meter Installation,,,,,
,,Drainage Installation (In-ground),,Drainage Installation (In-ground),,,,,
,,Water Service Installation (In-ground),,Water Service Installation (In-ground),,,,,
,,Gas Service Installation (In-ground),,Gas Service Installation (In-ground),,,,,
,,Waste & Vent Installation,,Waste & Vent Installation,,,,,
,,Water Service Installation (Rough-ins),,Water Service Installation (Rough-ins),,,,,
,,Gas Service Installation (Rough-ins),,Gas Service Installation (Rough-ins),,,,,
,,Toilet & Cistern Installation,,Toilet & Cistern Installation,,,,,
,,Wash Basin & Tapware Installation,,Wash Basin & Tapware Installation,,,,,
,,Shower & Tapware Installation,,Shower & Tapware Installation,,,,,
,,Bath & Tapware Installation,,Bath & Tapware Installation,,,,,
,,Kitchen Sink & Tapware Installation,,Kitchen Sink & Tapware Installation,,,,,
,,Washer Machine Installation,,Washer Machine Installation,,,,,
,,Laundry Trough & Tapware Installation,,Laundry Trough & Tapware Installation,,,,,
,,Tundish Installation,,Tundish Installation,,,,,
,,Hose Tap Installation,,Hose Tap Installation,,,,,
,,Gas Appliance Installation,,Gas Appliance Installation,,,,,
,,"Water Heating, Boiling, Chilling, Unit Installation",,"Water Heating, Boiling, Chilling, Unit Installation",,,,,
,,Testing Drainage Pipework (Air Test),,Testing Drainage Pipework (Air Test),,,,,
,,Testing Drainage Pipework (Water Test),,Testing Drainage Pipework (Water Test),,,,,
,,Testing Water Pipework (Water Test),,Testing Water Pipework (Water Test),,,,,
,,Testing Gas Service (Air Test),,Testing Gas Service (Air Test),,,,,
,,Commission Fixture Group,,Commission Fixture Group,,,,,
,,Commission Hot Water Generating Plant,,Commission Hot Water Generating Plant,,,,,
,,Commission Reduced Pressure Zone Device,,Commission Reduced Pressure Zone Device,,,,,
