"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,,"site qa"
,"Rows"
,,"Level 1","dynamic","level 1","site qa"
,,"Level 2","dynamic","level 2","site qa"
,,"Level 3","dynamic","level 3","site qa"
,,"Level 4","dynamic","level 4","site qa"
,,"Level 5","dynamic","level 5","site qa"
,,"Level 6","dynamic","level 6","site qa"
,,"Level 7","dynamic","level 7","site qa"
,,"Level 8","dynamic","level 8","site qa"
,,"Level 9","dynamic","level 9","site qa"
,,"Level 10","dynamic","level 10","site qa"
,,"Level 11","dynamic","level 11","site qa"
,,"Level 12","dynamic","level 12","site qa"
,,"Level 13","dynamic","level 13","site qa"
,,"Level 14","dynamic","level 14","site qa"
,,"Level 15","dynamic","level 15","site qa"
,,"Level 16","dynamic","level 16","site qa"
,,"Level 17","dynamic","level 17","site qa"
,,"Level 18","dynamic","level 18","site qa"
,,"Level 19","dynamic","level 19","site qa"
,,"Level 20","dynamic","level 20","site qa"
,,"Level 21","dynamic","level 21","site qa"
,,"Level 22","dynamic","level 22","site qa"
,,"Level 23","dynamic","level 23","site qa"
,,"Level 24","dynamic","level 24","site qa"
,,"Level 25","dynamic","level 25","site qa"
,,"Level 26","dynamic","level 26","site qa"
,,"Level 27","dynamic","level 27","site qa"
,,"Level 28","dynamic","level 28","site qa"
,,"Level 29","dynamic","level 29","site qa"
,,"Level 30","dynamic","level 30","site qa"
,,"Level 31","dynamic","level 31","site qa"
,,"Level 32","dynamic","level 32","site qa"
,,"Level 33","dynamic","level 33","site qa"
,,"Level 34","dynamic","level 34","site qa"
,,"Level 35","dynamic","level 35","site qa"
,,"Level 36","dynamic","level 36","site qa"
,,"Level 37","dynamic","level 37","site qa"
,,"Level 38","dynamic","level 38","site qa"
,,"Level 39","dynamic","level 39","site qa"
,,"Level 40","dynamic","level 40","site qa"
,,"Level 41","dynamic","level 41","site qa"
,,"Level 42","dynamic","level 42","site qa"
,,"Level 43","dynamic","level 43","site qa"
,,"Level 44","dynamic","level 44","site qa"
,,"Level 45","dynamic","level 45","site qa"
,"Columns"
,,"Kitchen, Lounge & Dining",,"kitchen, lounge & dining"
,,"Bathroom & Laundry",,"bathroom & laundry"
,,"External Wet Areas",,"external wet areas"

"Kitchen, Lounge & Dining"
,"Scope",,,"site qa","kitchen, lounge & dining"
,"Rows"
,,"Level 1","dynamic","level 1","site qa"
,,"Level 2","dynamic","level 2","site qa"
,,"Level 3","dynamic","level 3","site qa"
,,"Level 4","dynamic","level 4","site qa"
,,"Level 5","dynamic","level 5","site qa"
,,"Level 6","dynamic","level 6","site qa"
,,"Level 7","dynamic","level 7","site qa"
,,"Level 8","dynamic","level 8","site qa"
,,"Level 9","dynamic","level 9","site qa"
,,"Level 10","dynamic","level 10","site qa"
,,"Level 11","dynamic","level 11","site qa"
,,"Level 12","dynamic","level 12","site qa"
,,"Level 13","dynamic","level 13","site qa"
,,"Level 14","dynamic","level 14","site qa"
,,"Level 15","dynamic","level 15","site qa"
,,"Level 16","dynamic","level 16","site qa"
,,"Level 17","dynamic","level 17","site qa"
,,"Level 18","dynamic","level 18","site qa"
,,"Level 19","dynamic","level 19","site qa"
,,"Level 20","dynamic","level 20","site qa"
,,"Level 21","dynamic","level 21","site qa"
,,"Level 22","dynamic","level 22","site qa"
,,"Level 23","dynamic","level 23","site qa"
,,"Level 24","dynamic","level 24","site qa"
,,"Level 25","dynamic","level 25","site qa"
,,"Level 26","dynamic","level 26","site qa"
,,"Level 27","dynamic","level 27","site qa"
,,"Level 28","dynamic","level 28","site qa"
,,"Level 29","dynamic","level 29","site qa"
,,"Level 30","dynamic","level 30","site qa"
,,"Level 31","dynamic","level 31","site qa"
,,"Level 32","dynamic","level 32","site qa"
,,"Level 33","dynamic","level 33","site qa"
,,"Level 34","dynamic","level 34","site qa"
,,"Level 35","dynamic","level 35","site qa"
,,"Level 36","dynamic","level 36","site qa"
,,"Level 37","dynamic","level 37","site qa"
,,"Level 38","dynamic","level 38","site qa"
,,"Level 39","dynamic","level 39","site qa"
,,"Level 40","dynamic","level 40","site qa"
,,"Level 41","dynamic","level 41","site qa"
,,"Level 42","dynamic","level 42","site qa"
,,"Level 43","dynamic","level 43","site qa"
,,"Level 44","dynamic","level 44","site qa"
,,"Level 45","dynamic","level 45","site qa"
,"Columns"
,,"Previous substrate acceptable",,"kitchen, lounge & dining","previous substrate acceptable - floor"
,,"Acoustic matting installed",,"kitchen, lounge & dining","acoustic matting installed - attach photos below"
,,"Floor tiling installed",,"kitchen, lounge & dining","floor tiling installed - attach photos below"
,,"Correct Grouting Installed as per specs.",,"correct grouting installed as per specifications","kitchen, lounge & dining"
,,"Tiling works completed to spec/drawings & Area left clean/tidy",,"kitchen, lounge & dining","tiling works completed to specification/drawings & area left clean/tidy"

"Bathroom & Laundry"
,"Scope",,,"site qa","bathroom & laundry"
,"Rows"
,,"Level 1","dynamic","level 1","site qa"
,,"Level 2","dynamic","level 2","site qa"
,,"Level 3","dynamic","level 3","site qa"
,,"Level 4","dynamic","level 4","site qa"
,,"Level 5","dynamic","level 5","site qa"
,,"Level 6","dynamic","level 6","site qa"
,,"Level 7","dynamic","level 7","site qa"
,,"Level 8","dynamic","level 8","site qa"
,,"Level 9","dynamic","level 9","site qa"
,,"Level 10","dynamic","level 10","site qa"
,,"Level 11","dynamic","level 11","site qa"
,,"Level 12","dynamic","level 12","site qa"
,,"Level 13","dynamic","level 13","site qa"
,,"Level 14","dynamic","level 14","site qa"
,,"Level 15","dynamic","level 15","site qa"
,,"Level 16","dynamic","level 16","site qa"
,,"Level 17","dynamic","level 17","site qa"
,,"Level 18","dynamic","level 18","site qa"
,,"Level 19","dynamic","level 19","site qa"
,,"Level 20","dynamic","level 20","site qa"
,,"Level 21","dynamic","level 21","site qa"
,,"Level 22","dynamic","level 22","site qa"
,,"Level 23","dynamic","level 23","site qa"
,,"Level 24","dynamic","level 24","site qa"
,,"Level 25","dynamic","level 25","site qa"
,,"Level 26","dynamic","level 26","site qa"
,,"Level 27","dynamic","level 27","site qa"
,,"Level 28","dynamic","level 28","site qa"
,,"Level 29","dynamic","level 29","site qa"
,,"Level 30","dynamic","level 30","site qa"
,,"Level 31","dynamic","level 31","site qa"
,,"Level 32","dynamic","level 32","site qa"
,,"Level 33","dynamic","level 33","site qa"
,,"Level 34","dynamic","level 34","site qa"
,,"Level 35","dynamic","level 35","site qa"
,,"Level 36","dynamic","level 36","site qa"
,,"Level 37","dynamic","level 37","site qa"
,,"Level 38","dynamic","level 38","site qa"
,,"Level 39","dynamic","level 39","site qa"
,,"Level 40","dynamic","level 40","site qa"
,,"Level 41","dynamic","level 41","site qa"
,,"Level 42","dynamic","level 42","site qa"
,,"Level 43","dynamic","level 43","site qa"
,,"Level 44","dynamic","level 44","site qa"
,,"Level 45","dynamic","level 45","site qa"
,"Columns"
,,"Previous substrate acceptable",,"previous substrate acceptable - floors and walls","bathroom & laundry"
,,"Floor tiling installed",,"floor tiling installed - attach photos below","bathroom & laundry"
,,"Wall tiling installed",,"bathroom & laundry","wall tiling installed - attach photos below"
,,"Grout Installed as per specs.",,"grout installed as per specifications","bathroom & laundry"
,,"Tiling works completed to spec/drawings & Area left clean/tidy",,"tiling works completed to specification/drawings & area left clean/tidy","bathroom & laundry"

