resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,,step,,,Ground,,,,,,,,
Lobby,,,,,checklist,,,,West Tower Residential Lobby,,,,,,,
Lobby,,,,,checklist,,,,East Tower Residential Lobby,,,,,,,
Lobby,,,,,checklist,,,,Hotel Lobby,,,,,,,
Bathroom & Laundry,,,,,checklist,,,,Hotel Staff Locker Room,,,,,,,
Bathroom & Laundry,,,,,checklist,,,,Hotel Lobby Toilets,,,,,,,
"Kitchen, Lounge & Dining",,,,,checklist,,,,Pub Kitchen,,,,,,,
Bathroom & Laundry,,,,,checklist,,,,Pub Toilets,,,,,,,
External Wet Areas,,,,,checklist,,,,Pub,,,,,,,
External Wet Areas,,,,,checklist,,,,Gaming Room,,,,,,,
,,,,,step,,,East Tower,,,,,,,,
,,,,,step,,,,Level 5,,,,,,,
Lobby,,,,,checklist,,,,,Lobby,,,,,,
"Kitchen, Lounge & Dining",,,,,checklist,,,,,Restaurant,,,,,,
"Kitchen, Lounge & Dining",,,,,checklist,,,,,Restaurant Kitchen,,,,,,
External Wet Areas,,,,,checklist,,,,,Gym,,,,,,
External Wet Areas,,,,,checklist,,,,,Outdoor Gym,,,,,,
Bathroom & Laundry,,,,,checklist,,,,,"Male, Female, and Accessible EC & Change",,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 501,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 502,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 503,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 504,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 505,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 506,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 507,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 508,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 509,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 510,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 511,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 512,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 513,,,,,,
,,,,,step,,,,Level 6,,,,,,,
Lobby,,,,,checklist,,,,,Lobby,,,,,,
"Kitchen, Lounge & Dining",,,,,checklist,,,,,Hotel Kitchen,,,,,,
"Kitchen, Lounge & Dining",,,,,checklist,,,,,Hotel BOH,,,,,,
Bathroom & Laundry,,,,,checklist,,,,,"Male, Female, DDS Bathroom",,,,,,
"Kitchen, Lounge & Dining",,,,,checklist,,,,,Conference Room,,,,,,
"Kitchen, Lounge & Dining",,,,,checklist,,,,,Reception Lounge,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 601,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 602,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 603,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 604,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 605,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 606,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 607,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 608,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 609,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 610,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 611,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 612,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 613,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 614,,,,,,
,,,,,step,,,,Level 7,,,,,,,
Lobby,,,,,checklist,,,,,Lobby,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 701,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 702,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 703,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 704,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 705,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 706,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 707,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 708,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 709,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 710,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 711,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 712,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 713,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 714,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 715,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 716,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 717,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 718,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 719,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 720,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 721,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 722,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 723,,,,,,
,,,,,step,,,,Level 8,,,,,,,
Lobby,,,,,checklist,,,,,Lobby,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 801,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 802,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 803,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 804,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 805,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 806,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 807,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 808,,,,,,
"Kitchen, Lounge & Dining",Bathroom & Laundry,External Wet Areas,,,folder-with-checklists,,,,,Hotel Room 809,,,,,,
