"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c50b2c76-e665-4962-bf18-9d84a4b495c1","","folder-normal","not-started","","step","TRUE","FALSE","Level 0"
"8efeec5d-3859-4cc1-9897-4d300813eab4","","folder-normal","not-started","","step","TRUE","FALSE","Level 0","Circulation - 00.001"
"4479d885-268f-4227-99d3-1ff71ba38990","","checklist-flat","not-started","QA - Data Talk","checklist-flat","FALSE","FALSE","Level 0","Circulation - 00.001","QA - HelRimu"
"169c6aec-9cc0-4d21-923a-b1de84e3354e","","checklist-flat","not-started","QA - Data Talk","checklist-flat","FALSE","FALSE","Level 0","Circulation - 00.001","QA - Hanlon Plumbing"
"6f4d6826-237f-428c-8fe2-ec25e1a85be0","","checklist-flat","not-started","QA - Data Talk","checklist-flat","FALSE","FALSE","Level 0","Circulation - 00.001","QA - Gilcom"
"a64d372f-7823-409d-b861-947949e0834e","","checklist-flat","not-started","QA - Data Talk","checklist-flat","FALSE","FALSE","Level 0","Circulation - 00.001","QA - Rauland"
"638b6b65-8a1c-4b79-bddc-43d1badb43a8","","checklist-flat","not-started","QA - Data Talk","checklist-flat","FALSE","FALSE","Level 0","Circulation - 00.001","QA - Premier Fire"
"bb83f600-16cb-4364-b510-937214787b9c","","checklist-flat","not-started","QA - Data Talk","checklist-flat","FALSE","FALSE","Level 0","Circulation - 00.001","QA - Data Talk"
"fc56394b-7aca-4e8e-acf2-2dceed939207","","checklist-flat","not-started","QA - Data Talk","checklist-flat","FALSE","FALSE","Level 0","Circulation - 00.001","QA - Lamson"
"c84c82dd-5d69-4991-9fea-e5c5d1f9142a","","checklist-flat","not-started","QA - Data Talk","checklist-flat","FALSE","FALSE","Level 0","Circulation - 00.001","QA - VAE"
"63ff4d22-08b3-4fe9-8d1b-abdc07239c6e","","checklist-flat","not-started","QA - Contego","checklist-flat","FALSE","FALSE","Level 0","Circulation - 00.001","QA - Contego"
"69886bec-1ef9-441f-a9c8-c4278fbc26d0","","checklist-flat","not-started","QA - LCL","checklist-flat","FALSE","FALSE","Level 0","Circulation - 00.001","QA - LCL"
"0d26d31e-e807-4c14-a384-0113703726dc","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Level 1"
"df3c5790-2cd0-4343-bac5-4648db463e88","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Level 2"
"3e77c1c1-1275-4f0c-9412-04e2519e503f","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Level 3"
"bff19cae-682d-4126-a7ac-4898166f8d50","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Level 4"
"cf20ccf0-7ec0-4179-bb0d-ebd24b97b1b3","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Level 5"
"a770e2c6-c15a-48a9-b23e-18d39ea5667b","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Level 6"
