type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Partition Checklist,,,,,,Partition Checklist
section,Partition Checklist,,,,,,
checkpoint,Opening Ready,,,,,,
checkpoint,Chanel Installed,,,,,,
checkpoint,Glass Measured,,,,,,
checkpoint,Glass Installed,,,,,,
checkpoint,Silicone Butt Joints Completed,,,,,,
checkpoint,Trade Cleaned,,,,,,
checkpoint,Handed Over,,,,,,
,,,,,,,
checklist,Sliding/Pivot Doors Checklist,,,,,,Sliding/Pivot Doors Checklist
section,Doors Checklist,,,,,,
checkpoint,Opening Ready,,,,,,
checkpoint,Hardware Installed,,,,,,
checkpoint,Glass Measured,,,,,,
checkpoint,Glass Installed,,,,,,
checkpoint,Trade Cleaned,,,,,,
checkpoint,Handed Over,,,,,,
,,,,,,,
checklist,Colonial Bars Checklist,,,,,,Colonial Bars Checklist
section,Bars Checklist,,,,,,
checkpoint,Glazing Surface ready for install,,,,,,
checkpoint,Colonial Bars installed as per drawings,,,,,,
checkpoint,Trade Cleaned,,,,,,
checkpoint,Handed over,,,,,,
