resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Internal Partitions,,,,,,,,
,step,,,,Ground ,,,,,,,
,step,,,,,Training Room,,,,,,
Partition Checklist,checklist,,,,,,Partition,,,,,
Sliding/Pivot Doors Checklist,checklist,,,,,,Pivot Door,,,,,
,step,,,,,Lunchroom / Office,,,,,,
Partition Checklist,checklist,,,,,,Partition (South),,,,,
Partition Checklist,checklist,,,,,,Partition (West),,,,,
Sliding/Pivot Doors Checklist,checklist,,,,,,Pivot Door,,,,,
,step,,,,Level 1,,,,,,,
,step,,,,,Cafeteria,,,,,,
Partition Checklist,checklist,,,,,,Partition,,,,,
Sliding/Pivot Doors Checklist,checklist,,,,,,Sliding Doors,,,,,
,step,,,,,Meeting Room,,,,,,
Partition Checklist,checklist,,,,,,Partition (North),,,,,
Partition Checklist,checklist,,,,,,Partition (East),,,,,
Sliding/Pivot Doors Checklist,checklist,,,,,,Sliding Doors,,,,,
Colonial Bars Checklist,checklist,,,,,,Colonial Bars,,,,,
